,DATE,MATCHUP,MIN,H_TEAM,A_TEAM,H_FGM,H_FGA,H_FGPerc,H_3PM,H_3PA,H_ThreePPerc,H_FTM,H_FTA,H_FTPerc,H_OREB,H_DREB,H_REB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_EFGPerc,H_FTR,H_TOVPerc,A_FGM,A_FGA,A_FGPerc,A_3PM,A_3PA,A_ThreePPerc,A_FTM,A_FTA,A_FTPerc,A_OREB,A_DREB,A_REB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_EFGPerc,A_FTR,A_TOVPerc,Target
126,4/5/19,ORL vs. ATL,242,ORL,ATL,56,92,60.9,18,37,48.6,19,25,0.76,9,45,54,35,11,4,19,24,0.7065217391304348,0.2717391304347826,15.573770491803279,41,94,43.6,10,39,25.6,21,31,0.677,10,28,38,21,16,4,14,21,0.4893617021276596,0.3297872340425532,11.50937191713252,1
127,4/5/19,PHX vs. NOP,265,PHX,NOP,51,104,49.0,14,36,38.9,17,21,0.81,13,33,46,27,12,11,7,18,0.5576923076923077,0.20192307692307693,5.821689953426482,49,101,48.5,8,23,34.8,20,27,0.741,15,38,53,28,4,4,15,21,0.5247524752475248,0.2673267326732673,11.729746637472632,1
128,4/5/19,UTA vs. SAC,240,UTA,SAC,44,85,51.8,15,33,45.5,16,25,0.64,7,39,46,30,9,6,16,26,0.6058823529411764,0.29411764705882354,14.285714285714285,38,92,41.3,5,21,23.8,17,25,0.68,12,35,47,17,7,1,18,23,0.44021739130434784,0.2717391304347826,14.87603305785124,1
129,4/5/19,WAS vs. SAS,241,WAS,SAS,42,88,47.7,9,32,28.1,19,22,0.8640000000000001,9,25,34,22,2,4,9,16,0.5284090909090909,0.25,8.43644544431946,51,91,56.0,10,25,40.0,17,20,0.85,12,30,42,34,3,4,9,18,0.6153846153846154,0.21978021978021975,8.272058823529411,0
130,4/4/19,LAL vs. GSW,240,LAL,GSW,37,104,35.6,8,37,21.6,8,14,0.5710000000000001,18,44,62,25,10,7,18,10,0.3942307692307692,0.1346153846153846,14.044943820224722,43,98,43.9,18,46,39.1,4,5,0.8,9,42,51,30,11,5,14,18,0.5306122448979592,0.051020408163265314,12.259194395796847,0
131,4/4/19,PHI vs. MIL,240,PHI,MIL,45,95,47.4,18,36,50.0,14,18,0.778,4,39,43,36,4,8,13,26,0.5684210526315789,0.18947368421052632,11.214630779848173,42,93,45.2,12,34,35.3,32,43,0.7440000000000001,8,42,50,26,5,6,10,18,0.5161290322580645,0.4623655913978494,8.202099737532809,0
132,4/4/19,SAC vs. CLE,241,SAC,CLE,48,97,49.5,14,38,36.8,7,10,0.7,8,28,36,28,12,3,6,14,0.5670103092783505,0.10309278350515463,5.58659217877095,44,81,54.3,11,25,44.0,5,9,0.556,10,40,50,20,3,1,20,13,0.6111111111111112,0.1111111111111111,19.054878048780488,1
133,4/3/19,ATL vs. PHI,240,ATL,PHI,48,92,52.2,12,36,33.3,22,28,0.7859999999999999,11,33,44,29,7,7,11,26,0.5869565217391305,0.3043478260869565,9.538674991328477,45,98,45.9,10,31,32.3,22,38,0.579,26,31,57,27,8,4,13,24,0.5102040816326531,0.3877551020408163,10.178515502662073,1
134,4/3/19,BKN vs. TOR,240,BKN,TOR,41,86,47.7,10,32,31.3,13,21,0.619,9,44,53,23,3,2,14,19,0.5348837209302325,0.2441860465116279,12.815818381545222,44,105,41.9,15,38,39.5,12,14,0.857,17,35,52,29,9,1,7,16,0.4904761904761905,0.13333333333333333,5.924170616113744,0
135,4/3/19,DAL vs. MIN,240,DAL,MIN,43,94,45.7,7,39,17.9,15,19,0.789,12,37,49,26,2,5,13,20,0.4946808510638298,0.20212765957446807,11.269070735090153,42,86,48.8,10,27,37.0,16,20,0.8,5,33,38,26,6,3,8,25,0.5465116279069767,0.2325581395348837,7.782101167315174,0
