,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
5553,SAC,10/2/17,SAC vs. SAS,W,242,106,43,84,51.2,8,20,40.0,12,15,80.0,10,36,46,15,5,4,18,26,6.0,0.5595238095238095,0.17857142857142858,16.574585635359117
5556,UTA,10/2/17,UTA vs. SYD,W,241,108,44,77,57.1,9,27,33.3,11,22,50.0,8,36,44,31,11,5,16,14,11.0,0.6298701298701299,0.2857142857142857,15.582391897156212
5557,WAS,10/2/17,WAS vs. GUA,W,240,126,52,87,59.8,10,24,41.7,12,17,70.6,12,33,45,32,6,8,17,28,30.0,0.6551724137931034,0.19540229885057472,15.249372084678866
5560,MIA,10/1/17,MIA vs. ATL,W,240,96,36,74,48.6,9,27,33.3,15,29,51.7,7,41,48,24,5,9,22,22,6.0,0.5472972972972973,0.3918918918918919,20.228025009194557
5561,TOR,10/1/17,TOR vs. LAC,W,240,121,39,78,50.0,11,43,25.6,32,40,80.0,9,35,44,22,14,3,21,34,8.0,0.5705128205128205,0.5128205128205128,18.010291595197256
5563,GSW,9/30/17,GSW vs. DEN,L,240,102,39,95,41.1,4,33,12.1,20,24,83.3,17,36,53,17,13,4,14,28,-6.0,0.43157894736842106,0.25263157894736843,11.709601873536299
5564,LAL,9/30/17,LAL vs. MIN,L,241,99,41,93,44.1,5,30,16.7,12,17,70.6,13,35,48,27,10,6,17,29,-9.0,0.46774193548387094,0.1827956989247312,14.470548178413347
5567,GSW,6/12/17,GSW vs. CLE,W,241,129,46,90,51.1,14,38,36.8,23,28,82.1,13,29,42,27,8,2,13,24,9.0,0.5888888888888889,0.3111111111111111,11.272979535206384
5568,CLE,6/9/17,CLE vs. GSW,W,240,137,46,87,52.9,24,45,53.3,21,31,67.7,11,30,41,27,6,3,11,24,19.0,0.6666666666666666,0.3563218390804598,9.853099247581513
5570,CLE,6/7/17,CLE vs. GSW,L,240,113,40,90,44.4,12,44,27.3,21,25,84.0,10,27,37,17,9,3,12,25,-5.0,0.5111111111111111,0.2777777777777778,10.619469026548673
5573,GSW,6/4/17,GSW vs. CLE,W,240,132,46,89,51.7,18,43,41.9,22,24,91.7,10,43,53,34,5,7,20,19,19.0,0.6179775280898876,0.2696629213483146,16.72800267648043
5575,GSW,6/1/17,GSW vs. CLE,W,238,113,45,106,42.5,12,33,36.4,11,16,68.8,14,36,50,31,12,3,4,24,22.0,0.4811320754716981,0.1509433962264151,3.4176349965823647
5576,BOS,5/25/17,BOS vs. CLE,L,240,102,37,86,43.0,11,30,36.7,17,23,73.9,12,27,39,20,7,5,18,23,-33.0,0.4941860465116279,0.26744186046511625,15.772870662460567
5579,CLE,5/23/17,CLE vs. BOS,W,238,112,44,74,59.5,10,22,45.5,14,17,82.4,4,33,37,23,5,4,14,16,13.0,0.6621621621621622,0.22972972972972974,14.662756598240467
5581,SAS,5/22/17,SAS vs. GSW,L,240,115,41,98,41.8,8,25,32.0,25,32,78.1,12,30,42,33,14,4,8,20,-14.0,0.45918367346938777,0.32653061224489793,6.662225183211193
5583,CLE,5/21/17,CLE vs. BOS,L,240,108,32,70,45.7,16,39,41.0,28,36,77.8,11,35,46,21,5,4,15,11,-3.0,0.5714285714285714,0.5142857142857142,14.875049583498612
5585,SAS,5/20/17,SAS vs. GSW,L,240,108,44,93,47.3,5,21,23.8,15,25,60.0,15,31,46,22,10,3,15,21,-12.0,0.5,0.26881720430107525,12.605042016806722
5586,BOS,5/19/17,BOS vs. CLE,L,241,86,32,86,37.2,8,27,29.6,14,15,93.3,10,29,39,23,7,4,20,19,-44.0,0.4186046511627907,0.1744186046511628,17.761989342806395
5588,BOS,5/17/17,BOS vs. CLE,L,240,104,41,88,46.6,12,38,31.6,10,18,55.6,13,27,40,33,4,1,14,26,-13.0,0.5340909090909091,0.20454545454545456,12.736535662299856
5590,GSW,5/16/17,GSW vs. SAS,W,242,136,50,89,56.2,18,37,48.6,18,19,94.7,6,34,40,39,16,5,16,19,36.0,0.6629213483146067,0.21348314606741572,14.114326040931546
5592,BOS,5/15/17,BOS vs. WAS,W,241,115,42,79,53.2,11,24,45.8,20,25,80.0,4,27,31,27,7,4,8,24,10.0,0.6012658227848101,0.31645569620253167,8.16326530612245
5594,GSW,5/14/17,GSW vs. SAS,W,241,113,39,81,48.1,11,30,36.7,24,33,72.7,17,26,43,22,13,8,19,24,2.0,0.5493827160493827,0.4074074074074074,16.59098847362906
5597,WAS,5/12/17,WAS vs. BOS,W,239,92,37,86,43.0,5,24,20.8,13,21,61.9,11,35,46,20,4,7,12,24,1.0,0.45930232558139533,0.2441860465116279,11.189854531891086
5598,HOU,5/11/17,HOU vs. SAS,L,239,75,22,77,28.6,13,40,32.5,18,25,72.0,10,27,37,14,5,3,13,16,-39.0,0.37012987012987014,0.3246753246753247,12.871287128712872
5600,BOS,5/10/17,BOS vs. WAS,W,239,123,46,87,52.9,16,33,48.5,15,21,71.4,9,39,48,33,7,8,11,25,22.0,0.6206896551724138,0.2413793103448276,10.257366654233495
5603,SAS,5/9/17,SAS vs. HOU,W,265,110,42,103,40.8,11,33,33.3,15,23,65.2,18,34,52,24,7,5,7,18,3.0,0.46116504854368934,0.22330097087378642,5.827505827505827
5605,UTA,5/8/17,UTA vs. GSW,L,241,95,33,89,37.1,8,27,29.6,21,28,75.0,10,32,42,13,7,4,9,23,-26.0,0.4157303370786517,0.3146067415730337,8.158085569253082
5608,HOU,5/7/17,HOU vs. SAS,W,241,125,50,95,52.6,19,43,44.2,6,10,60.0,7,34,41,28,7,3,9,17,21.0,0.6263157894736842,0.10526315789473684,8.302583025830259
5610,TOR,5/7/17,TOR vs. CLE,L,240,102,40,85,47.1,10,29,34.5,12,15,80.0,8,29,37,28,7,3,11,18,-7.0,0.5294117647058824,0.17647058823529413,10.721247563352827
5611,WAS,5/7/17,WAS vs. BOS,W,240,121,44,84,52.4,9,21,42.9,24,27,88.9,12,33,45,29,13,3,19,22,19.0,0.5773809523809523,0.32142857142857145,16.53899721448468
5613,UTA,5/6/17,UTA vs. GSW,L,240,91,30,77,39.0,7,22,31.8,24,34,70.6,5,37,42,19,6,3,8,22,-11.0,0.43506493506493504,0.44155844155844154,8.003201280512204
5615,HOU,5/5/17,HOU vs. SAS,L,240,92,32,88,36.4,12,39,30.8,16,18,88.9,14,25,39,17,12,7,14,18,-11.0,0.4318181818181818,0.20454545454545456,12.736535662299856
5617,TOR,5/5/17,TOR vs. CLE,L,238,94,38,87,43.7,2,18,11.1,16,17,94.1,1,24,25,17,9,4,4,21,-21.0,0.4482758620689655,0.19540229885057472,4.061738424045491
5619,GSW,5/4/17,GSW vs. UTA,W,240,115,42,85,49.4,14,31,45.2,17,20,85.0,9,38,47,33,11,4,17,20,11.0,0.5764705882352941,0.23529411764705882,15.342960288808666
5621,WAS,5/4/17,WAS vs. BOS,W,241,116,43,92,46.7,8,25,32.0,22,25,88.0,13,37,50,26,7,5,9,26,27.0,0.5108695652173914,0.2717391304347826,8.035714285714286
5622,CLE,5/3/17,CLE vs. TOR,W,241,125,41,75,54.7,18,33,54.5,25,34,73.5,6,34,40,28,9,4,16,22,22.0,0.6666666666666666,0.4533333333333333,15.100037750094375
5624,SAS,5/3/17,SAS vs. HOU,W,240,121,48,89,53.9,9,24,37.5,16,18,88.9,16,32,48,27,5,7,7,16,25.0,0.5898876404494382,0.20224719101123595,6.735950731331794
5626,BOS,5/2/17,BOS vs. WAS,W,266,129,45,88,51.1,13,36,36.1,26,34,76.5,12,29,41,26,11,7,16,21,10.0,0.5852272727272727,0.38636363636363635,13.449899125756556
5627,GSW,5/2/17,GSW vs. UTA,W,240,106,40,82,48.8,7,29,24.1,19,21,90.5,5,32,37,32,7,8,7,16,12.0,0.5304878048780488,0.25609756097560976,7.125407166123779
5630,CLE,5/1/17,CLE vs. TOR,W,239,116,39,85,45.9,14,34,41.2,24,29,82.8,7,39,46,26,8,4,12,18,11.0,0.5411764705882353,0.3411764705882353,10.932944606413994
5632,SAS,5/1/17,SAS vs. HOU,L,241,99,31,84,36.9,9,29,31.0,28,36,77.8,11,34,45,19,10,2,15,18,-27.0,0.4226190476190476,0.42857142857142855,13.061650992685475
5634,BOS,4/30/17,BOS vs. WAS,W,240,123,46,90,51.1,19,39,48.7,12,15,80.0,12,26,38,32,8,7,11,25,12.0,0.6166666666666667,0.16666666666666666,10.223048327137548
5635,LAC,4/30/17,LAC vs. UTA,L,240,91,35,80,43.8,6,25,24.0,15,26,57.7,10,28,38,17,3,2,10,19,-13.0,0.475,0.325,9.858044164037855
5638,ATL,4/28/17,ATL vs. WAS,L,240,99,37,78,47.4,9,32,28.1,16,19,84.2,11,24,35,26,9,3,22,22,-16.0,0.532051282051282,0.24358974358974358,20.30269472129937
5640,CHI,4/28/17,CHI vs. BOS,L,240,83,32,81,39.5,4,19,21.1,15,17,88.2,11,34,45,13,5,2,13,16,-22.0,0.41975308641975306,0.20987654320987653,12.810405991328341
5642,UTA,4/28/17,UTA vs. LAC,L,240,93,32,78,41.0,7,26,26.9,22,33,66.7,10,28,38,18,8,5,7,20,-5.0,0.4551282051282051,0.4230769230769231,7.033762057877814
5644,MEM,4/27/17,MEM vs. SAS,L,240,96,32,71,45.1,12,27,44.4,20,24,83.3,7,21,28,15,4,1,11,26,-7.0,0.5352112676056338,0.3380281690140845,11.884183232497838
5645,MIL,4/27/17,MIL vs. TOR,L,241,89,32,75,42.7,7,18,38.9,18,28,64.3,11,26,37,18,11,10,14,20,-3.0,0.47333333333333333,0.37333333333333335,13.81760757994473
5649,BOS,4/26/17,BOS vs. CHI,W,239,108,38,88,43.2,9,40,22.5,23,23,100.0,8,30,38,27,9,3,6,16,11.0,0.48295454545454547,0.26136363636363635,5.762581636573184
5651,WAS,4/26/17,WAS vs. ATL,W,239,103,37,82,45.1,7,24,29.2,22,27,81.5,9,33,42,21,8,10,6,20,4.0,0.49390243902439024,0.32926829268292684,6.007208650380457
5652,HOU,4/25/17,HOU vs. OKC,W,241,105,33,82,40.2,6,37,16.2,33,39,84.6,10,37,47,13,7,6,12,23,6.0,0.43902439024390244,0.47560975609756095,10.795250089960417
5653,LAC,4/25/17,LAC vs. UTA,L,241,92,29,69,42.0,10,23,43.5,24,29,82.8,3,31,34,16,7,2,13,20,-4.0,0.4927536231884058,0.42028985507246375,13.718868720979316
5656,SAS,4/25/17,SAS vs. MEM,W,240,116,42,80,52.5,14,28,50.0,18,22,81.8,10,24,34,23,7,2,7,17,13.0,0.6125,0.275,7.240380637153495
5658,ATL,4/24/17,ATL vs. WAS,W,239,111,40,90,44.4,12,31,38.7,19,25,76.0,12,37,49,24,7,1,12,20,10.0,0.5111111111111111,0.2777777777777778,10.619469026548673
5661,POR,4/24/17,POR vs. GSW,L,242,103,33,85,38.8,13,39,33.3,24,29,82.8,7,32,39,14,7,3,11,20,-25.0,0.4647058823529412,0.3411764705882353,10.114012504597278
5662,TOR,4/24/17,TOR vs. MIL,W,239,118,41,71,57.7,12,27,44.4,24,26,92.3,5,35,40,28,10,6,17,24,25.0,0.6619718309859155,0.36619718309859156,17.095736122284798
5665,CHI,4/23/17,CHI vs. BOS,L,241,95,32,76,42.1,5,24,20.8,26,33,78.8,12,32,44,19,5,3,12,23,-9.0,0.45394736842105265,0.4342105263157895,11.705033164260632
5668,IND,4/23/17,IND vs. CLE,L,240,102,41,88,46.6,10,30,33.3,10,17,58.8,9,33,42,21,8,6,14,22,-4.0,0.5227272727272727,0.19318181818181818,12.787723785166241
5670,OKC,4/23/17,OKC vs. HOU,L,240,109,42,85,49.4,7,19,36.8,18,32,56.3,10,30,40,20,10,12,17,20,-4.0,0.5352941176470588,0.3764705882352941,14.645072363886975
5671,UTA,4/23/17,UTA vs. LAC,W,240,105,40,74,54.1,10,22,45.5,15,21,71.4,7,35,42,24,7,3,12,17,7.0,0.6081081081081081,0.28378378378378377,12.5997480050399
5672,ATL,4/22/17,ATL vs. WAS,W,240,116,44,89,49.4,9,25,36.0,19,32,59.4,11,39,50,26,6,5,11,17,18.0,0.5449438202247191,0.3595505617977528,9.642356241234221
5674,MEM,4/22/17,MEM vs. SAS,W,266,110,38,82,46.3,12,27,44.4,22,24,91.7,8,43,51,19,3,3,22,21,2.0,0.5365853658536586,0.2926829268292683,19.20391061452514
5675,MIL,4/22/17,MIL vs. TOR,L,240,76,30,81,37.0,5,21,23.8,11,18,61.1,13,37,50,16,8,3,20,21,-11.0,0.4012345679012346,0.2222222222222222,18.36210062431142
5676,POR,4/22/17,POR vs. GSW,L,240,113,39,90,43.3,13,33,39.4,22,27,81.5,11,41,52,17,5,6,16,23,-6.0,0.5055555555555555,0.3,13.57312521208008
5681,CHI,4/21/17,CHI vs. BOS,L,239,87,33,84,39.3,6,21,28.6,15,15,100.0,15,37,52,14,7,8,17,15,-17.0,0.42857142857142855,0.17857142857142858,15.79925650557621
5684,OKC,4/21/17,OKC vs. HOU,W,239,115,46,83,55.4,9,19,47.4,14,23,60.9,9,31,40,24,8,5,11,21,2.0,0.608433734939759,0.27710843373493976,10.564733000384171
5685,UTA,4/21/17,UTA vs. LAC,L,239,106,36,69,52.2,14,34,41.2,20,29,69.0,3,24,27,16,5,2,11,26,-5.0,0.6231884057971014,0.42028985507246375,11.858559724018972
5687,IND,4/20/17,IND vs. CLE,L,241,114,38,95,40.0,16,41,39.0,22,26,84.6,17,35,52,25,4,5,9,23,-5.0,0.4842105263157895,0.2736842105263158,7.796257796257796
5688,MEM,4/20/17,MEM vs. SAS,W,239,105,39,77,50.6,9,22,40.9,18,20,90.0,6,27,33,21,2,3,5,24,11.0,0.564935064935065,0.2597402597402597,5.506607929515419
5689,MIL,4/20/17,MIL vs. TOR,W,240,104,39,74,52.7,12,23,52.2,14,19,73.7,3,33,36,29,6,4,13,25,27.0,0.6081081081081081,0.25675675675675674,13.632550335570471
5693,GSW,4/19/17,GSW vs. POR,W,240,110,40,91,44.0,10,32,31.3,20,24,83.3,11,43,54,31,8,11,17,17,29.0,0.4945054945054945,0.26373626373626374,14.3387314439946
5694,HOU,4/19/17,HOU vs. OKC,W,239,115,38,78,48.7,11,29,37.9,28,37,75.7,5,32,37,20,5,8,13,21,4.0,0.5576923076923077,0.47435897435897434,12.117822520507083
5697,WAS,4/19/17,WAS vs. ATL,W,239,109,39,86,45.3,7,22,31.8,24,33,72.7,11,32,43,22,10,10,11,29,8.0,0.4941860465116279,0.38372093023255816,9.863701578192254
5698,BOS,4/18/17,BOS vs. CHI,L,242,97,38,82,46.3,10,33,30.3,11,19,57.9,11,27,38,26,6,4,16,17,-14.0,0.524390243902439,0.23170731707317074,15.043249341857843
5700,LAC,4/18/17,LAC vs. UTA,W,240,99,44,84,52.4,6,20,30.0,5,8,62.5,8,31,39,26,7,4,11,23,8.0,0.5595238095238095,0.09523809523809523,11.165245635403979
5702,TOR,4/18/17,TOR vs. MIL,W,240,106,37,77,48.1,14,29,48.3,18,25,72.0,6,34,40,24,6,4,12,22,6.0,0.5714285714285714,0.3246753246753247,12.0
5704,CLE,4/17/17,CLE vs. IND,W,239,117,42,76,55.3,13,31,41.9,20,23,87.0,7,30,37,19,6,8,18,16,6.0,0.6381578947368421,0.3026315789473684,17.287744909719553
5707,SAS,4/17/17,SAS vs. MEM,W,240,96,28,61,45.9,9,23,39.1,31,32,96.9,5,34,39,14,4,4,14,13,14.0,0.5327868852459017,0.5245901639344263,15.716210148181412
5709,BOS,4/16/17,BOS vs. CHI,L,240,102,37,86,43.0,14,38,36.8,14,19,73.7,12,24,36,27,9,4,15,20,-4.0,0.5116279069767442,0.22093023255813954,13.716166788588149
5711,GSW,4/16/17,GSW vs. POR,W,239,121,43,81,53.1,11,27,40.7,24,28,85.7,9,36,45,26,7,10,16,24,12.0,0.5987654320987654,0.345679012345679,14.63593121112331
5712,HOU,4/16/17,HOU vs. OKC,W,241,118,45,91,49.5,10,33,30.3,18,26,69.2,14,42,56,21,8,3,11,19,31.0,0.5494505494505495,0.2857142857142857,9.69675599435825
5715,WAS,4/16/17,WAS vs. ATL,W,240,114,45,100,45.0,8,28,28.6,16,17,94.1,15,27,42,28,8,9,12,25,7.0,0.49,0.17,10.04352192835621
5716,CLE,4/15/17,CLE vs. IND,W,240,109,42,78,53.8,11,28,39.3,14,27,51.9,10,24,34,26,7,2,11,19,1.0,0.6089743589743589,0.34615384615384615,10.904044409199049
5718,LAC,4/15/17,LAC vs. UTA,L,241,95,36,81,44.4,8,24,33.3,15,17,88.2,8,32,40,20,6,4,15,18,-2.0,0.49382716049382713,0.20987654320987653,14.49555469655972
5721,SAS,4/15/17,SAS vs. MEM,W,239,111,41,76,53.9,10,19,52.6,19,25,76.0,8,34,42,16,4,11,9,20,29.0,0.6052631578947368,0.32894736842105265,9.375
5722,TOR,4/15/17,TOR vs. MIL,L,242,83,27,75,36.0,5,23,21.7,24,33,72.7,8,39,47,15,3,4,10,21,-14.0,0.3933333333333333,0.44,10.04823151125402
5726,BOS,4/12/17,BOS vs. MIL,W,240,112,41,90,45.6,12,36,33.3,18,26,69.2,10,35,45,31,12,3,8,17,18.0,0.5222222222222223,0.28888888888888886,7.309941520467836
5727,CHI,4/12/17,CHI vs. BKN,W,239,112,41,95,43.2,14,30,46.7,16,21,76.2,14,48,62,28,15,4,12,18,39.0,0.5052631578947369,0.22105263157894736,10.323468685478321
5728,CLE,4/12/17,CLE vs. TOR,L,240,83,28,76,36.8,10,37,27.0,17,24,70.8,10,32,42,20,5,7,15,14,-15.0,0.4342105263157895,0.3157894736842105,14.769594328475776
5732,GSW,4/12/17,GSW vs. LAL,W,239,109,41,90,45.6,12,36,33.3,15,22,68.2,14,40,54,26,14,8,20,17,15.0,0.5222222222222223,0.24444444444444444,16.711229946524064
5733,HOU,4/12/17,HOU vs. MIN,W,241,123,45,97,46.4,19,56,33.9,14,22,63.6,16,31,47,37,11,7,10,14,5.0,0.5618556701030928,0.2268041237113402,8.570449091532396
5734,IND,4/12/17,IND vs. ATL,W,241,104,39,82,47.6,10,24,41.7,16,19,84.2,8,33,41,21,5,7,10,14,18.0,0.5365853658536586,0.23170731707317074,9.964129135113591
5735,LAC,4/12/17,LAC vs. SAC,W,241,115,43,83,51.8,10,28,35.7,19,25,76.0,11,32,43,29,4,6,6,15,20.0,0.5783132530120482,0.30120481927710846,6.0
5737,MEM,4/12/17,MEM vs. DAL,L,239,93,33,84,39.3,8,25,32.0,19,22,86.4,16,32,48,18,4,5,14,23,-7.0,0.44047619047619047,0.2619047619047619,13.001485884101038
5738,MIA,4/12/17,MIA vs. WAS,W,240,110,46,88,52.3,8,24,33.3,10,12,83.3,14,37,51,19,2,4,17,13,8.0,0.5681818181818182,0.13636363636363635,15.415306492564381
5742,NYK,4/12/17,NYK vs. PHI,W,239,114,41,83,49.4,9,22,40.9,23,32,71.9,17,26,43,17,5,7,19,18,1.0,0.5481927710843374,0.3855421686746988,16.368022053756032
5743,OKC,4/12/17,OKC vs. DEN,L,240,105,43,101,42.6,8,25,32.0,11,17,64.7,14,37,51,20,10,8,12,24,-6.0,0.46534653465346537,0.16831683168316833,9.9601593625498
5744,ORL,4/12/17,ORL vs. DET,W,240,113,42,87,48.3,13,25,52.0,16,17,94.1,6,45,51,27,7,6,11,22,4.0,0.5574712643678161,0.19540229885057472,10.42851725445582
5746,POR,4/12/17,POR vs. NOP,L,240,100,41,85,48.2,13,30,43.3,5,13,38.5,14,39,53,22,4,2,23,18,-3.0,0.5588235294117647,0.15294117647058825,20.225114315863525
5750,UTA,4/12/17,UTA vs. SAS,W,241,101,39,77,50.6,10,26,38.5,13,20,65.0,7,29,36,24,10,5,16,16,4.0,0.5714285714285714,0.2597402597402597,15.717092337917485
5752,ATL,4/11/17,ATL vs. CHA,W,243,103,41,79,51.9,7,27,25.9,14,18,77.8,11,39,50,30,6,4,16,17,27.0,0.5632911392405063,0.22784810126582278,15.546055188495918
5754,DAL,4/11/17,DAL vs. DEN,L,240,91,35,88,39.8,12,40,30.0,9,11,81.8,8,34,42,24,8,4,13,11,-18.0,0.4659090909090909,0.125,12.282690854119425
5756,LAL,4/11/17,LAL vs. NOP,W,241,108,42,88,47.7,8,22,36.4,16,23,69.6,8,39,47,24,15,3,11,18,12.0,0.5227272727272727,0.26136363636363635,10.080645161290322
5757,MIN,4/11/17,MIN vs. OKC,L,240,98,38,86,44.2,5,20,25.0,17,25,68.0,11,24,35,24,12,3,11,17,-2.0,0.47093023255813954,0.29069767441860467,10.185185185185185
5761,SAC,4/11/17,SAC vs. PHX,W,241,129,43,83,51.8,9,19,47.4,34,43,79.1,8,47,55,28,7,2,13,23,25.0,0.572289156626506,0.5180722891566265,11.312217194570136
5763,BOS,4/10/17,BOS vs. BKN,W,240,114,41,91,45.1,14,38,36.8,18,21,85.7,9,42,51,31,7,4,13,23,9.0,0.5274725274725275,0.23076923076923078,11.480042387848817
5765,CHI,4/10/17,CHI vs. ORL,W,241,122,48,89,53.9,12,26,46.2,14,16,87.5,11,43,54,33,12,4,12,16,47.0,0.6067415730337079,0.1797752808988764,11.10699740836727
5767,DET,4/10/17,DET vs. WAS,L,240,101,43,94,45.7,10,26,38.5,5,5,100.0,6,30,36,22,9,2,10,18,-4.0,0.5106382978723404,0.05319148936170213,9.416195856873824
5768,GSW,4/10/17,GSW vs. UTA,L,239,99,39,80,48.8,9,25,36.0,12,17,70.6,8,34,42,25,5,6,13,17,-6.0,0.54375,0.2125,12.937898089171973
5771,LAC,4/10/17,LAC vs. HOU,W,240,125,46,91,50.5,10,26,38.5,23,28,82.1,12,37,49,29,9,0,9,16,29.0,0.5604395604395604,0.3076923076923077,8.012820512820513
5772,MIA,4/10/17,MIA vs. CLE,W,264,124,44,95,46.3,12,33,36.4,24,34,70.6,9,37,46,28,9,3,13,26,3.0,0.5263157894736842,0.35789473684210527,10.572543916720885
5773,MIL,4/10/17,MIL vs. CHA,W,240,89,35,78,44.9,16,27,59.3,3,5,60.0,8,38,46,28,4,3,16,14,10.0,0.5512820512820513,0.0641025641025641,16.63201663201663
5775,PHI,4/10/17,PHI vs. IND,L,240,111,35,75,46.7,13,33,39.4,28,31,90.3,10,23,33,20,10,1,18,19,-9.0,0.5533333333333333,0.41333333333333333,16.879219804951237
5776,POR,4/10/17,POR vs. SAS,W,240,99,37,89,41.6,12,27,44.4,13,15,86.7,12,30,42,18,6,3,9,17,1.0,0.48314606741573035,0.16853932584269662,8.604206500956023
5780,ATL,4/9/17,ATL vs. CLE,W,265,126,44,94,46.8,9,31,29.0,29,37,78.4,10,35,45,31,8,4,12,22,1.0,0.5159574468085106,0.39361702127659576,9.813542688910697
5783,DEN,4/9/17,DEN vs. OKC,L,239,105,40,84,47.6,11,34,32.4,14,15,93.3,4,38,42,22,6,4,12,16,-1.0,0.5416666666666666,0.17857142857142858,11.695906432748538
5786,LAL,4/9/17,LAL vs. MIN,W,241,110,42,86,48.8,10,27,37.0,16,20,80.0,12,28,40,26,10,8,16,23,1.0,0.5465116279069767,0.23255813953488372,14.440433212996389
5787,MEM,4/9/17,MEM vs. DET,L,239,90,36,75,48.0,9,21,42.9,9,13,69.2,6,24,30,23,12,3,15,16,-13.0,0.54,0.17333333333333334,15.670706226493941
5789,NYK,4/9/17,NYK vs. TOR,L,240,97,37,82,45.1,9,28,32.1,14,15,93.3,6,30,36,27,6,1,11,18,-13.0,0.5060975609756098,0.18292682926829268,11.04417670682731
5791,PHX,4/9/17,PHX vs. DAL,W,240,124,44,80,55.0,8,19,42.1,28,32,87.5,8,35,43,26,6,4,12,18,13.0,0.6,0.4,11.312217194570136
5792,SAC,4/9/17,SAC vs. HOU,L,239,128,47,94,50.0,9,31,29.0,25,30,83.3,7,31,38,26,8,2,5,18,-7.0,0.5478723404255319,0.3191489361702128,4.45632798573975
5794,BKN,4/8/17,BKN vs. CHI,W,240,107,39,92,42.4,10,31,32.3,19,24,79.2,10,34,44,24,15,6,13,13,1.0,0.4782608695652174,0.2608695652173913,11.249567324333679
5796,CHA,4/8/17,CHA vs. BOS,L,240,114,38,84,45.2,9,28,32.1,29,32,90.6,7,35,42,22,5,5,7,15,-7.0,0.5059523809523809,0.38095238095238093,6.661591168633422
5798,GSW,4/8/17,GSW vs. NOP,W,240,123,49,96,51.0,10,33,30.3,15,16,93.8,14,39,53,37,2,4,9,15,22.0,0.5625,0.16666666666666666,8.032845412352732
5804,ORL,4/8/17,ORL vs. IND,L,238,112,41,84,48.8,14,30,46.7,16,22,72.7,4,29,33,29,10,2,13,16,-15.0,0.5714285714285714,0.2619047619047619,12.185976752905885
5805,PHI,4/8/17,PHI vs. MIL,L,240,82,27,77,35.1,8,31,25.8,20,23,87.0,10,37,47,23,9,1,17,16,-8.0,0.4025974025974026,0.2987012987012987,16.327314636957357
5806,POR,4/8/17,POR vs. UTA,W,239,101,37,91,40.7,13,30,43.3,14,16,87.5,12,35,47,15,5,6,3,16,15.0,0.47802197802197804,0.17582417582417584,2.9691211401425175
5807,SAS,4/8/17,SAS vs. LAC,L,241,87,34,80,42.5,8,22,36.4,11,14,78.6,7,33,40,20,3,3,13,17,-11.0,0.475,0.175,13.110125050423557
5809,WAS,4/8/17,WAS vs. MIA,L,240,103,39,81,48.1,8,22,36.4,17,22,77.3,12,32,44,21,7,6,19,24,-3.0,0.5308641975308642,0.2716049382716049,17.323121808898616
5811,CLE,4/7/17,CLE vs. ATL,L,240,100,39,81,48.1,9,36,25.0,13,17,76.5,3,35,38,23,5,3,13,10,-14.0,0.5370370370370371,0.20987654320987653,12.810405991328341
5812,DAL,4/7/17,DAL vs. SAS,L,241,89,38,88,43.2,8,26,30.8,5,8,62.5,6,38,44,26,1,8,9,17,-13.0,0.4772727272727273,0.09090909090909091,8.953442101074414
5813,DEN,4/7/17,DEN vs. NOP,W,241,122,43,78,55.1,13,32,40.6,23,32,71.9,11,39,50,31,9,4,21,15,16.0,0.6346153846153846,0.41025641025641024,18.57092324018394
5815,HOU,4/7/17,HOU vs. DET,L,240,109,36,87,41.4,16,51,31.4,21,28,75.0,9,40,49,25,3,6,11,15,-5.0,0.5057471264367817,0.3218390804597701,9.970993473531545
5816,LAL,4/7/17,LAL vs. SAC,W,240,98,38,86,44.2,4,24,16.7,18,25,72.0,16,25,41,20,12,1,14,15,4.0,0.46511627906976744,0.29069767441860467,12.612612612612612
5817,MEM,4/7/17,MEM vs. NYK,W,240,101,38,75,50.7,15,27,55.6,10,12,83.3,7,31,38,20,3,9,12,14,13.0,0.6066666666666667,0.16,13.003901170351106
5823,PHX,4/7/17,PHX vs. OKC,W,239,120,43,83,51.8,8,18,44.4,26,31,83.9,12,33,45,16,6,6,7,26,21.0,0.5662650602409639,0.37349397590361444,6.754148977228869
5826,TOR,4/7/17,TOR vs. MIA,W,239,96,35,85,41.2,9,20,45.0,17,24,70.8,12,32,44,14,10,4,15,24,2.0,0.4647058823529412,0.2823529411764706,13.567293777134587
5827,UTA,4/7/17,UTA vs. MIN,W,240,120,45,75,60.0,14,25,56.0,16,22,72.7,6,27,33,29,8,7,14,21,7.0,0.6933333333333334,0.29333333333333333,14.187271990271583
5828,ATL,4/6/17,ATL vs. BOS,W,239,123,44,89,49.4,11,23,47.8,24,34,70.6,13,39,52,26,7,4,17,30,7.0,0.5561797752808989,0.38202247191011235,14.054232804232802
5832,IND,4/6/17,IND vs. MIL,W,239,104,38,80,47.5,8,25,32.0,20,26,76.9,12,32,44,20,15,3,16,12,15.0,0.525,0.325,14.892032762472077
5835,NYK,4/6/17,NYK vs. WAS,L,240,103,40,95,42.1,7,20,35.0,16,21,76.2,20,29,49,20,9,2,11,19,-3.0,0.45789473684210524,0.22105263157894736,9.545296771954183
