,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
8153,TOR,10/28/16,TOR vs. CLE,L,239,91,35,90,38.9,4,16,25.0,17,18,94.4,18,33,51,12,9,3,18,20,-3.0,0.4111111111111111,0.2,15.527950310559005
8154,UTA,10/28/16,UTA vs. LAL,W,240,96,31,75,41.3,6,25,24.0,28,40,70.0,13,34,47,14,4,7,14,18,7.0,0.4533333333333333,0.5333333333333333,13.133208255159476
8155,ATL,10/27/16,ATL vs. WAS,W,240,114,44,88,50.0,12,26,46.2,14,18,77.8,14,38,52,28,13,7,21,19,15.0,0.5681818181818182,0.20454545454545456,17.9609989736572
8157,CHI,10/27/16,CHI vs. BOS,W,240,105,36,92,39.1,11,25,44.0,22,30,73.3,18,37,55,25,5,1,12,21,6.0,0.45108695652173914,0.32608695652173914,10.238907849829351
8159,POR,10/27/16,POR vs. LAC,L,241,106,39,85,45.9,4,18,22.2,24,32,75.0,9,39,48,18,4,4,14,34,-8.0,0.4823529411764706,0.3764705882352941,12.380615493455961
8160,SAC,10/27/16,SAC vs. SAS,L,240,94,28,70,40.0,6,20,30.0,32,38,84.2,6,34,40,22,7,0,15,21,-8.0,0.44285714285714284,0.5428571428571428,14.746362563900906
8164,BOS,10/26/16,BOS vs. BKN,W,240,122,48,89,53.9,11,32,34.4,15,18,83.3,12,35,47,36,13,9,19,20,5.0,0.601123595505618,0.20224719101123595,16.390614216701174
8170,IND,10/26/16,IND vs. DAL,W,265,130,47,93,50.5,10,19,52.6,26,34,76.5,8,44,52,30,11,6,16,23,9.0,0.5591397849462365,0.3655913978494624,12.90738948047757
8171,LAL,10/26/16,LAL vs. HOU,W,240,120,45,89,50.6,12,35,34.3,18,22,81.8,11,28,39,21,10,4,15,24,6.0,0.5730337078651685,0.24719101123595505,13.19493314567206
8172,MEM,10/26/16,MEM vs. MIN,W,241,102,36,80,45.0,11,24,45.8,19,27,70.4,11,34,45,19,6,11,13,25,4.0,0.51875,0.3375,12.395118230358506
8174,MIL,10/26/16,MIL vs. CHA,L,238,96,39,92,42.4,3,16,18.8,15,20,75.0,10,36,46,23,4,5,8,22,-11.0,0.44021739130434784,0.21739130434782608,7.352941176470589
8176,NOP,10/26/16,NOP vs. DEN,L,241,102,38,92,41.3,3,19,15.8,23,26,88.5,5,28,33,31,16,5,11,29,-5.0,0.42934782608695654,0.2826086956521739,9.612023767913318
8178,ORL,10/26/16,ORL vs. MIA,L,240,96,34,89,38.2,6,18,33.3,22,28,78.6,15,30,45,20,5,4,11,15,-12.0,0.4157303370786517,0.3146067415730337,9.793447293447294
8179,PHI,10/26/16,PHI vs. OKC,L,240,97,36,84,42.9,7,24,29.2,18,25,72.0,5,38,43,21,5,10,13,22,-4.0,0.47023809523809523,0.2976190476190476,12.037037037037036
8180,PHX,10/26/16,PHX vs. SAC,L,240,94,36,77,46.8,4,16,25.0,18,27,66.7,10,31,41,20,6,3,18,29,-19.0,0.4935064935064935,0.35064935064935066,16.84131736526946
8182,TOR,10/26/16,TOR vs. DET,W,240,109,41,86,47.7,3,18,16.7,24,29,82.8,14,37,51,17,8,0,11,22,18.0,0.4941860465116279,0.3372093023255814,10.021865889212828
8183,CLE,10/25/16,CLE vs. NYK,W,241,117,45,94,47.9,13,35,37.1,14,19,73.7,11,40,51,31,12,5,14,22,29.0,0.5478723404255319,0.20212765957446807,12.031625988312134
8184,GSW,10/25/16,GSW vs. SAS,L,241,100,40,85,47.1,7,33,21.2,13,18,72.2,8,27,35,24,11,6,16,19,-29.0,0.5117647058823529,0.21176470588235294,14.689680499449137
8186,POR,10/25/16,POR vs. UTA,W,239,113,39,75,52.0,13,19,68.4,22,22,100.0,5,29,34,22,5,3,12,18,9.0,0.6066666666666667,0.29333333333333333,12.412081092263136
8191,DEN,10/21/16,DEN vs. DAL,W,241,101,39,76,51.3,6,26,23.1,17,18,94.4,10,39,49,26,5,4,21,25,26.0,0.5526315789473685,0.23684210526315788,20.015249714067863
8192,GSW,10/21/16,GSW vs. POR,W,240,107,39,90,43.3,17,43,39.5,12,13,92.3,9,42,51,27,5,8,14,18,11.0,0.5277777777777778,0.14444444444444443,12.759752096244986
8194,LAL,10/21/16,LAL vs. PHX,L,239,94,34,87,39.1,7,27,25.9,19,29,65.5,13,36,49,20,11,3,23,29,-4.0,0.43103448275862066,0.3333333333333333,18.73574454219615
8195,MIA,10/21/16,MIA vs. PHI,L,237,110,37,73,50.7,5,20,25.0,31,49,63.3,7,39,46,12,6,9,19,30,-3.0,0.541095890410959,0.6712328767123288,16.73124339556182
8196,MIN,10/21/16,MIN vs. CHA,W,240,109,41,84,48.8,9,24,37.5,18,24,75.0,11,45,56,21,13,8,19,23,35.0,0.5416666666666666,0.2857142857142857,16.73124339556182
8200,SAS,10/21/16,SAS vs. HOU,W,242,114,45,89,50.6,8,18,44.4,16,17,94.1,5,43,48,31,7,9,13,15,15.0,0.550561797752809,0.19101123595505617,11.87431494336865
8202,WAS,10/21/16,WAS vs. TOR,W,240,119,49,85,57.6,14,29,48.3,7,12,58.3,10,40,50,33,7,8,17,23,37.0,0.6588235294117647,0.1411764705882353,15.846383296047724
8204,BKN,10/20/16,BKN vs. NYK,L,240,111,39,82,47.6,14,35,40.0,19,24,79.2,6,30,36,28,11,2,24,20,-5.0,0.5609756097560976,0.2926829268292683,20.59025394646534
8205,CHA,10/20/16,CHA vs. MIA,W,241,96,34,82,41.5,8,24,33.3,20,24,83.3,10,39,49,22,9,4,16,17,8.0,0.4634146341463415,0.2926829268292683,14.738393515106853
8206,CHI,10/20/16,CHI vs. ATL,L,242,81,29,95,30.5,4,22,18.2,19,23,82.6,13,32,45,24,8,9,10,18,-16.0,0.3263157894736842,0.24210526315789474,8.686587908269631
8210,ORL,10/20/16,ORL vs. NOP,W,265,114,43,101,42.6,9,27,33.3,19,24,79.2,11,35,46,27,10,5,14,25,3.0,0.47029702970297027,0.2376237623762376,11.150047785919082
8211,BOS,10/19/16,BOS vs. NYK,L,238,96,35,84,41.7,7,24,29.2,19,25,76.0,13,28,41,19,3,4,23,26,-25.0,0.4583333333333333,0.2976190476190476,19.491525423728813
8212,DAL,10/19/16,DAL vs. HOU,L,242,91,31,83,37.3,7,32,21.9,22,24,91.7,10,32,42,20,6,5,15,24,-15.0,0.41566265060240964,0.2891566265060241,13.817243920412675
8213,DET,10/19/16,DET vs. TOR,L,239,92,35,77,45.5,5,23,21.7,17,20,85.0,4,33,37,20,3,5,13,20,-11.0,0.487012987012987,0.2597402597402597,13.157894736842104
8217,LAL,10/19/16,LAL vs. GSW,L,242,112,42,92,45.7,14,34,41.2,14,25,56.0,11,34,45,28,9,3,21,21,-11.0,0.532608695652174,0.2717391304347826,16.93548387096774
8219,MIL,10/19/16,MIL vs. IND,W,239,111,38,79,48.1,8,21,38.1,27,33,81.8,14,36,50,25,8,6,23,19,8.0,0.5316455696202531,0.4177215189873418,19.7391005835908
8220,MIN,10/19/16,MIN vs. MEM,W,239,101,31,75,41.3,3,22,13.6,36,41,87.8,8,35,43,18,12,8,21,20,7.0,0.43333333333333335,0.5466666666666666,18.414591371448616
8224,UTA,10/19/16,UTA vs. POR,L,241,84,29,78,37.2,7,23,30.4,19,23,82.6,6,32,38,20,10,5,9,12,-4.0,0.4166666666666667,0.2948717948717949,9.266886326194399
8225,ATL,10/18/16,ATL vs. NOP,W,239,96,36,86,41.9,6,21,28.6,18,26,69.2,14,39,53,25,8,7,18,19,7.0,0.45348837209302323,0.3023255813953488,15.592515592515593
8226,CLE,10/18/16,CLE vs. WAS,L,239,91,36,82,43.9,8,32,25.0,11,22,50.0,5,41,46,24,9,5,19,29,-5.0,0.4878048780487805,0.2682926829268293,17.16660643295988
8229,MIA,10/18/16,MIA vs. ORL,W,240,107,43,84,51.2,10,24,41.7,11,11,100.0,7,39,46,23,10,9,13,20,30.0,0.5714285714285714,0.13095238095238096,12.765121759622938
8231,OKC,10/18/16,OKC vs. DEN,W,241,97,42,93,45.2,3,14,21.4,10,15,66.7,11,39,50,25,9,5,15,28,10.0,0.46774193548387094,0.16129032258064516,13.089005235602095
8233,SAC,10/18/16,SAC vs. LAC,L,240,89,34,81,42.0,5,22,22.7,16,18,88.9,11,38,49,22,14,2,22,23,-3.0,0.4506172839506173,0.2222222222222222,19.83411467724486
8236,BOS,10/17/16,BOS vs. BKN,W,240,120,42,86,48.8,12,33,36.4,24,29,82.8,13,42,55,25,13,4,24,23,21.0,0.5581395348837209,0.3372093023255814,19.550342130987293
8238,CHI,10/17/16,CHI vs. CHA,L,265,104,40,94,42.6,7,26,26.9,17,20,85.0,13,44,57,26,4,14,17,30,-4.0,0.4627659574468085,0.2127659574468085,14.190317195325544
8239,DET,10/17/16,DET vs. MIL,W,240,102,37,76,48.7,13,27,48.1,15,18,83.3,9,40,49,23,8,3,14,17,24.0,0.5723684210526315,0.23684210526315788,14.297385620915032
8242,UTA,10/17/16,UTA vs. LAC,W,239,104,40,77,51.9,9,26,34.6,15,24,62.5,3,40,43,23,11,4,16,22,26.0,0.577922077922078,0.3116883116883117,15.449980687524139
8246,OKC,10/16/16,OKC vs. MIN,W,241,112,45,90,50.0,7,21,33.3,15,19,78.9,10,37,47,23,10,4,19,22,18.0,0.5388888888888889,0.2111111111111111,16.189502385821406
8247,ORL,10/16/16,ORL vs. ATL,L,240,98,38,86,44.2,10,25,40.0,12,24,50.0,11,35,46,19,6,10,13,20,-7.0,0.5,0.27906976744186046,11.865644395764878
8248,POR,10/16/16,POR vs. DEN,L,240,97,35,88,39.8,15,32,46.9,12,19,63.2,14,38,52,19,6,3,15,26,-9.0,0.48295454545454547,0.2159090909090909,13.469827586206899
8253,HOU,10/15/16,HOU vs. MEM,L,290,125,43,101,42.6,7,34,20.6,32,37,86.5,15,45,60,27,6,5,24,29,-9.0,0.4603960396039604,0.36633663366336633,16.987542468856173
8254,LAL,10/15/16,LAL vs. GSW,L,239,107,36,84,42.9,9,27,33.3,26,33,78.8,13,25,38,21,11,4,16,21,-5.0,0.48214285714285715,0.39285714285714285,13.971358714634999
8256,MIA,10/15/16,MIA vs. MIN,L,240,96,34,83,41.0,13,32,40.6,15,22,68.2,9,27,36,23,12,2,13,20,-5.0,0.4879518072289157,0.26506024096385544,12.301286903860712
8257,MIL,10/15/16,MIL vs. CHI,L,240,86,34,77,44.2,6,22,27.3,12,19,63.2,4,30,34,25,8,5,12,22,-21.0,0.4805194805194805,0.24675324675324675,12.325390304026294
8259,NYK,10/15/16,NYK vs. BOS,L,239,107,42,92,45.7,11,27,40.7,12,17,70.6,19,28,47,26,9,1,20,24,-12.0,0.5163043478260869,0.18478260869565216,16.739203213927016
8260,PHI,10/15/16,PHI vs. DET,L,240,76,25,68,36.8,3,20,15.0,23,30,76.7,7,31,38,16,10,4,24,19,-21.0,0.3897058823529412,0.4411764705882353,22.813688212927758
8261,SAC,10/15/16,SAC vs. WAS,W,239,124,42,70,60.0,9,19,47.4,31,38,81.6,7,33,40,26,12,5,27,19,5.0,0.6642857142857143,0.5428571428571428,23.742525501231093
8263,CHI,10/14/16,CHI vs. CLE,W,240,118,47,91,51.6,9,22,40.9,15,20,75.0,18,42,60,28,3,6,22,21,10.0,0.5659340659340659,0.21978021978021978,18.0623973727422
8266,DEN,10/14/16,DEN vs. GSW,L,266,128,50,108,46.3,12,29,41.4,16,23,69.6,17,43,60,28,9,3,16,26,-1.0,0.5185185185185185,0.21296296296296297,11.929615269907545
8270,ORL,10/14/16,ORL vs. IND,W,240,114,40,79,50.6,12,24,50.0,22,28,78.6,12,39,51,24,12,3,25,25,8.0,0.5822784810126582,0.35443037974683544,21.492434662998626
8271,PHX,10/14/16,PHX vs. DAL,W,240,112,38,94,40.4,13,33,39.4,23,29,79.3,12,34,46,21,10,6,12,26,5.0,0.4734042553191489,0.30851063829787234,10.104412260020208
8272,SAS,10/14/16,SAS vs. MIA,L,241,100,37,83,44.6,5,19,26.3,21,25,84.0,13,34,47,20,8,4,19,19,-8.0,0.4759036144578313,0.30120481927710846,16.8141592920354
8274,TOR,10/14/16,TOR vs. SLA,W,240,122,47,77,61.0,10,18,55.6,18,30,60.0,10,23,33,22,7,4,8,27,17.0,0.6753246753246753,0.38961038961038963,8.146639511201629
8275,ATL,10/13/16,ATL vs. DET,L,242,94,36,83,43.4,11,28,39.3,11,16,68.8,10,30,40,25,8,6,19,32,-5.0,0.5,0.1927710843373494,17.424798239178283
8276,BKN,10/13/16,BKN vs. BOS,L,241,97,33,86,38.4,10,35,28.6,21,28,75.0,9,40,49,23,7,2,18,23,-3.0,0.4418604651162791,0.32558139534883723,15.47455295735901
8278,CLE,10/13/16,CLE vs. TOR,L,241,94,32,78,41.0,9,25,36.0,21,24,87.5,7,26,33,24,9,1,21,15,-25.0,0.46794871794871795,0.3076923076923077,19.167579408543265
8280,LAC,10/13/16,LAC vs. POR,W,239,109,38,86,44.2,6,21,28.6,27,35,77.1,10,32,42,24,7,5,11,30,1.0,0.47674418604651164,0.4069767441860465,9.786476868327401
8281,LAL,10/13/16,LAL vs. SAC,L,240,104,40,86,46.5,14,35,40.0,10,14,71.4,8,23,31,31,6,0,12,19,-12.0,0.5465116279069767,0.16279069767441862,11.52073732718894
8283,OKC,10/13/16,OKC vs. MEM,L,239,94,28,66,42.4,14,21,66.7,24,33,72.7,8,38,46,15,3,6,28,36,-16.0,0.5303030303030303,0.5,25.80169553999263
8288,WAS,10/13/16,WAS vs. PHI,W,240,100,37,88,42.0,9,26,34.6,17,31,54.8,8,39,47,22,12,3,7,21,21.0,0.4715909090909091,0.3522727272727273,6.443298969072164
8291,IND,10/12/16,IND vs. MIL,W,242,101,37,86,43.0,9,24,37.5,18,24,75.0,11,41,52,19,5,6,10,23,18.0,0.48255813953488375,0.27906976744186046,9.384384384384385
8293,MIN,10/12/16,MIN vs. DEN,W,241,105,34,82,41.5,9,19,47.4,28,38,73.7,10,32,42,22,14,6,16,20,17.0,0.4695121951219512,0.4634146341463415,13.94700139470014
8294,NOP,10/12/16,NOP vs. HOU,L,238,104,36,82,43.9,7,24,29.2,25,32,78.1,7,35,42,27,6,4,15,27,-12.0,0.4817073170731707,0.3902439024390244,13.503781058696434
8295,ORL,10/12/16,ORL vs. SAS,L,240,89,32,81,39.5,7,21,33.3,18,21,85.7,15,36,51,17,7,8,23,23,-6.0,0.4382716049382716,0.25925925925925924,20.3108442246556
8298,UTA,10/12/16,UTA vs. PHX,L,241,110,31,76,40.8,7,19,36.8,41,53,77.4,12,30,42,16,8,5,20,39,-1.0,0.45394736842105265,0.6973684210526315,16.761649346295677
8300,DAL,10/11/16,DAL vs. OKC,W,241,114,40,86,46.5,9,28,32.1,25,31,80.6,12,40,52,25,7,4,15,19,5.0,0.5174418604651163,0.36046511627906974,13.084438241451501
8301,LAL,10/11/16,LAL vs. POR,L,266,106,41,95,43.2,8,28,28.6,16,26,61.5,11,35,46,19,7,6,13,25,-3.0,0.47368421052631576,0.2736842105263158,10.8841259209645
8302,MEM,10/11/16,MEM vs. PHI,W,240,121,43,89,48.3,13,29,44.8,22,35,62.9,10,40,50,26,13,8,15,23,30.0,0.5561797752808989,0.39325842696629215,12.562814070351758
8303,MIA,10/11/16,MIA vs. BKN,W,241,121,46,92,50.0,12,31,38.7,17,26,65.4,10,45,55,24,6,7,12,26,21.0,0.5652173913043478,0.2826086956521739,10.395010395010395
8307,ATL,10/10/16,ATL vs. CLE,W,240,99,38,83,45.8,2,19,10.5,21,31,67.7,9,36,45,22,9,5,17,20,6.0,0.46987951807228917,0.37349397590361444,14.95952129531855
8308,CHA,10/10/16,CHA vs. MIN,W,240,98,37,85,43.5,12,36,33.3,12,14,85.7,7,44,51,23,7,9,16,15,12.0,0.5058823529411764,0.16470588235294117,14.930944382232179
8310,DET,10/10/16,DET vs. SAS,L,241,81,35,86,40.7,4,20,20.0,7,13,53.8,8,32,40,20,10,3,14,17,-5.0,0.43023255813953487,0.1511627906976744,13.24252743094968
8311,LAC,10/10/16,LAC vs. UTA,L,241,94,30,75,40.0,10,27,37.0,24,33,72.7,7,23,30,18,8,5,14,28,-2.0,0.4666666666666667,0.44,13.523956723338488
8314,NYK,10/10/16,NYK vs. WAS,W,240,90,34,83,41.0,13,30,43.3,9,11,81.8,13,28,41,20,11,4,20,20,2.0,0.4879518072289157,0.13253012048192772,18.5459940652819
8315,SAC,10/10/16,SAC vs. MAC,W,239,135,53,79,67.1,10,19,52.6,19,24,79.2,6,36,42,30,15,6,19,24,39.0,0.7341772151898734,0.3037974683544304,17.501842299189388
8320,HOU,10/9/16,HOU vs. NOP,W,241,123,42,89,47.2,16,37,43.2,23,33,69.7,11,34,45,26,6,8,16,33,6.0,0.5617977528089888,0.3707865168539326,13.386880856760374
8321,LAL,10/9/16,LAL vs. DEN,W,240,124,43,81,53.1,14,28,50.0,24,34,70.6,2,27,29,18,13,4,9,29,9.0,0.6172839506172839,0.41975308641975306,8.574695121951219
8325,BOS,10/8/16,BOS vs. CHA,W,241,104,40,90,44.4,9,32,28.1,15,16,93.8,5,30,35,23,10,6,12,28,18.0,0.49444444444444446,0.17777777777777778,11.005135730007336
8327,CHI,10/8/16,CHI vs. IND,W,240,121,39,76,51.3,10,21,47.6,33,42,78.6,9,35,44,25,10,2,18,28,16.0,0.5789473684210527,0.5526315789473685,16.002844950213372
8328,CLE,10/8/16,CLE vs. PHI,W,239,108,39,85,45.9,8,23,34.8,22,29,75.9,5,36,41,29,6,7,11,26,3.0,0.5058823529411764,0.3411764705882353,10.114012504597278
8331,MIA,10/8/16,MIA vs. MIN,L,240,100,37,80,46.3,8,22,36.4,18,29,62.1,6,36,42,21,7,7,19,26,-9.0,0.5125,0.3625,17.000715819613458
8332,MIL,10/8/16,MIL vs. DAL,W,239,88,33,79,41.8,5,16,31.3,17,21,81.0,11,36,47,19,9,5,19,23,14.0,0.44936708860759494,0.26582278481012656,17.71726967549422
8334,NYK,10/8/16,NYK vs. BKN,W,240,116,45,84,53.6,12,27,44.4,14,23,60.9,9,30,39,26,12,3,15,30,18.0,0.6071428571428571,0.27380952380952384,13.74633431085044
8336,SAS,10/8/16,SAS vs. ATL,W,241,102,36,79,45.6,7,23,30.4,23,28,82.1,4,37,41,24,10,4,13,24,11.0,0.5,0.35443037974683544,12.46165644171779
8338,LAL,10/7/16,LAL vs. DEN,L,241,97,37,94,39.4,10,30,33.3,13,22,59.1,8,39,47,21,12,3,18,24,-4.0,0.44680851063829785,0.23404255319148937,14.792899408284022
8340,POR,10/7/16,POR vs. PHX,W,241,115,37,89,41.6,6,20,30.0,35,39,89.7,14,42,56,16,6,4,14,22,5.0,0.449438202247191,0.43820224719101125,11.651131824234355
8342,BKN,10/6/16,BKN vs. DET,W,239,101,35,78,44.9,14,34,41.2,17,24,70.8,5,32,37,21,10,1,15,17,7.0,0.5384615384615384,0.3076923076923077,14.484356894553882
8344,CHA,10/6/16,CHA vs. BOS,L,239,92,37,87,42.5,6,27,22.2,12,16,75.0,6,35,41,24,5,3,15,20,-15.0,0.45977011494252873,0.1839080459770115,13.75641966250917
8347,GSW,10/6/16,GSW vs. SAC,W,241,105,31,70,44.3,15,35,42.9,28,35,80.0,7,38,45,22,12,6,23,19,9.0,0.55,0.5,21.21771217712177
8348,IND,10/6/16,IND vs. CHI,W,239,115,45,93,48.4,9,19,47.4,16,23,69.6,13,42,55,26,9,4,20,23,7.0,0.532258064516129,0.24731182795698925,16.244314489928524
8349,MEM,10/6/16,MEM vs. ATL,L,240,83,30,82,36.6,4,24,16.7,19,33,57.6,11,25,36,16,7,8,10,23,-21.0,0.3902439024390244,0.4024390243902439,9.38790837401427
8350,PHI,10/6/16,PHI vs. WAS,L,291,119,46,94,48.9,9,28,32.1,18,23,78.3,12,33,45,25,7,6,22,30,-6.0,0.5372340425531915,0.24468085106382978,17.44370440849984
8353,CLE,10/5/16,CLE vs. ORL,W,240,117,42,79,53.2,13,27,48.1,20,28,71.4,4,38,42,30,10,4,13,26,15.0,0.6139240506329114,0.35443037974683544,12.46165644171779
8354,FCB,10/5/16,FCB vs. OKC,L,240,89,30,70,42.9,14,31,45.2,15,20,75.0,6,22,28,24,15,2,23,24,-3.0,0.5285714285714286,0.2857142857142857,22.593320235756387
8355,LAC,10/5/16,LAC vs. TOR,W,240,104,36,69,52.2,9,23,39.1,23,27,85.2,9,37,46,28,9,4,26,21,6.0,0.5869565217391305,0.391304347826087,24.326347305389223
8358,PHX,10/5/16,PHX vs. UTA,L,241,99,38,99,38.4,6,22,27.3,17,23,73.9,22,25,47,16,9,7,17,25,-5.0,0.41414141414141414,0.23232323232323232,13.479226133840786
8362,GSW,10/4/16,GSW vs. LAC,W,242,120,37,72,51.4,15,29,51.7,31,39,79.5,6,41,47,29,12,6,18,27,45.0,0.6180555555555556,0.5416666666666666,16.7973124300112
8363,HOU,10/4/16,HOU vs. NYK,W,240,130,44,82,53.7,20,42,47.6,22,26,84.6,7,44,51,27,8,6,22,21,27.0,0.6585365853658537,0.3170731707317073,19.057519057519055
8366,LAL,10/4/16,LAL vs. SAC,W,240,103,34,74,45.9,8,26,30.8,27,43,62.8,12,40,52,19,10,7,20,28,19.0,0.5135135135135135,0.581081081081081,17.711654268508678
8368,NOP,10/4/16,NOP vs. IND,L,238,96,31,76,40.8,8,22,36.4,26,34,76.5,3,41,44,24,5,4,13,18,-17.0,0.4605263157894737,0.4473684210526316,12.504809542131587
8370,PHI,10/4/16,PHI vs. BOS,W,240,92,33,78,42.3,10,31,32.3,16,18,88.9,8,39,47,23,10,5,22,18,3.0,0.48717948717948717,0.23076923076923078,20.38547071905115
8372,WAS,10/4/16,WAS vs. MIA,L,240,95,35,89,39.3,8,19,42.1,17,23,73.9,10,30,40,21,7,0,10,15,-11.0,0.43820224719101125,0.25842696629213485,9.164222873900293
8374,CHI,10/3/16,CHI vs. MIL,L,241,91,35,76,46.1,5,19,26.3,16,25,64.0,11,37,48,22,9,7,22,26,-2.0,0.4934210526315789,0.32894736842105265,20.18348623853211
8375,DAL,10/3/16,DAL vs. CHA,W,239,95,38,90,42.2,13,33,39.4,6,10,60.0,9,40,49,21,7,3,12,27,7.0,0.49444444444444446,0.1111111111111111,11.278195488721805
8377,MEM,10/3/16,MEM vs. ORL,W,240,102,34,72,47.2,5,24,20.8,29,39,74.4,5,33,38,19,11,1,13,27,5.0,0.5069444444444444,0.5416666666666666,12.725137039937353
8381,PHX,10/3/16,PHX vs. SAS,W,240,91,28,74,37.8,3,11,27.3,32,38,84.2,13,35,48,16,13,10,28,21,5.0,0.39864864864864863,0.5135135135135135,23.58490566037736
8382,POR,10/3/16,POR vs. UTA,W,240,98,37,77,48.1,13,34,38.2,11,16,68.8,2,32,34,24,12,8,15,20,9.0,0.564935064935065,0.2077922077922078,15.145395799676898
8383,RMD,10/3/16,RMD vs. OKC,W,265,142,47,81,58.0,20,37,54.1,28,40,70.0,11,29,40,32,9,5,24,31,5.0,0.7037037037037037,0.49382716049382713,19.575856443719413
8385,TOR,10/3/16,TOR vs. DEN,L,240,106,39,90,43.3,7,22,31.8,21,27,77.8,14,29,43,15,10,5,11,31,-2.0,0.4722222222222222,0.3,9.744861800141743
8387,HOU,10/2/16,HOU vs. SDS,W,242,131,49,94,52.1,14,42,33.3,19,30,63.3,14,38,52,34,12,7,9,20,37.0,0.5957446808510638,0.3191489361702128,7.74526678141136
8391,NOP,10/1/16,NOP vs. DAL,W,241,116,47,82,57.3,12,21,57.1,10,14,71.4,9,35,44,29,3,6,16,23,14.0,0.6463414634146342,0.17073170731707318,15.360983102918588
8392,TOR,10/1/16,TOR vs. GSW,W,240,97,37,86,43.0,6,23,26.1,17,29,58.6,16,42,58,14,14,7,23,25,4.0,0.46511627906976744,0.3372093023255814,18.889618922470433
8394,GSW,6/19/16,GSW vs. CLE,L,239,89,32,83,38.6,15,41,36.6,10,13,76.9,7,32,39,22,7,5,10,23,-4.0,0.4759036144578313,0.1566265060240964,10.12965964343598
8395,CLE,6/16/16,CLE vs. GSW,W,240,115,40,77,51.9,10,27,37.0,25,32,78.1,8,37,45,24,12,7,10,25,14.0,0.5844155844155844,0.4155844155844156,9.893153937475267
8398,GSW,6/13/16,GSW vs. CLE,L,242,97,32,88,36.4,14,43,32.6,19,26,73.1,13,30,43,18,6,9,17,21,-15.0,0.4431818181818182,0.29545454545454547,14.599793885262796
8399,CLE,6/10/16,CLE vs. GSW,L,241,97,38,81,46.9,6,25,24.0,15,26,57.7,16,24,40,15,5,6,11,24,-11.0,0.5061728395061729,0.32098765432098764,10.63418406805878
8401,CLE,6/8/16,CLE vs. GSW,W,242,120,48,91,52.7,12,25,48.0,12,17,70.6,17,35,52,23,8,3,13,25,30.0,0.5934065934065934,0.18681318681318682,11.661284535342661
8404,GSW,6/5/16,GSW vs. CLE,W,241,110,44,81,54.3,15,33,45.5,7,10,70.0,12,34,46,26,7,9,20,20,33.0,0.6358024691358025,0.12345679012345678,18.975332068311193
8406,GSW,6/2/16,GSW vs. CLE,W,239,104,43,87,49.4,9,27,33.3,9,10,90.0,9,32,41,29,9,4,9,16,15.0,0.5459770114942529,0.11494252873563218,8.96414342629482
8407,GSW,5/30/16,GSW vs. OKC,W,239,96,37,85,43.5,17,37,45.9,5,8,62.5,10,36,46,20,4,4,11,16,8.0,0.5352941176470588,0.09411764705882353,11.053054662379422
8410,OKC,5/28/16,OKC vs. GSW,L,241,101,38,90,42.2,3,23,13.0,22,32,68.8,16,33,49,16,9,10,15,22,-7.0,0.4388888888888889,0.35555555555555557,12.59657373194491
8412,TOR,5/27/16,TOR vs. CLE,L,240,87,33,79,41.8,8,25,32.0,13,17,76.5,7,26,33,10,6,2,12,19,-26.0,0.46835443037974683,0.21518987341772153,12.185215272136475
8413,GSW,5/26/16,GSW vs. OKC,W,239,120,40,85,47.1,9,24,37.5,31,34,91.2,11,34,45,25,13,7,15,18,9.0,0.5235294117647059,0.4,13.048016701461377
8415,CLE,5/25/16,CLE vs. TOR,W,239,116,44,77,57.1,10,21,47.6,18,24,75.0,10,38,48,23,11,6,16,26,38.0,0.6363636363636364,0.3116883116883117,15.449980687524139
8418,OKC,5/24/16,OKC vs. GSW,W,241,118,39,90,43.3,9,26,34.6,31,40,77.5,16,40,56,23,16,8,17,22,24.0,0.48333333333333334,0.4444444444444444,13.643659711075443
8420,TOR,5/23/16,TOR vs. CLE,W,239,105,42,78,53.8,7,22,31.8,14,19,73.7,9,26,35,17,8,3,8,16,6.0,0.5833333333333334,0.24358974358974358,8.47816871555744
8422,OKC,5/22/16,OKC vs. GSW,W,240,133,46,92,50.0,8,25,32.0,33,37,89.2,11,41,52,21,6,8,12,23,28.0,0.5434782608695652,0.40217391304347827,9.976720984369804
8424,TOR,5/21/16,TOR vs. CLE,W,241,99,38,83,45.8,12,31,38.7,11,13,84.6,12,42,54,15,1,4,9,17,15.0,0.5301204819277109,0.1566265060240964,9.209987720016374
8425,CLE,5/19/16,CLE vs. TOR,W,239,108,38,76,50.0,7,21,33.3,25,37,67.6,7,39,46,24,5,2,9,16,19.0,0.5460526315789473,0.4868421052631579,8.886255924170616
8427,GSW,5/18/16,GSW vs. OKC,W,241,118,43,85,50.6,13,28,46.4,19,28,67.9,15,30,45,26,9,3,12,21,27.0,0.5823529411764706,0.32941176470588235,10.976948408342482
8429,CLE,5/17/16,CLE vs. TOR,W,239,115,41,74,55.4,7,20,35.0,26,33,78.8,10,35,45,22,9,4,16,20,31.0,0.6013513513513513,0.44594594594594594,15.308075009567549
