,key_0,key_1,H_TEAM,DATE_x,MATCHUP_x,W/L,MIN,H_PTS,H_FGM,H_FGA,H_FGPerc,H_3PM,H_3PA,H_ThreePPerc,H_FTM,H_FTA,H_FTPerc,H_OREB,H_DREB,H_REB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_+/,H_EFGPerc,H_FTR,H_TOVPerc,Away_Team_x,A_TEAM,DATE_y,MATCHUP_y,A_W/L,A_MIN,A_PTS,A_FGM,A_FGA,A_FGPerc,A_3PM,A_3PA,A_ThreePPerc,A_FTM,A_FTA,A_FTPerc,A_OREB,A_DREB,A_REB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_+/,A_EFGPerc,A_FTR,A_TOVPerc,Away_Team_y
3469,12/26/16,PHX,HOU,12/26/16,HOU vs. PHX,W,239,131,46,92,50.0,15,43,34.9,24,30,80.0,10,37,47,28,11,4,20,22,16.0,0.5815217391304348,0.32608695652173914,15.974440894568687,PHX,PHX,12/26/16,PHX @ HOU,L,241,115,43,101,42.6,7,30,23.3,22,27,81.5,16,37,53,17,14,6,17,25,-16.0,0.4603960396039604,0.2673267326732673,13.089005235602095,PHX
3470,12/26/16,DEN,LAC,12/26/16,LAC vs. DEN,L,240,102,39,84,46.4,9,25,36.0,15,20,75.0,4,34,38,22,6,6,11,19,-4.0,0.5178571428571429,0.2380952380952381,10.597302504816957,DEN,DEN,12/26/16,DEN @ LAC,W,240,106,36,82,43.9,11,31,35.5,23,28,82.1,11,40,51,22,10,1,14,18,4.0,0.5060975609756098,0.3414634146341464,12.92466765140325,DEN
3471,12/26/16,ATL,MIN,12/26/16,MIN vs. ATL,W,241,104,37,82,45.1,15,31,48.4,15,18,83.3,11,29,40,26,11,3,14,19,14.0,0.5426829268292683,0.2195121951219512,13.471901462663588,ATL,ATL,12/26/16,ATL @ MIN,L,240,90,35,83,42.2,8,32,25.0,12,17,70.6,17,29,46,20,8,7,19,19,-14.0,0.4698795180722892,0.20481927710843373,17.354767994154187,ATL
3472,12/26/16,DAL,NOP,12/26/16,NOP vs. DAL,W,240,111,37,70,52.9,12,25,48.0,25,30,83.3,5,36,41,24,6,3,10,19,7.0,0.6142857142857143,0.42857142857142855,10.72961373390558,DAL,DAL,12/26/16,DAL @ NOP,L,238,104,37,75,49.3,13,32,40.6,17,22,77.3,4,28,32,27,4,1,10,22,-7.0,0.58,0.2933333333333333,10.561892691170256,DAL
3473,12/26/16,MEM,ORL,12/26/16,ORL vs. MEM,W,241,112,44,86,51.2,13,26,50.0,11,16,68.8,8,35,43,23,5,3,9,21,10.0,0.5872093023255814,0.18604651162790695,8.820070560564485,MEM,MEM,12/26/16,MEM @ ORL,L,240,102,35,76,46.1,10,25,40.0,22,28,78.6,3,32,35,17,7,4,6,19,-10.0,0.5263157894736842,0.3684210526315789,6.361323155216285,MEM
3474,12/26/16,TOR,POR,12/26/16,POR vs. TOR,L,239,91,35,83,42.2,8,23,34.8,13,18,72.2,11,43,54,22,8,4,18,22,-4.0,0.4698795180722892,0.21686746987951808,16.525890561880278,TOR,TOR,12/26/16,TOR @ POR,W,238,95,32,95,33.7,12,34,35.3,19,24,79.2,14,38,52,17,11,4,12,12,4.0,0.4,0.25263157894736843,10.207553589656346,TOR
3475,12/26/16,PHI,SAC,12/26/16,SAC vs. PHI,W,240,102,39,87,44.8,7,25,28.0,17,21,81.0,13,29,42,24,11,4,19,19,2.0,0.4885057471264368,0.2413793103448276,16.487330787920857,PHI,PHI,12/26/16,PHI @ SAC,L,241,100,39,79,49.4,9,25,36.0,13,18,72.2,8,30,38,20,13,5,22,23,-2.0,0.5506329113924051,0.2278481012658228,20.198310686742566,PHI
3476,12/26/16,MIL,WAS,12/26/16,WAS vs. MIL,W,240,107,40,79,50.6,12,29,41.4,15,20,75.0,7,33,40,29,7,6,16,16,5.0,0.5822784810126582,0.2531645569620253,15.414258188824663,MIL,MIL,12/26/16,MIL @ WAS,L,239,102,40,87,46.0,6,20,30.0,16,23,69.6,12,30,42,27,8,2,13,19,-5.0,0.4942528735632184,0.26436781609195403,11.805303305484927,MIL
3477,12/25/16,GSW,CLE,12/25/16,CLE vs. GSW,W,241,109,37,95,38.9,12,35,34.3,23,32,71.9,18,26,44,20,14,2,12,19,1.0,0.4526315789473685,0.3368421052631579,9.910802775024775,GSW,GSW,12/25/16,GSW @ CLE,L,241,108,37,77,48.1,9,30,30.0,25,29,86.2,5,37,42,25,8,4,19,24,-1.0,0.5389610389610391,0.37662337662337664,17.469657962486206,GSW
3478,12/25/16,LAC,LAL,12/25/16,LAL vs. LAC,W,240,111,40,84,47.6,8,25,32.0,23,30,76.7,13,35,48,18,7,3,13,21,9.0,0.5238095238095238,0.35714285714285715,11.796733212341195,LAC,LAC,12/25/16,LAC @ LAL,L,240,102,37,85,43.5,10,29,34.5,18,22,81.8,10,32,42,24,9,5,15,20,-9.0,0.4941176470588236,0.25882352941176473,13.676148796498904,LAC
3479,12/25/16,BOS,NYK,12/25/16,NYK vs. BOS,L,240,114,41,87,47.1,8,23,34.8,24,27,88.9,17,32,49,11,5,6,17,23,-5.0,0.5172413793103449,0.3103448275862069,14.670348636520536,BOS,BOS,12/25/16,BOS @ NYK,W,240,119,45,93,48.4,14,36,38.9,15,20,75.0,12,27,39,25,10,2,5,20,5.0,0.5591397849462365,0.21505376344086025,4.681647940074907,BOS
3480,12/25/16,MIN,OKC,12/25/16,OKC vs. MIN,W,240,112,42,82,51.2,8,24,33.3,20,24,83.3,9,33,42,26,8,4,15,24,12.0,0.5609756097560976,0.2926829268292683,13.945704722945333,MIN,MIN,12/25/16,MIN @ OKC,L,240,100,39,83,47.0,4,12,33.3,18,23,78.3,11,25,36,19,11,2,12,21,-12.0,0.4939759036144578,0.27710843373493976,11.415525114155251,MIN
3481,12/25/16,CHI,SAS,12/25/16,SAS vs. CHI,W,238,119,48,85,56.5,9,18,50.0,14,19,73.7,11,32,43,30,7,3,13,19,19.0,0.6176470588235294,0.2235294117647059,12.222640090259494,CHI,CHI,12/25/16,CHI @ SAS,L,239,100,39,86,45.3,7,18,38.9,15,20,75.0,14,24,38,20,9,1,14,19,-19.0,0.4941860465116279,0.2325581395348837,12.867647058823529,CHI
3482,12/23/16,OKC,BOS,12/23/16,BOS vs. OKC,L,241,112,41,93,44.1,9,28,32.1,21,26,80.8,10,29,39,29,8,2,12,29,-5.0,0.48924731182795705,0.27956989247311825,10.305736860185505,OKC,OKC,12/23/16,OKC @ BOS,W,239,117,41,80,51.3,11,26,42.3,24,36,66.7,10,34,44,27,5,6,13,21,5.0,0.58125,0.45,11.944138184490994,OKC
3483,12/23/16,CHI,CHA,12/23/16,CHA vs. CHI,W,241,103,37,84,44.0,5,18,27.8,24,28,85.7,12,36,48,25,6,13,10,8,12.0,0.4702380952380952,0.3333333333333333,9.405568096313015,CHI,CHI,12/23/16,CHI @ CHA,L,240,91,38,96,39.6,7,22,31.8,8,10,80.0,17,35,52,20,5,6,9,20,-12.0,0.4322916666666667,0.10416666666666667,8.226691042047532,CHI
3484,12/23/16,BKN,CLE,12/23/16,CLE vs. BKN,W,240,119,45,99,45.5,8,35,22.9,21,24,87.5,11,40,51,28,12,4,11,20,20.0,0.494949494949495,0.24242424242424246,9.124087591240876,BKN,BKN,12/23/16,BKN @ CLE,L,240,99,38,85,44.7,8,30,26.7,15,18,83.3,7,37,44,22,6,7,19,22,-20.0,0.4941176470588236,0.21176470588235294,16.976411722659044,BKN
3485,12/23/16,ATL,DEN,12/23/16,DEN vs. ATL,L,241,108,37,78,47.4,8,25,32.0,26,35,74.3,7,39,46,27,3,7,15,29,-1.0,0.5256410256410257,0.4487179487179487,13.837638376383762,ATL,ATL,12/23/16,ATL @ DEN,W,239,109,37,86,43.0,8,25,32.0,27,33,81.8,9,31,40,26,10,4,8,25,1.0,0.4767441860465117,0.38372093023255816,7.371913011426465,ATL
3486,12/23/16,GSW,DET,12/23/16,DET vs. GSW,L,239,113,43,85,50.6,10,29,34.5,17,28,60.7,5,31,36,22,12,3,13,22,-6.0,0.5647058823529412,0.32941176470588235,11.78390137781001,GSW,GSW,12/23/16,GSW @ DET,W,240,119,43,77,55.8,11,27,40.7,22,24,91.7,4,37,41,35,9,2,22,21,6.0,0.6298701298701299,0.3116883116883117,20.080321285140567,GSW
3487,12/23/16,DAL,LAC,12/23/16,LAC vs. DAL,L,241,88,34,74,45.9,13,29,44.8,7,11,63.6,6,35,41,17,9,4,20,16,-2.0,0.5472972972972973,0.14864864864864866,20.23472278429785,DAL,DAL,12/23/16,DAL @ LAC,W,241,90,37,87,42.5,7,29,24.1,9,15,60.0,14,28,42,21,13,4,12,14,2.0,0.4655172413793103,0.1724137931034483,11.363636363636365,DAL
3488,12/23/16,HOU,MEM,12/23/16,MEM vs. HOU,W,242,115,41,81,50.6,13,25,52.0,20,25,80.0,9,29,38,23,8,3,10,16,6.0,0.5864197530864198,0.308641975308642,9.803921568627453,HOU,HOU,12/23/16,HOU @ MEM,L,240,109,38,89,42.7,20,52,38.5,13,15,86.7,10,30,40,27,5,3,13,22,-6.0,0.5393258426966292,0.16853932584269662,11.970534069981587,HOU
3489,12/23/16,WAS,MIL,12/23/16,MIL vs. WAS,W,241,123,45,80,56.3,9,25,36.0,24,27,88.9,8,33,41,29,8,6,11,16,27.0,0.61875,0.3375,10.692068429237947,WAS,WAS,12/23/16,WAS @ MIL,L,240,96,37,79,46.8,7,24,29.2,15,18,83.3,5,25,30,24,2,2,14,21,-27.0,0.5126582278481012,0.2278481012658228,13.872374157748714,WAS
3490,12/23/16,SAC,MIN,12/23/16,MIN vs. SAC,L,241,105,36,79,45.6,12,32,37.5,21,26,80.8,12,30,42,18,5,4,12,21,-4.0,0.5316455696202531,0.3291139240506329,11.714174150722375,SAC,SAC,12/23/16,SAC @ MIN,W,242,109,42,80,52.5,15,29,51.7,10,14,71.4,6,28,34,27,7,3,11,23,4.0,0.61875,0.175,11.32153149444216,SAC
3491,12/23/16,MIA,NOP,12/23/16,NOP vs. MIA,W,240,91,33,89,37.1,11,28,39.3,14,21,66.7,11,40,51,17,9,7,9,20,4.0,0.43258426966292135,0.2359550561797753,8.392390898918315,MIA,MIA,12/23/16,MIA @ NOP,L,241,87,36,87,41.4,8,20,40.0,7,13,53.8,11,48,59,19,4,4,14,20,-4.0,0.4597701149425287,0.14942528735632185,13.118440779610193,MIA
3492,12/23/16,LAL,ORL,12/23/16,ORL vs. LAL,W,242,109,45,89,50.6,11,27,40.7,8,14,57.1,7,40,47,25,10,11,14,20,19.0,0.5674157303370787,0.15730337078651685,12.82521069989007,LAL,LAL,12/23/16,LAL @ ORL,L,239,90,31,87,35.6,8,23,34.8,20,24,83.3,12,34,46,16,8,6,16,14,-19.0,0.4022988505747127,0.27586206896551724,14.089468122578372,LAL
3493,12/23/16,PHI,PHX,12/23/16,PHX vs. PHI,W,240,123,42,79,53.2,12,26,46.2,27,37,73.0,11,32,43,25,7,6,20,24,7.0,0.6075949367088608,0.4683544303797468,17.34906315058987,PHI,PHI,12/23/16,PHI @ PHX,L,239,116,42,83,50.6,13,31,41.9,19,22,86.4,8,20,28,23,7,6,19,31,-7.0,0.5843373493975904,0.26506024096385544,17.012893982808023,PHI
3494,12/23/16,SAS,POR,12/23/16,POR vs. SAS,L,240,90,35,79,44.3,12,30,40.0,8,16,50.0,10,23,33,21,8,2,15,19,-20.0,0.5189873417721519,0.20253164556962025,14.845605700712591,SAS,SAS,12/23/16,SAS @ POR,W,239,110,39,78,50.0,12,20,60.0,20,21,95.2,13,32,45,19,9,3,12,17,20.0,0.5769230769230769,0.2692307692307692,12.091898428053206,SAS
3495,12/23/16,TOR,UTA,12/23/16,UTA vs. TOR,L,240,98,35,79,44.3,10,27,37.0,18,21,85.7,9,31,40,21,7,2,16,16,-6.0,0.5063291139240507,0.26582278481012656,15.349194167306216,TOR,TOR,12/23/16,TOR @ UTA,W,240,104,43,81,53.1,8,21,38.1,10,15,66.7,5,31,36,12,12,4,10,19,6.0,0.5802469135802469,0.1851851851851852,10.245901639344263,TOR
3496,12/22/16,GSW,BKN,12/22/16,BKN vs. GSW,L,239,101,38,86,44.2,13,35,37.1,12,16,75.0,7,39,46,22,6,6,26,15,-16.0,0.5174418604651163,0.18604651162790695,21.84139784946236,GSW,GSW,12/22/16,GSW @ BKN,W,240,117,47,104,45.2,12,37,32.4,11,14,78.6,11,40,51,29,19,7,12,19,16.0,0.5096153846153846,0.1346153846153846,9.823182711198431,GSW
3497,12/22/16,BOS,IND,12/22/16,IND vs. BOS,L,240,102,35,82,42.7,7,23,30.4,25,29,86.2,8,42,50,20,5,3,19,21,-7.0,0.4695121951219512,0.35365853658536583,16.70182841068917,BOS,BOS,12/22/16,BOS @ IND,W,240,109,38,92,41.3,10,39,25.6,23,27,85.2,9,35,44,19,10,2,10,27,7.0,0.4673913043478261,0.29347826086956524,8.78117316473481,BOS
3498,12/22/16,SAS,LAC,12/22/16,LAC vs. SAS,W,240,106,39,83,47.0,11,28,39.3,17,22,77.3,6,34,40,18,8,6,12,22,5.0,0.536144578313253,0.26506024096385544,11.463507833397019,SAS,SAS,12/22/16,SAS @ LAC,L,239,101,37,92,40.2,6,19,31.6,21,25,84.0,18,37,55,19,8,7,12,23,-5.0,0.43478260869565216,0.2717391304347826,10.434782608695652,SAS
3499,12/22/16,LAL,MIA,12/22/16,MIA vs. LAL,W,240,115,45,84,53.6,11,22,50.0,14,21,66.7,10,37,47,25,7,6,12,15,8.0,0.6011904761904762,0.25,11.402508551881413,LAL,LAL,12/22/16,LAL @ MIA,L,241,107,40,90,44.4,14,38,36.8,13,15,86.7,9,31,40,18,7,2,13,14,-8.0,0.5222222222222223,0.16666666666666666,11.861313868613141,LAL
3500,12/22/16,ORL,NYK,12/22/16,NYK vs. ORL,W,240,106,41,96,42.7,9,20,45.0,15,17,88.2,18,34,52,26,9,9,15,18,11.0,0.4739583333333333,0.17708333333333334,12.660364618501012,ORL,ORL,12/22/16,ORL @ NYK,L,241,95,39,90,43.3,5,27,18.5,12,16,75.0,10,31,41,21,7,7,16,14,-11.0,0.4611111111111112,0.17777777777777778,14.154281670205238,ORL
3501,12/21/16,MIN,ATL,12/21/16,ATL vs. MIN,L,241,84,34,82,41.5,7,26,26.9,9,13,69.2,8,27,35,19,9,8,10,15,-8.0,0.4573170731707317,0.15853658536585366,10.233319688907082,MIN,MIN,12/21/16,MIN @ ATL,W,240,92,35,83,42.2,9,29,31.0,13,14,92.9,15,37,52,21,6,6,17,11,8.0,0.4759036144578313,0.1686746987951807,16.013564431047474,MIN
3502,12/21/16,WAS,CHI,12/21/16,CHI vs. WAS,L,240,97,38,95,40.0,6,21,28.6,15,19,78.9,17,32,49,25,4,5,14,18,-10.0,0.43157894736842106,0.2,11.929107021131562,WAS,WAS,12/21/16,WAS @ CHI,W,239,107,43,82,52.4,3,18,16.7,18,25,72.0,6,38,44,23,7,3,10,20,10.0,0.5426829268292683,0.3048780487804878,9.70873786407767,WAS
3503,12/21/16,MIL,CLE,12/21/16,CLE vs. MIL,W,240,113,43,87,49.4,15,27,55.6,12,19,63.2,9,33,42,30,3,7,11,20,11.0,0.5804597701149425,0.2183908045977012,10.342233922527267,MIL,MIL,12/21/16,MIL @ CLE,L,239,102,36,77,46.8,9,22,40.9,21,29,72.4,6,33,39,24,7,8,8,21,-11.0,0.525974025974026,0.37662337662337664,8.183306055646481,MIL
3504,12/21/16,MEM,DET,12/21/16,DET vs. MEM,L,240,86,26,72,36.1,6,23,26.1,28,37,75.7,10,36,46,17,2,3,17,18,-12.0,0.4027777777777778,0.5138888888888888,16.147416413373858,MEM,MEM,12/21/16,MEM @ DET,W,241,98,35,82,42.7,12,30,40.0,16,19,84.2,7,31,38,25,9,4,8,26,12.0,0.5,0.23170731707317074,8.13338755591704,MEM
3505,12/21/16,OKC,NOP,12/21/16,NOP vs. OKC,L,242,110,42,88,47.7,8,20,40.0,18,23,78.3,6,27,33,25,4,3,9,18,-11.0,0.5227272727272727,0.26136363636363635,8.401792382374907,OKC,OKC,12/21/16,OKC @ NOP,W,240,121,45,88,51.1,11,28,39.3,20,24,83.3,13,36,49,22,8,6,10,20,11.0,0.5738636363636364,0.2727272727272727,9.211495946941783,OKC
3506,12/21/16,HOU,PHX,12/21/16,PHX vs. HOU,L,241,111,44,93,47.3,9,25,36.0,14,20,70.0,14,30,44,20,7,6,8,23,-14.0,0.521505376344086,0.21505376344086025,7.285974499089254,HOU,HOU,12/21/16,HOU @ PHX,W,239,125,46,86,53.5,18,38,47.4,15,26,57.7,9,28,37,30,4,8,11,22,14.0,0.6395348837209303,0.3023255813953488,10.14385835485061,HOU
3507,12/21/16,DAL,POR,12/21/16,POR vs. DAL,L,241,95,32,72,44.4,10,27,37.0,21,28,75.0,9,34,43,15,6,4,17,20,-1.0,0.5138888888888888,0.3888888888888889,16.778523489932887,DAL,DAL,12/21/16,DAL @ POR,W,240,96,35,83,42.2,7,31,22.6,19,23,82.6,10,28,38,14,12,5,10,20,1.0,0.463855421686747,0.27710843373493976,9.69743987587277,DAL
3508,12/21/16,SAC,UTA,12/21/16,UTA vs. SAC,L,240,93,33,74,44.6,9,27,33.3,18,22,81.8,7,36,43,19,7,6,11,22,-1.0,0.5067567567567568,0.2972972972972973,11.618081960287284,SAC,SAC,12/21/16,SAC @ UTA,W,239,94,34,74,45.9,10,21,47.6,16,24,66.7,8,33,41,13,5,3,10,19,1.0,0.527027027027027,0.32432432432432434,10.575296108291033,SAC
3509,12/20/16,LAL,CHA,12/20/16,CHA vs. LAL,W,241,117,43,94,45.7,11,25,44.0,20,24,83.3,16,28,44,30,5,2,10,13,4.0,0.5159574468085106,0.2553191489361702,8.72905027932961,LAL,LAL,12/20/16,LAL @ CHA,L,240,113,44,90,48.9,16,33,48.5,9,11,81.8,10,30,40,29,5,12,12,20,-4.0,0.5777777777777777,0.12222222222222222,11.231748408835642,LAL
3510,12/20/16,UTA,GSW,12/20/16,GSW vs. UTA,W,239,104,40,90,44.4,9,23,39.1,15,17,88.2,9,41,50,24,13,3,10,18,30.0,0.4944444444444445,0.18888888888888888,9.304056568663938,UTA,UTA,12/20/16,UTA @ GSW,L,240,74,27,76,35.5,9,30,30.0,11,20,55.0,10,34,44,13,5,3,23,17,-30.0,0.4144736842105263,0.2631578947368421,21.335807050092765,UTA
3511,12/20/16,SAS,HOU,12/20/16,HOU vs. SAS,L,241,100,35,92,38.0,6,38,15.8,24,27,88.9,20,31,51,22,10,5,16,17,-2.0,0.4130434782608696,0.29347826086956524,13.34668001334668,SAS,SAS,12/20/16,SAS @ HOU,W,240,102,36,77,46.8,12,23,52.2,18,25,72.0,10,33,43,21,13,5,19,17,2.0,0.5454545454545454,0.3246753246753247,17.75700934579439,SAS
3512,12/20/16,DEN,LAC,12/20/16,LAC vs. DEN,W,241,119,47,86,54.7,16,36,44.4,9,13,69.2,5,32,37,32,7,2,12,13,17.0,0.6395348837209303,0.1511627906976744,11.569610489780176,DEN,DEN,12/20/16,DEN @ LAC,L,240,102,39,90,43.3,11,39,28.2,13,20,65.0,15,31,46,22,5,1,12,15,-17.0,0.4944444444444445,0.2222222222222222,10.830324909747294,DEN
3513,12/20/16,BOS,MEM,12/20/16,MEM vs. BOS,L,266,109,38,94,40.4,12,30,40.0,21,26,80.8,17,35,52,23,10,3,13,30,-3.0,0.4680851063829787,0.2765957446808511,10.976021614319489,BOS,BOS,12/20/16,BOS @ MEM,W,265,112,33,81,40.7,12,37,32.4,34,38,89.5,8,33,41,22,7,5,11,22,3.0,0.4814814814814815,0.4691358024691358,10.117733627667402,BOS
3514,12/20/16,ORL,MIA,12/20/16,MIA vs. ORL,L,290,130,50,108,46.3,12,30,40.0,18,26,69.2,9,39,48,22,4,6,10,30,-6.0,0.5185185185185185,0.24074074074074076,7.725587144622993,ORL,ORL,12/20/16,ORL @ MIA,W,290,136,52,105,49.5,11,22,50.0,21,31,67.7,6,41,47,24,3,5,11,25,6.0,0.5476190476190477,0.29523809523809524,8.485035482875656,ORL
3515,12/20/16,CLE,MIL,12/20/16,MIL vs. CLE,L,265,108,40,87,46.0,7,27,25.9,21,29,72.4,11,40,51,22,6,6,14,21,-6.0,0.5,0.3333333333333333,12.30661040787623,CLE,CLE,12/20/16,CLE @ MIL,W,264,114,37,91,40.7,17,40,42.5,23,27,85.2,9,34,43,19,5,2,10,21,6.0,0.5,0.2967032967032967,8.858965272856134,CLE
3516,12/20/16,IND,NYK,12/20/16,NYK vs. IND,W,241,118,44,88,50.0,13,23,56.5,17,21,81.0,4,41,45,24,6,8,14,18,7.0,0.5738636363636364,0.23863636363636365,12.5854009349155,IND,IND,12/20/16,IND @ NYK,L,239,111,39,91,42.9,6,23,26.1,27,33,81.8,11,33,44,22,10,5,9,14,-7.0,0.4615384615384616,0.3626373626373626,7.858889276982187,IND
3517,12/20/16,NOP,PHI,12/20/16,PHI vs. NOP,L,241,93,33,82,40.2,11,33,33.3,16,21,76.2,6,37,43,18,6,8,13,20,-15.0,0.4695121951219512,0.25609756097560976,12.4712202609363,NOP,NOP,12/20/16,NOP @ PHI,W,241,108,40,93,43.0,10,17,58.8,18,26,69.2,16,40,56,28,2,3,11,16,15.0,0.4838709677419355,0.27956989247311825,9.528759528759528,NOP
3518,12/20/16,POR,SAC,12/20/16,SAC vs. POR,W,241,126,40,72,55.6,10,23,43.5,36,43,83.7,4,27,31,20,3,4,10,28,5.0,0.625,0.5972222222222222,9.908838684106222,POR,POR,12/20/16,POR @ SAC,L,239,121,44,86,51.2,4,28,14.3,29,40,72.5,15,26,41,30,5,4,8,31,-5.0,0.5348837209302325,0.4651162790697674,7.168458781362008,POR
3519,12/20/16,BKN,TOR,12/20/16,TOR vs. BKN,W,242,116,42,91,46.2,8,18,44.4,24,31,77.4,12,36,48,19,13,9,13,21,12.0,0.5054945054945055,0.3406593406593407,11.050663039782386,BKN,BKN,12/20/16,BKN @ TOR,L,239,104,36,91,39.6,10,35,28.6,22,28,78.6,14,38,52,20,9,5,16,23,-12.0,0.4505494505494506,0.3076923076923077,13.409319477036538,BKN
3520,12/19/16,DET,CHI,12/19/16,CHI vs. DET,W,239,113,49,82,59.8,8,16,50.0,7,7,100.0,9,37,46,34,9,5,13,13,31.0,0.6463414634146342,0.08536585365853659,13.254486133768351,DET,DET,12/19/16,DET @ CHI,L,240,82,34,83,41.0,3,23,13.0,11,13,84.6,10,22,32,19,8,3,11,8,-31.0,0.427710843373494,0.1566265060240964,11.03088648215002,DET
3521,12/19/16,DAL,DEN,12/19/16,DEN vs. DAL,W,240,117,45,80,56.3,13,25,52.0,14,18,77.8,7,34,41,32,7,0,11,13,10.0,0.64375,0.225,11.120097048119693,DAL,DAL,12/19/16,DAL @ DEN,L,239,107,43,80,53.8,14,25,56.0,7,9,77.8,4,25,29,21,4,4,12,17,-10.0,0.625,0.1125,12.505210504376825,DAL
3522,12/19/16,WAS,IND,12/19/16,IND vs. WAS,W,241,107,41,87,47.1,7,21,33.3,18,21,85.7,9,32,41,18,6,5,15,20,2.0,0.5114942528735632,0.2413793103448276,13.48435814455232,WAS,WAS,12/19/16,WAS @ IND,L,241,105,38,88,43.2,8,33,24.2,21,26,80.8,14,35,49,19,5,6,15,22,-2.0,0.4772727272727273,0.2954545454545455,13.107305138063614,WAS
3523,12/19/16,PHX,MIN,12/19/16,MIN vs. PHX,W,240,115,42,86,48.8,7,19,36.8,24,25,96.0,11,30,41,26,8,7,19,25,7.0,0.5290697674418605,0.2906976744186047,16.379310344827587,PHX,PHX,12/19/16,PHX @ MIN,L,242,108,37,82,45.1,9,21,42.9,25,35,71.4,8,26,34,16,11,5,17,23,-7.0,0.5060975609756098,0.4268292682926829,14.860139860139858,PHX
3524,12/19/16,ATL,OKC,12/19/16,OKC vs. ATL,L,240,108,39,87,44.8,10,35,28.6,20,26,76.9,15,29,44,13,8,3,12,18,-2.0,0.5057471264367817,0.2988505747126437,10.865628395508873,ATL,ATL,12/19/16,ATL @ OKC,W,240,110,41,75,54.7,9,23,39.1,19,24,79.2,5,30,35,24,5,2,15,20,2.0,0.6066666666666667,0.32,14.916467780429594,ATL
3525,12/18/16,SAC,DAL,12/18/16,DAL vs. SAC,W,241,99,34,77,44.2,13,33,39.4,18,22,81.8,6,38,44,20,10,6,11,13,20.0,0.525974025974026,0.2857142857142857,11.26126126126126,SAC,SAC,12/18/16,SAC @ DAL,L,241,79,30,76,39.5,8,31,25.8,11,17,64.7,6,36,42,16,7,4,15,21,-20.0,0.4473684210526316,0.2236842105263158,15.231519090170591,SAC
3526,12/18/16,UTA,MEM,12/18/16,MEM vs. UTA,L,241,73,28,93,30.1,2,23,8.7,15,18,83.3,19,29,48,12,8,1,8,28,-9.0,0.3118279569892473,0.1935483870967742,7.344840249724568,UTA,UTA,12/18/16,UTA @ MEM,W,238,82,30,66,45.5,8,27,29.6,14,25,56.0,5,37,42,18,4,11,15,20,9.0,0.5151515151515151,0.3787878787878788,16.304347826086953,UTA
3527,12/18/16,BOS,MIA,12/18/16,MIA vs. BOS,L,242,95,36,69,52.2,9,24,37.5,14,25,56.0,6,35,41,23,7,5,23,20,-10.0,0.5869565217391305,0.3623188405797101,22.330097087378643,BOS,BOS,12/18/16,BOS @ MIA,W,240,105,41,90,45.6,9,28,32.1,14,19,73.7,11,26,37,21,13,2,11,16,10.0,0.5055555555555555,0.2111111111111111,10.05852231163131,BOS
3528,12/18/16,TOR,ORL,12/18/16,ORL vs. TOR,L,240,79,34,83,41.0,3,21,14.3,8,9,88.9,10,32,42,13,5,3,19,17,-30.0,0.427710843373494,0.10843373493975904,17.93129482823707,TOR,TOR,12/18/16,TOR @ ORL,W,240,109,43,87,49.4,7,27,25.9,16,21,76.2,10,37,47,20,10,7,10,16,30.0,0.5344827586206896,0.2413793103448276,9.41265060240964,TOR
3529,12/18/16,BKN,PHI,12/18/16,PHI vs. BKN,W,240,108,38,88,43.2,12,28,42.9,20,23,87.0,13,34,47,23,5,5,17,18,1.0,0.5,0.26136363636363635,14.767199444058376,BKN,BKN,12/18/16,BKN @ PHI,L,240,107,36,81,44.4,12,34,35.3,23,31,74.2,7,36,43,26,8,5,16,20,-1.0,0.5185185185185185,0.382716049382716,14.461315979754158,BKN
3530,12/18/16,NOP,SAS,12/18/16,SAS vs. NOP,W,241,113,42,86,48.8,11,22,50.0,18,22,81.8,12,37,49,31,6,6,13,15,13.0,0.5523255813953488,0.2558139534883721,11.961722488038275,NOP,NOP,12/18/16,NOP @ SAS,L,239,100,41,89,46.1,10,26,38.5,8,14,57.1,8,29,37,29,8,6,10,17,-13.0,0.5168539325842697,0.15730337078651685,9.509319132750095,NOP
3531,12/18/16,LAC,WAS,12/18/16,WAS vs. LAC,W,240,117,43,81,53.1,10,19,52.6,21,30,70.0,9,24,33,24,10,4,15,24,7.0,0.5925925925925926,0.3703703703703704,13.736263736263735,LAC,LAC,12/18/16,LAC @ WAS,L,240,110,43,87,49.4,7,24,29.2,17,24,70.8,12,28,40,28,7,1,15,23,-7.0,0.5344827586206896,0.27586206896551724,13.326226012793176,LAC
3532,12/17/16,CHA,ATL,12/17/16,ATL vs. CHA,L,240,99,40,86,46.5,10,26,38.5,9,16,56.3,9,38,47,26,4,2,12,18,-8.0,0.5232558139534884,0.18604651162790695,11.424219345011425,CHA,CHA,12/17/16,CHA @ ATL,W,240,107,43,88,48.9,12,27,44.4,9,13,69.2,7,36,43,26,8,3,12,17,8.0,0.5568181818181818,0.14772727272727273,11.350737797956867,CHA
