,key_0,key_1,H_TEAM,DATE_x,MATCHUP_x,W/L,MIN,H_PTS,H_FGM,H_FGA,H_FGPerc,H_3PM,H_3PA,H_ThreePPerc,H_FTM,H_FTA,H_FTPerc,H_OREB,H_DREB,H_REB,H_AST,H_STL,H_BLK,H_TOV,H_PF,H_+/,H_EFGPerc,H_FTR,H_TOVPerc,Away_Team_x,A_TEAM,DATE_y,MATCHUP_y,A_W/L,A_MIN,A_PTS,A_FGM,A_FGA,A_FGPerc,A_3PM,A_3PA,A_ThreePPerc,A_FTM,A_FTA,A_FTPerc,A_OREB,A_DREB,A_REB,A_AST,A_STL,A_BLK,A_TOV,A_PF,A_+/,A_EFGPerc,A_FTR,A_TOVPerc,Away_Team_y
2145,12/23/17,ORL,WAS,12/23/17,WAS vs. ORL,W,239,130,47,86,54.7,16,30,53.3,20,23,87.0,12,37,49,29,5,2,16,18,27.0,0.6395348837209303,0.26744186046511625,14.270424545130215,ORL,ORL,12/23/17,ORL @ WAS,L,241,103,42,87,48.3,8,26,30.8,11,17,64.7,4,24,28,17,7,3,12,22,-27.0,0.5287356321839081,0.19540229885057472,11.269722013523664,ORL
2146,12/22/17,WAS,BKN,12/22/17,BKN vs. WAS,W,241,119,44,88,50.0,14,41,34.1,17,21,81.0,13,47,60,29,4,4,14,17,35.0,0.5795454545454546,0.23863636363636365,12.5854009349155,WAS,WAS,12/22/17,WAS @ BKN,L,239,84,34,93,36.6,5,20,25.0,11,15,73.3,7,28,35,22,7,1,7,18,-35.0,0.3924731182795699,0.16129032258064516,6.566604127579737,WAS
2147,12/22/17,NYK,DET,12/22/17,DET vs. NYK,W,240,104,38,88,43.2,10,25,40.0,18,25,72.0,15,29,44,19,8,5,11,11,3.0,0.4886363636363637,0.2840909090909091,10.0,NYK,NYK,12/22/17,NYK @ DET,L,240,101,44,97,45.4,8,24,33.3,5,6,83.3,16,35,51,25,6,9,14,20,-3.0,0.4948453608247423,0.061855670103092786,12.319605772615276,NYK
2148,12/22/17,LAL,GSW,12/22/17,GSW vs. LAL,W,241,113,42,85,49.4,7,24,29.2,22,27,81.5,10,32,42,24,9,13,15,17,7.0,0.5352941176470588,0.3176470588235294,13.407222023596713,LAL,LAL,12/22/17,LAL @ GSW,L,240,106,40,94,42.6,11,29,37.9,15,22,68.2,15,31,46,22,11,5,15,23,-7.0,0.4840425531914894,0.23404255319148934,12.639029322548026,LAL
2149,12/22/17,LAC,HOU,12/22/17,HOU vs. LAC,L,240,118,36,78,46.2,17,40,42.5,29,35,82.9,9,34,43,16,4,4,17,26,-10.0,0.5705128205128205,0.4487179487179487,15.39855072463768,LAC,LAC,12/22/17,LAC @ HOU,W,240,128,43,91,47.3,18,42,42.9,24,31,77.4,9,29,38,24,8,5,8,25,10.0,0.5714285714285714,0.3406593406593407,7.102272727272728,LAC
2150,12/22/17,DAL,MIA,12/22/17,MIA vs. DAL,W,240,113,46,72,63.9,16,25,64.0,5,6,83.3,2,33,35,25,3,3,11,15,12.0,0.75,0.08333333333333333,12.844465203176089,DAL,DAL,12/22/17,DAL @ MIA,L,241,101,38,75,50.7,17,35,48.6,8,11,72.7,3,19,22,28,5,2,8,12,-12.0,0.62,0.14666666666666667,9.107468123861564,DAL
2151,12/22/17,CHA,MIL,12/22/17,MIL vs. CHA,W,239,109,41,87,47.1,8,29,27.6,19,23,82.6,6,37,43,27,7,5,7,16,5.0,0.5172413793103449,0.26436781609195403,6.7230119093353835,CHA,CHA,12/22/17,CHA @ MIL,L,240,104,39,88,44.3,12,26,46.2,14,17,82.4,9,34,43,21,4,7,9,18,-5.0,0.5113636363636364,0.19318181818181815,8.614088820826952,CHA
2152,12/22/17,ATL,OKC,12/22/17,OKC vs. ATL,W,241,120,44,82,53.7,13,25,52.0,19,31,61.3,15,25,40,24,11,5,19,18,3.0,0.6158536585365854,0.3780487804878049,16.573621772505234,ATL,ATL,12/22/17,ATL @ OKC,L,241,117,44,85,51.8,15,32,46.9,14,17,82.4,7,20,27,28,12,3,15,24,-3.0,0.6058823529411764,0.2,13.956084852995904,ATL
2153,12/22/17,NOP,ORL,12/22/17,ORL vs. NOP,L,241,97,36,85,42.4,4,20,20.0,21,29,72.4,10,30,40,16,7,2,14,19,-14.0,0.4470588235294118,0.3411764705882353,12.526843235504654,NOP,NOP,12/22/17,NOP @ ORL,W,240,111,43,86,50.0,10,30,33.3,15,24,62.5,11,37,48,23,10,2,15,25,14.0,0.5581395348837209,0.2790697674418605,13.445679455001795,NOP
2154,12/22/17,DEN,POR,12/22/17,POR vs. DEN,L,241,85,35,83,42.2,6,22,27.3,9,16,56.3,10,24,34,15,6,4,9,19,-17.0,0.4578313253012048,0.1927710843373494,9.087237479806138,DEN,DEN,12/22/17,DEN @ POR,W,241,102,42,85,49.4,7,25,28.0,11,15,73.3,16,33,49,19,4,10,14,13,17.0,0.5352941176470588,0.17647058823529413,13.257575757575758,DEN
2155,12/21/17,CHI,CLE,12/21/17,CLE vs. CHI,W,239,115,42,82,51.2,12,29,41.4,19,22,86.4,7,28,35,25,10,3,12,14,3.0,0.5853658536585366,0.2682926829268293,11.574074074074073,CHI,CHI,12/21/17,CHI @ CLE,L,240,112,47,85,55.3,12,31,38.7,6,8,75.0,5,30,35,34,8,1,12,19,-3.0,0.6235294117647059,0.09411764705882353,11.937922801432553,CHI
2156,12/21/17,BOS,NYK,12/21/17,NYK vs. BOS,W,240,102,36,79,45.6,8,14,57.1,22,26,84.6,11,38,49,13,8,3,17,20,9.0,0.5063291139240507,0.3291139240506329,15.822784810126587,BOS,BOS,12/21/17,BOS @ NYK,L,239,93,33,86,38.4,13,38,34.2,14,19,73.7,9,26,35,17,11,1,10,20,-8.8,0.4593023255813953,0.22093023255813954,9.582215408202376,BOS
2157,12/21/17,TOR,PHI,12/21/17,PHI vs. TOR,L,240,109,45,86,52.3,9,29,31.0,10,14,71.4,13,27,40,27,14,6,23,27,-5.0,0.5755813953488372,0.16279069767441862,19.972212573810356,TOR,TOR,12/21/17,TOR @ PHI,W,239,114,35,85,41.2,12,35,34.3,32,35,91.4,19,26,45,18,14,6,21,19,5.0,0.4823529411764706,0.4117647058823529,17.29818780889621,TOR
2158,12/21/17,MEM,PHX,12/21/17,PHX vs. MEM,W,240,97,33,81,40.7,10,26,38.5,21,27,77.8,12,32,44,21,4,1,10,17,2.0,0.4691358024691358,0.3333333333333333,9.720062208398133,MEM,MEM,12/21/17,MEM @ PHX,L,241,95,39,90,43.3,5,26,19.2,12,16,75.0,15,35,50,15,5,7,9,22,-2.0,0.4611111111111112,0.17777777777777778,8.487363259147491,MEM
2159,12/21/17,SAS,UTA,12/21/17,UTA vs. SAS,W,240,100,34,74,45.9,12,26,46.2,20,24,83.3,5,36,41,18,7,4,12,18,11.0,0.5405405405405406,0.32432432432432434,12.427506213753107,SAS,SAS,12/21/17,SAS @ UTA,L,240,89,34,78,43.6,10,21,47.6,11,16,68.8,5,33,38,14,7,3,14,21,-11.0,0.5,0.20512820512820512,14.135702746365107,SAS
2160,12/20/17,IND,ATL,12/20/17,ATL vs. IND,L,239,95,35,81,43.2,8,29,27.6,17,20,85.0,11,32,43,27,5,6,13,17,-10.0,0.4814814814814815,0.2469135802469136,12.645914396887159,IND,IND,12/20/17,IND @ ATL,W,240,105,40,82,48.8,7,21,33.3,18,19,94.7,8,29,37,19,5,5,9,18,10.0,0.5304878048780488,0.23170731707317074,9.057971014492754,IND
2161,12/20/17,SAC,BKN,12/20/17,BKN vs. SAC,L,240,99,32,82,39.0,15,42,35.7,20,23,87.0,14,24,38,15,5,7,10,19,-5.0,0.4817073170731707,0.2804878048780488,9.792401096748922,SAC,SAC,12/20/17,SAC @ BKN,W,238,104,40,82,48.8,7,19,36.8,17,20,85.0,13,35,48,14,4,4,12,19,5.0,0.5304878048780488,0.24390243902439024,11.673151750972762,SAC
2162,12/20/17,MIA,BOS,12/20/17,BOS vs. MIA,L,241,89,30,80,37.5,13,32,40.6,16,21,76.2,5,39,44,18,5,5,10,22,-1.0,0.45625,0.2625,10.076582023377673,MIA,MIA,12/20/17,MIA @ BOS,W,241,90,33,75,44.0,10,28,35.7,14,25,56.0,6,40,46,23,6,3,12,16,1.0,0.5066666666666667,0.3333333333333333,12.244897959183671,MIA
2163,12/20/17,TOR,CHA,12/20/17,CHA vs. TOR,L,240,111,39,85,45.9,7,23,30.4,26,35,74.3,8,31,39,21,10,6,12,18,-18.0,0.5,0.4117647058823529,10.676156583629894,TOR,TOR,12/20/17,TOR @ CHA,W,240,129,49,91,53.8,16,33,48.5,15,18,83.3,10,33,43,35,6,7,14,27,18.0,0.6263736263736264,0.1978021978021978,12.398157987956074,TOR
2164,12/20/17,ORL,CHI,12/20/17,CHI vs. ORL,W,240,112,44,87,50.6,11,32,34.4,13,14,92.9,9,42,51,31,6,8,11,23,18.0,0.5689655172413793,0.16091954022988506,10.560675883256527,ORL,ORL,12/20/17,ORL @ CHI,L,238,94,35,89,39.3,5,27,18.5,19,23,82.6,6,29,35,23,5,1,9,15,-18.0,0.4213483146067416,0.25842696629213485,8.324084350721419,ORL
2165,12/20/17,DET,DAL,12/20/17,DAL vs. DET,W,239,110,40,75,53.3,14,30,46.7,16,20,80.0,4,33,37,22,6,7,12,17,17.0,0.6266666666666667,0.26666666666666666,12.526096033402922,DET,DET,12/20/17,DET @ DAL,L,239,93,33,77,42.9,7,24,29.2,20,22,90.9,6,32,38,19,4,2,12,19,-17.0,0.47402597402597396,0.2857142857142857,12.160518848804214,DET
2166,12/20/17,MIN,DEN,12/20/17,DEN vs. MIN,L,240,104,36,72,50.0,13,28,46.4,19,24,79.2,8,34,42,27,6,5,21,18,-8.0,0.5902777777777778,0.3333333333333333,20.278099652375435,MIN,MIN,12/20/17,MIN @ DEN,W,240,112,43,87,49.4,8,24,33.3,18,19,94.7,8,29,37,28,12,2,8,20,8.0,0.5402298850574713,0.2183908045977012,7.7399380804953575,MIN
2167,12/20/17,MEM,GSW,12/20/17,GSW vs. MEM,W,240,97,34,74,45.9,7,21,33.3,22,25,88.0,14,30,44,26,9,8,16,19,13.0,0.5067567567567568,0.33783783783783783,15.84158415841584,MEM,MEM,12/20/17,MEM @ GSW,L,238,84,28,84,33.3,12,31,38.7,16,19,84.2,15,26,41,20,10,6,16,23,-13.0,0.4047619047619048,0.2261904761904762,14.765596160945,MEM
2168,12/20/17,LAL,HOU,12/20/17,HOU vs. LAL,L,239,116,37,90,41.1,17,42,40.5,25,32,78.1,12,35,47,19,7,5,14,30,-6.0,0.5055555555555555,0.3555555555555556,11.856368563685637,LAL,LAL,12/20/17,LAL @ HOU,W,239,122,40,85,47.1,15,35,42.9,27,43,62.8,10,37,47,27,8,5,10,25,6.0,0.5588235294117647,0.5058823529411764,8.778089887640448,LAL
2169,12/20/17,PHX,LAC,12/20/17,LAC vs. PHX,W,239,108,41,87,47.1,10,30,33.3,16,24,66.7,9,41,50,22,1,4,9,19,13.0,0.5287356321839081,0.27586206896551724,8.445945945945946,PHX,PHX,12/20/17,PHX @ LAC,L,240,95,35,97,36.1,8,35,22.9,17,19,89.5,14,36,50,22,3,3,10,25,-13.0,0.4020618556701031,0.1958762886597938,8.668515950069349,PHX
2170,12/20/17,UTA,OKC,12/20/17,OKC vs. UTA,W,240,107,40,77,51.9,8,23,34.8,19,22,86.4,8,34,42,23,15,5,13,26,28.0,0.5714285714285714,0.2857142857142857,13.041733547351525,UTA,UTA,12/20/17,UTA @ OKC,L,241,79,26,73,35.6,7,31,22.6,20,27,74.1,11,28,39,13,6,3,18,15,-28.0,0.4041095890410959,0.3698630136986301,17.49611197511664,UTA
2171,12/20/17,SAS,POR,12/20/17,POR vs. SAS,L,238,91,38,96,39.6,6,25,24.0,9,14,64.3,12,25,37,18,13,2,8,14,-2.0,0.4270833333333333,0.14583333333333334,7.262164124909224,SAS,SAS,12/20/17,SAS @ POR,W,238,93,41,79,51.9,6,17,35.3,5,6,83.3,9,44,53,17,7,9,23,16,2.0,0.5569620253164557,0.0759493670886076,21.980122324159023,SAS
2172,12/19/17,CLE,MIL,12/19/17,MIL vs. CLE,W,241,119,43,82,52.4,11,29,37.9,22,27,81.5,8,32,40,27,12,3,14,18,3.0,0.5914634146341463,0.32926829268292684,12.977382276603633,CLE,CLE,12/19/17,CLE @ MIL,L,239,116,40,80,50.0,16,41,39.0,20,24,83.3,7,30,37,26,9,3,14,20,-3.0,0.6,0.3,13.389441469013006,CLE
2173,12/19/17,SAC,PHI,12/19/17,PHI vs. SAC,L,239,95,34,81,42.0,10,35,28.6,17,24,70.8,13,40,53,21,7,6,19,19,-6.0,0.4814814814814815,0.2962962962962963,17.185238784370476,SAC,SAC,12/19/17,SAC @ PHI,W,239,101,41,91,45.1,7,27,25.9,12,23,52.2,9,30,39,21,11,6,12,20,6.0,0.489010989010989,0.25274725274725274,10.608203677510607,SAC
2174,12/19/17,NOP,WAS,12/19/17,WAS vs. NOP,W,240,116,46,92,50.0,14,35,40.0,10,14,71.4,10,34,44,29,8,3,16,31,7.0,0.5760869565217391,0.15217391304347827,14.015416958654521,NOP,NOP,12/19/17,NOP @ WAS,L,240,106,34,80,42.5,5,20,25.0,33,40,82.5,11,31,42,20,7,1,16,16,-7.0,0.45625,0.5,14.084507042253524,NOP
2175,12/18/17,MIA,ATL,12/18/17,ATL vs. MIA,W,241,110,38,83,45.8,8,22,36.4,26,31,83.9,10,29,39,25,8,6,12,23,6.0,0.5060240963855421,0.3734939759036144,11.045655375552283,MIA,MIA,12/18/17,MIA @ ATL,L,241,104,36,79,45.6,7,25,28.0,25,30,83.3,8,34,42,19,9,6,19,28,-6.0,0.5,0.37974683544303794,17.086330935251794,MIA
2176,12/18/17,NYK,CHA,12/18/17,CHA vs. NYK,W,240,109,43,88,48.9,9,20,45.0,14,16,87.5,12,35,47,30,10,6,19,16,18.0,0.5397727272727273,0.18181818181818185,16.660820764643983,NYK,NYK,12/18/17,NYK @ CHA,L,240,91,36,86,41.9,3,18,16.7,16,20,80.0,10,27,37,21,10,5,17,16,-18.0,0.43604651162790703,0.2325581395348837,15.20572450805009,NYK
2177,12/18/17,PHI,CHI,12/18/17,CHI vs. PHI,W,240,117,44,92,47.8,13,28,46.4,16,19,84.2,5,34,39,27,9,7,15,16,2.0,0.5489130434782609,0.2065217391304348,13.00277392510402,PHI,PHI,12/18/17,PHI @ CHI,L,240,115,44,91,48.4,14,33,42.4,13,18,72.2,9,38,47,30,9,8,20,23,-2.0,0.5604395604395604,0.1978021978021978,16.818028927009752,PHI
2178,12/18/17,PHX,DAL,12/18/17,DAL vs. PHX,L,240,91,32,88,36.4,11,37,29.7,16,17,94.1,8,34,42,21,10,5,15,18,-6.0,0.4261363636363637,0.19318181818181815,13.577118030412743,PHX,PHX,12/18/17,PHX @ DAL,W,241,97,35,79,44.3,10,25,40.0,17,22,77.3,7,42,49,17,9,6,18,25,6.0,0.5063291139240507,0.27848101265822783,16.87289088863892,PHX
2179,12/18/17,UTA,HOU,12/18/17,HOU vs. UTA,W,241,120,40,77,51.9,17,43,39.5,23,27,85.2,12,40,52,25,5,7,14,13,21.0,0.6298701298701299,0.35064935064935066,13.608087091757385,UTA,UTA,12/18/17,UTA @ HOU,L,240,99,42,91,46.2,8,27,29.6,7,8,87.5,5,27,32,17,12,1,6,22,-21.0,0.5054945054945055,0.08791208791208792,5.968961400716276,UTA
2180,12/18/17,BOS,IND,12/18/17,IND vs. BOS,L,240,111,37,79,46.8,7,21,33.3,30,38,78.9,9,29,38,14,12,3,12,16,-1.0,0.5126582278481012,0.4810126582278481,11.139992573338283,BOS,BOS,12/18/17,BOS @ IND,W,240,112,44,79,55.7,16,26,61.5,8,14,57.1,6,32,38,26,6,4,19,31,1.0,0.6582278481012658,0.17721518987341772,18.24116743471582,BOS
2181,12/18/17,GSW,LAL,12/18/17,LAL vs. GSW,L,266,114,41,92,44.6,10,25,40.0,22,35,62.9,7,38,45,23,9,9,12,26,-2.0,0.5,0.3804347826086957,10.050251256281406,GSW,GSW,12/18/17,GSW @ LAL,W,266,116,43,107,40.2,11,34,32.4,19,21,90.5,15,46,61,25,6,10,14,26,2.0,0.4532710280373832,0.19626168224299065,10.749385749385748,GSW
2182,12/18/17,POR,MIN,12/18/17,MIN vs. POR,W,240,108,42,91,46.2,7,19,36.8,17,21,81.0,11,21,32,19,6,2,10,14,1.0,0.5,0.2307692307692308,9.0711175616836,POR,POR,12/18/17,POR @ MIN,L,240,107,46,84,54.8,10,24,41.7,5,5,100.0,7,33,40,26,6,8,17,19,-1.0,0.6071428571428571,0.05952380952380953,16.472868217054266,POR
2183,12/18/17,DEN,OKC,12/18/17,OKC vs. DEN,W,241,95,39,81,48.1,7,24,29.2,10,15,66.7,6,34,40,13,9,5,10,13,1.0,0.5246913580246914,0.1851851851851852,10.245901639344263,DEN,DEN,12/18/17,DEN @ OKC,L,241,94,37,86,43.0,12,37,32.4,8,12,66.7,8,37,45,21,8,3,11,18,-1.0,0.5,0.13953488372093026,10.7547907704341,DEN
2184,12/18/17,LAC,SAS,12/18/17,SAS vs. LAC,W,240,109,40,82,48.8,9,24,37.5,20,25,80.0,8,37,45,22,7,4,16,19,18.0,0.5426829268292683,0.3048780487804878,14.678899082568808,LAC,LAC,12/18/17,LAC @ SAS,L,240,91,37,84,44.0,9,29,31.0,8,16,50.0,8,34,42,21,12,4,17,23,-10.0,0.4940476190476191,0.19047619047619047,15.734912995186967,LAC
2185,12/17/17,IND,BKN,12/17/17,BKN vs. IND,L,239,97,34,81,42.0,12,33,36.4,17,21,81.0,7,22,29,26,7,2,9,17,-12.0,0.4938271604938271,0.25925925925925924,9.068923821039904,IND,IND,12/17/17,IND @ BKN,W,240,109,43,76,56.6,8,18,44.4,15,19,78.9,6,37,43,21,6,7,15,20,12.0,0.618421052631579,0.25,15.096618357487927,IND
2186,12/17/17,ORL,DET,12/17/17,DET vs. ORL,W,240,114,42,89,47.2,17,34,50.0,13,16,81.3,7,32,39,27,11,3,13,17,4.0,0.5674157303370787,0.1797752808988764,11.922230374174616,ORL,ORL,12/17/17,ORL @ DET,L,239,110,41,85,48.2,17,33,51.5,11,17,64.7,8,32,40,27,6,4,16,16,-4.0,0.5823529411764706,0.2,14.749262536873154,ORL
2187,12/17/17,SAC,TOR,12/17/17,TOR vs. SAC,W,241,108,36,85,42.4,13,30,43.3,23,28,82.1,12,34,46,20,8,9,12,13,15.0,0.5,0.32941176470588235,10.976948408342484,SAC,SAC,12/17/17,SAC @ TOR,L,240,93,38,81,46.9,11,26,42.3,6,8,75.0,6,26,32,25,9,9,15,19,-15.0,0.5370370370370371,0.09876543209876544,15.072347266881028,SAC
2188,12/17/17,CLE,WAS,12/17/17,WAS vs. CLE,L,241,99,39,91,42.9,12,33,36.4,9,16,56.3,13,38,51,20,4,5,10,18,-7.0,0.4945054945054945,0.17582417582417584,9.255831173639393,CLE,CLE,12/17/17,CLE @ WAS,W,239,106,41,87,47.1,14,34,41.2,10,12,83.3,4,38,42,24,6,4,8,16,7.0,0.5517241379310345,0.13793103448275862,7.977662544874351,CLE
2189,12/16/17,POR,CHA,12/16/17,CHA vs. POR,L,240,91,33,96,34.4,7,31,22.6,18,28,64.3,13,38,51,18,9,3,6,21,-2.0,0.3802083333333333,0.2916666666666667,5.248425472358293,POR,POR,12/16/17,POR @ CHA,W,240,93,37,79,46.8,10,24,41.7,9,18,50.0,5,42,47,19,2,3,20,21,2.0,0.5316455696202531,0.2278481012658228,18.70557426112982,POR
2190,12/16/17,UTA,CLE,12/16/17,CLE vs. UTA,W,240,109,42,79,53.2,10,22,45.5,15,17,88.2,8,33,41,30,9,1,12,15,9.0,0.5949367088607594,0.21518987341772156,12.185215272136473,UTA,UTA,12/16/17,UTA @ CLE,L,240,100,37,81,45.7,17,34,50.0,9,14,64.3,11,27,38,24,9,7,12,14,-9.0,0.5617283950617284,0.1728395061728395,12.10165389269867,UTA
2191,12/16/17,MIL,HOU,12/16/17,HOU vs. MIL,W,240,115,35,76,46.1,11,35,31.4,34,42,81.0,4,34,38,16,7,4,15,23,4.0,0.5328947368421053,0.5526315789473685,13.701132626963828,MIL,MIL,12/16/17,MIL @ HOU,L,240,111,38,82,46.3,8,27,29.6,27,33,81.8,8,32,40,17,12,7,14,34,-4.0,0.5121951219512195,0.4024390243902439,12.667390517553384,MIL
2192,12/16/17,BOS,MEM,12/16/17,MEM vs. BOS,L,240,93,32,79,40.5,14,34,41.2,15,17,88.2,10,28,38,18,8,3,13,19,-9.0,0.4936708860759494,0.21518987341772156,13.067953357458787,BOS,BOS,12/16/17,BOS @ MEM,W,238,102,39,80,48.8,14,30,46.7,10,14,71.4,14,28,42,21,6,6,16,19,9.0,0.575,0.175,15.661707126076744,BOS
2193,12/16/17,LAC,MIA,12/16/17,MIA vs. LAC,W,239,90,31,82,37.8,12,35,34.3,16,21,76.2,9,28,37,22,10,8,8,15,5.0,0.451219512195122,0.25609756097560976,8.061265618702135,LAC,LAC,12/16/17,LAC @ MIA,L,241,85,35,80,43.8,8,28,28.6,7,14,50.0,12,34,46,18,3,5,17,22,-5.0,0.4875,0.175,16.479255525397438,LAC
2194,12/16/17,PHX,MIN,12/16/17,MIN vs. PHX,L,242,106,40,95,42.1,9,27,33.3,17,24,70.8,10,21,31,21,14,8,6,19,-5.0,0.468421052631579,0.25263157894736843,5.3782717820007155,PHX,PHX,12/16/17,PHX @ MIN,W,241,108,33,72,45.8,11,24,45.8,31,35,88.6,13,39,52,22,4,3,23,21,5.0,0.5347222222222222,0.4861111111111111,20.83333333333333,PHX
2195,12/16/17,OKC,NYK,12/16/17,NYK vs. OKC,W,241,111,38,69,55.1,14,23,60.9,21,26,80.8,6,29,35,21,9,3,13,22,15.0,0.6521739130434783,0.37681159420289856,13.912671232876713,OKC,OKC,12/16/17,OKC @ NYK,L,240,96,36,85,42.4,12,27,44.4,12,20,60.0,16,26,42,18,9,7,14,22,-15.0,0.4941176470588236,0.2352941176470588,12.987012987012987,OKC
2196,12/16/17,DAL,SAS,12/16/17,SAS vs. DAL,W,241,98,39,86,45.3,5,25,20.0,15,18,83.3,9,32,41,14,5,2,7,14,2.0,0.4825581395348838,0.20930232558139536,6.936187078874357,DAL,DAL,12/16/17,DAL @ SAS,L,241,96,39,80,48.8,10,28,35.7,8,9,88.9,4,34,38,23,4,4,9,16,-2.0,0.55,0.1125,9.6815834767642,DAL
2197,12/15/17,UTA,BOS,12/15/17,BOS vs. UTA,L,240,95,35,86,40.7,9,31,29.0,16,19,84.2,2,29,31,20,10,5,8,18,-12.0,0.4593023255813953,0.22093023255813954,7.815552950371238,UTA,UTA,12/15/17,UTA @ BOS,W,240,107,40,83,48.2,13,25,52.0,14,18,77.8,9,46,55,19,6,2,15,20,12.0,0.5602409638554217,0.21686746987951808,14.161631419939575,UTA
2198,12/15/17,MIA,CHA,12/15/17,CHA vs. MIA,L,240,98,34,83,41.0,10,27,37.0,20,27,74.1,11,31,42,21,7,1,16,14,-6.0,0.4698795180722892,0.3253012048192771,14.430014430014431,MIA,MIA,12/15/17,MIA @ CHA,W,240,104,39,78,50.0,11,31,35.5,15,17,88.2,5,35,40,25,10,8,16,23,6.0,0.5705128205128205,0.21794871794871795,15.766653527788725,MIA
2199,12/15/17,NOP,DEN,12/15/17,DEN vs. NOP,W,266,117,46,100,46.0,16,36,44.4,9,14,64.3,11,37,48,30,12,4,15,17,6.0,0.54,0.14,12.380323539121823,NOP,NOP,12/15/17,NOP @ DEN,L,266,111,43,91,47.3,15,34,44.1,10,14,71.4,7,35,42,27,8,8,19,15,-6.0,0.554945054945055,0.15384615384615385,16.356749311294767,NOP
2200,12/15/17,SAS,HOU,12/15/17,HOU vs. SAS,W,239,124,43,91,47.3,18,50,36.0,20,25,80.0,12,33,45,20,15,3,13,16,15.0,0.5714285714285714,0.27472527472527475,11.304347826086955,SAS,SAS,12/15/17,SAS @ HOU,L,242,109,46,94,48.9,10,26,38.5,7,13,53.8,12,27,39,22,10,5,17,17,-15.0,0.5425531914893617,0.13829787234042554,14.564770390678547,SAS
2201,12/15/17,DET,IND,12/15/17,IND vs. DET,L,241,98,35,87,40.2,9,30,30.0,19,25,76.0,15,36,51,21,6,4,13,15,-6.0,0.4540229885057471,0.28735632183908044,11.711711711711711,DET,DET,12/15/17,DET @ IND,W,240,104,39,93,41.9,13,32,40.6,13,17,76.5,11,33,44,22,7,10,9,22,6.0,0.48924731182795705,0.1827956989247312,8.220679576178298,DET
2202,12/15/17,ATL,MEM,12/15/17,MEM vs. ATL,W,240,96,36,78,46.2,12,25,48.0,12,17,70.6,10,33,43,21,12,6,21,24,2.0,0.5384615384615384,0.21794871794871795,19.722013523666416,ATL,ATL,12/15/17,ATL @ MEM,L,241,94,34,77,44.2,12,31,38.7,14,16,87.5,7,28,35,27,12,5,17,19,-2.0,0.5194805194805194,0.2077922077922078,16.825019794140932,ATL
2203,12/15/17,CHI,MIL,12/15/17,MIL vs. CHI,L,240,109,40,83,48.2,9,33,27.3,20,29,69.0,9,34,43,24,6,5,11,24,-6.0,0.536144578313253,0.3493975903614458,10.303484451105284,CHI,CHI,12/15/17,CHI @ MIL,W,239,115,42,86,48.8,8,22,36.4,23,35,65.7,14,36,50,24,8,0,12,26,6.0,0.5348837209302325,0.4069767441860465,10.582010582010582,CHI
2204,12/15/17,POR,ORL,12/15/17,ORL vs. POR,L,241,88,32,84,38.1,10,29,34.5,14,19,73.7,8,37,45,15,7,3,15,18,-10.0,0.4404761904761905,0.2261904761904762,13.971684053651268,POR,POR,12/15/17,POR @ ORL,W,241,95,37,86,43.0,8,18,44.4,13,15,86.7,6,39,45,18,7,9,14,20,7.0,0.4767441860465117,0.1744186046511628,13.133208255159474,POR
2205,12/15/17,OKC,PHI,12/15/17,PHI vs. OKC,L,317,117,44,100,44.0,13,46,28.3,16,20,80.0,7,43,50,35,13,4,19,20,-2.0,0.505,0.2,14.86697965571205,OKC,OKC,12/15/17,OKC @ PHI,W,316,119,47,113,41.6,15,35,42.9,10,19,52.6,18,42,60,28,10,5,18,21,2.0,0.4823008849557522,0.16814159292035402,12.916188289322614,OKC
2206,12/15/17,BKN,TOR,12/15/17,TOR vs. BKN,W,240,120,54,97,55.7,7,28,25.0,5,9,55.6,11,34,45,26,11,5,8,16,33.0,0.5927835051546392,0.09278350515463918,7.342143906020558,BKN,BKN,12/15/17,BKN @ TOR,L,240,87,32,76,42.1,7,23,30.4,16,19,84.2,6,31,37,15,4,1,22,14,-33.0,0.4671052631578948,0.25,20.68446784505453,BKN
2207,12/15/17,LAC,WAS,12/15/17,WAS vs. LAC,W,241,100,39,88,44.3,7,31,22.6,15,23,65.2,11,39,50,21,12,7,19,26,9.0,0.4829545454545455,0.26136363636363635,16.222677595628415,LAC,LAC,12/15/17,LAC @ WAS,L,240,91,33,86,38.4,7,24,29.2,18,29,62.1,12,35,47,17,12,6,20,20,-9.0,0.4244186046511628,0.3372093023255814,16.84068710003368,LAC
2208,12/14/17,DET,ATL,12/14/17,ATL vs. DET,L,238,91,32,70,45.7,11,31,35.5,16,26,61.5,7,27,34,28,6,6,16,12,-15.0,0.5357142857142857,0.37142857142857133,16.420361247947454,DET,DET,12/14/17,DET @ ATL,W,240,105,41,90,45.6,13,30,43.3,10,12,83.3,14,32,46,26,10,3,15,23,15.0,0.5277777777777778,0.13333333333333333,13.601741022850925,DET
