,H_FTPct,H_EFGPct,H_ThreePARt,H_FTR,H_REBPct,H_BLKPct,H_AST_TOV_Ratio,A_FTPct,A_EFGPct,A_ThreePARt,A_FTR,A_REBPct,A_BLKPct,A_AST_TOV_Ratio,Target
3847,0.6859999999999999,0.7267441860465116,0.4186046511627907,0.4069767441860465,0.5647058823529412,0.053763440860215055,4.7,0.818,0.4731182795698925,0.21505376344086022,0.23655913978494625,0.43529411764705883,0.011627906976744186,2.0,1
3848,1.0,0.5769230769230769,0.5384615384615384,0.15384615384615385,0.5064935064935064,0.07954545454545454,1.1153846153846154,0.81,0.5568181818181818,0.26136363636363635,0.23863636363636365,0.4935064935064935,0.08974358974358974,2.0,0
3849,0.7140000000000001,0.44642857142857145,0.32142857142857145,0.16666666666666666,0.3978494623655914,0.058823529411764705,0.8888888888888888,0.8640000000000001,0.4529411764705882,0.23529411764705882,0.25882352941176473,0.6021505376344086,0.08333333333333333,0.8095238095238095,0
3850,0.7829999999999999,0.5963855421686747,0.2891566265060241,0.27710843373493976,0.5232558139534884,0.06976744186046512,1.588235294117647,0.818,0.4011627906976744,0.19767441860465115,0.38372093023255816,0.47674418604651164,0.03614457831325301,1.3529411764705883,1
3851,0.609,0.4010989010989011,0.27472527472527475,0.25274725274725274,0.5,0.1095890410958904,1.5454545454545454,0.773,0.5136986301369864,0.3013698630136986,0.3013698630136986,0.5,0.07692307692307693,0.8823529411764706,0
3852,0.7390000000000001,0.4408602150537633,0.3870967741935484,0.24731182795698925,0.5490196078431373,0.10101010101010101,0.9230769230769231,0.75,0.4343434343434344,0.29292929292929293,0.2424242424242425,0.45098039215686275,0.0967741935483871,1.6,0
3853,0.941,0.5319148936170213,0.2978723404255319,0.18085106382978725,0.5476190476190477,0.013157894736842105,2.3636363636363638,0.789,0.4671052631578948,0.32894736842105265,0.5,0.4523809523809524,0.07446808510638298,2.0,1
3854,0.71,0.5443037974683544,0.3291139240506329,0.3924050632911392,0.51,0.03409090909090909,1.3571428571428572,0.581,0.3693181818181818,0.3068181818181818,0.3522727272727273,0.49,0.06329113924050633,1.4,1
3855,0.6,0.5176470588235295,0.3411764705882353,0.1176470588235294,0.5,0.06976744186046512,1.4666666666666666,0.917,0.5872093023255814,0.29069767441860467,0.13953488372093026,0.5,0.10588235294117647,3.2222222222222223,0
3856,0.8240000000000001,0.48,0.22,0.17,0.5339805825242718,0.06315789473684211,2.6,0.833,0.4842105263157895,0.18947368421052632,0.18947368421052632,0.46601941747572817,0.11,3.6666666666666665,1
3857,0.813,0.5903614457831325,0.3253012048192771,0.1927710843373494,0.4666666666666667,0.07608695652173914,1.4705882352941178,0.727,0.5489130434782609,0.29347826086956524,0.11956521739130435,0.5333333333333333,0.07228915662650602,1.9333333333333333,1
3858,1.0,0.515625,0.3020833333333333,0.08333333333333333,0.4942528735632184,0.05813953488372093,2.0,0.8079999999999999,0.4767441860465117,0.2558139534883721,0.3023255813953488,0.5057471264367817,0.052083333333333336,1.125,1
3859,0.636,0.4726027397260274,0.4246575342465753,0.4520547945205479,0.4936708860759494,0.10714285714285714,2.0,0.765,0.5476190476190477,0.30952380952380953,0.2023809523809524,0.5063291139240507,0.1095890410958904,2.4,0
3860,0.708,0.4540229885057471,0.19540229885057472,0.27586206896551724,0.4588235294117647,0.038461538461538464,1.3571428571428572,0.7040000000000001,0.5128205128205128,0.3974358974358974,0.3461538461538461,0.5411764705882353,0.06896551724137931,1.4666666666666666,0
3861,0.917,0.3495145631067961,0.22330097087378642,0.11650485436893206,0.44954128440366975,0.044444444444444446,1.1818181818181819,0.8440000000000001,0.5166666666666667,0.4,0.3555555555555556,0.5504587155963303,0.0970873786407767,2.5833333333333335,0
3862,0.833,0.5945945945945946,0.33783783783783783,0.5675675675675675,0.5675675675675675,0.05,1.6428571428571428,0.8440000000000001,0.55,0.2375,0.4,0.43243243243243246,0.02702702702702703,1.7272727272727273,1
3863,0.7140000000000001,0.4534883720930232,0.3372093023255814,0.2441860465116279,0.4065934065934066,0.11688311688311688,1.9230769230769231,0.75,0.461038961038961,0.3246753246753247,0.3116883116883117,0.5934065934065934,0.05813953488372093,0.875,1
3864,0.68,0.4418604651162791,0.27906976744186046,0.2906976744186047,0.5666666666666667,0.047619047619047616,1.5333333333333334,0.7859999999999999,0.5238095238095238,0.4523809523809524,0.16666666666666666,0.43333333333333335,0.046511627906976744,1.8181818181818181,0
3865,0.8,0.5448717948717948,0.3333333333333333,0.2564102564102564,0.4444444444444444,0.056818181818181816,1.5,0.679,0.4261363636363637,0.3522727272727273,0.3181818181818182,0.5555555555555556,0.07692307692307693,1.3076923076923077,1
3866,0.72,0.52,0.26666666666666666,0.3333333333333333,0.4936708860759494,0.013513513513513514,1.8461538461538463,0.65,0.527027027027027,0.36486486486486486,0.2702702702702703,0.5063291139240507,0.04,0.9411764705882353,1
3867,0.647,0.4615384615384616,0.3076923076923077,0.3736263736263736,0.4639175257731959,0.04395604395604396,2.272727272727273,0.8,0.489010989010989,0.2967032967032967,0.16483516483516486,0.5360824742268041,0.07692307692307693,1.0476190476190477,1
3868,0.8059999999999999,0.4516129032258064,0.3763440860215054,0.3333333333333333,0.4186046511627907,0.03529411764705882,2.4444444444444446,0.762,0.6647058823529411,0.4235294117647059,0.2470588235294117,0.5813953488372093,0.07526881720430108,1.5333333333333334,0
3869,0.433,0.5348837209302325,0.2558139534883721,0.3488372093023256,0.5,0.03529411764705882,3.875,0.7829999999999999,0.4294117647058823,0.3176470588235294,0.27058823529411763,0.5,0.06976744186046512,1.5,1
3870,0.7140000000000001,0.510752688172043,0.3333333333333333,0.2258064516129032,0.3978494623655914,0.034482758620689655,2.6,0.7140000000000001,0.5632183908045977,0.25287356321839083,0.3218390804597701,0.6021505376344086,0.03225806451612903,1.6875,0
3871,0.7140000000000001,0.5340909090909091,0.3068181818181818,0.1590909090909091,0.5102040816326531,0.011764705882352941,1.4,0.69,0.4352941176470588,0.24705882352941178,0.3411764705882353,0.4897959183673469,0.06818181818181818,1.3076923076923077,1
3872,0.722,0.4851485148514851,0.3564356435643564,0.1782178217821782,0.49,0.07865168539325842,1.4,0.774,0.5112359550561798,0.24719101123595505,0.34831460674157305,0.51,0.019801980198019802,1.0454545454545454,0
3873,0.76,0.5123456790123457,0.3333333333333333,0.30864197530864196,0.43529411764705883,0.09411764705882353,2.0,0.917,0.4529411764705882,0.2823529411764706,0.2823529411764706,0.5647058823529412,0.07407407407407407,1.0666666666666667,1
3874,0.688,0.4709302325581395,0.23255813953488372,0.18604651162790692,0.5208333333333334,0.04878048780487805,4.4,0.941,0.47560975609756106,0.3780487804878049,0.2073170731707317,0.4791666666666667,0.08139534883720931,2.75,0
3875,0.75,0.5106382978723404,0.3404255319148936,0.2127659574468085,0.47560975609756095,0.039473684210526314,7.0,0.706,0.5921052631578947,0.35526315789473684,0.2236842105263158,0.524390243902439,0.05319148936170213,1.8333333333333333,1
