,PTS,FGM,FGA,FGPerc,3PM,3PA,3PPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFGPerc,FTR
378,99.0,40.0,92.0,43.5,13.0,31.0,41.9,6.0,11.0,54.5,8.0,37.0,45.0,26.0,4.0,6.0,11.0,17.0,0.5054347826086957,0.11956521739130435
379,100.0,37.0,97.0,38.1,9.0,27.0,33.3,17.0,24.0,70.8,8.0,32.0,40.0,21.0,9.0,5.0,4.0,23.0,0.4278350515463917,0.24742268041237114
380,103.0,39.0,100.0,39.0,10.0,31.0,32.3,15.0,21.0,71.4,19.0,32.0,51.0,22.0,11.0,5.0,9.0,16.0,0.44,0.21
381,107.0,41.0,92.0,44.6,13.0,36.0,36.1,12.0,19.0,63.2,9.0,35.0,44.0,29.0,7.0,7.0,6.0,14.0,0.5163043478260869,0.2065217391304348
382,121.0,43.0,87.0,49.4,14.0,37.0,37.8,21.0,26.0,80.8,11.0,37.0,48.0,22.0,9.0,7.0,15.0,28.0,0.5747126436781609,0.2988505747126437
383,118.0,43.0,83.0,51.8,11.0,32.0,34.4,21.0,25.0,84.0,9.0,36.0,45.0,30.0,4.0,3.0,8.0,16.0,0.5843373493975904,0.3012048192771085
384,115.0,41.0,83.0,49.4,10.0,32.0,31.3,23.0,36.0,63.9,8.0,46.0,54.0,33.0,4.0,5.0,11.0,18.0,0.5542168674698795,0.43373493975903615
385,124.0,43.0,90.0,47.8,9.0,25.0,36.0,29.0,43.0,67.4,15.0,37.0,52.0,18.0,10.0,3.0,10.0,20.0,0.5277777777777778,0.4777777777777778
386,130.0,44.0,97.0,45.4,18.5,45.0,37.3,23.0,26.0,88.5,9.0,32.0,41.0,30.0,13.0,4.0,16.0,26.0,0.5515463917525774,0.26804123711340205
387,116.0,46.0,91.0,50.5,10.0,25.0,40.0,14.0,19.0,73.7,11.0,35.0,46.0,23.0,8.0,3.0,10.0,21.0,0.5604395604395604,0.2087912087912088
388,125.0,46.0,100.0,46.0,13.0,42.0,31.0,20.0,28.0,71.4,5.0,40.0,45.0,30.0,9.0,5.0,6.0,18.0,0.525,0.28
389,103.0,39.0,86.0,45.3,8.0,23.0,34.8,17.0,20.0,85.0,7.0,38.0,45.0,20.0,12.0,2.0,18.0,16.0,0.5,0.2325581395348837
390,106.0,39.0,80.0,48.8,9.0,28.0,32.1,19.0,25.0,76.0,3.0,33.0,36.0,24.0,4.0,1.0,14.0,21.0,0.54375,0.3125
391,121.0,39.0,77.0,50.6,15.0,45.0,33.3,28.0,32.0,87.5,7.0,31.0,38.0,27.0,1.0,6.0,11.0,26.0,0.6038961038961039,0.4155844155844156
392,95.0,37.0,87.0,42.5,7.0,27.0,25.9,14.0,20.0,70.0,11.0,45.0,56.0,22.0,3.0,2.0,14.0,19.0,0.4655172413793103,0.2298850574712644
393,92.0,36.0,102.0,35.3,11.0,42.0,26.2,9.0,13.0,69.2,17.0,39.0,56.0,19.0,5.0,2.0,6.0,21.0,0.4068627450980392,0.12745098039215685
394,94.0,36.0,99.0,36.4,16.0,45.0,30.8,6.0,7.0,85.7,8.0,38.0,46.0,17.0,7.0,5.0,13.0,15.0,0.4444444444444444,0.0707070707070707
395,122.0,46.0,85.0,54.1,16.0,32.0,50.0,14.0,14.0,100.0,3.0,48.0,51.0,30.0,8.0,4.0,18.0,26.0,0.6352941176470588,0.16470588235294115
396,124.0,48.0,89.0,53.9,11.0,33.0,33.3,17.0,23.0,73.9,13.0,39.0,52.0,36.5,9.0,5.0,18.0,21.0,0.6011235955056179,0.25842696629213485
397,99.0,36.0,86.0,41.9,10.0,33.0,30.3,17.0,21.0,81.0,6.0,33.0,39.0,25.0,10.0,1.0,11.0,22.0,0.4767441860465117,0.2441860465116279
398,108.0,42.0,94.0,44.7,14.0,34.0,41.2,10.0,13.0,76.9,10.0,49.0,60.0,24.0,10.0,6.0,15.0,11.0,0.5212765957446809,0.13829787234042554
399,111.0,41.0,94.0,43.6,9.0,27.0,33.3,20.0,33.0,60.6,10.0,33.0,43.0,22.0,13.0,1.0,10.0,18.0,0.4840425531914894,0.35106382978723405
400,120.0,39.0,83.0,47.0,12.0,34.0,35.3,30.0,40.0,75.0,8.0,37.0,45.0,28.0,10.0,6.0,23.5,23.0,0.5421686746987951,0.4819277108433735
401,104.0,37.0,89.0,41.6,14.0,42.0,33.3,16.0,23.0,69.6,15.0,40.0,55.0,27.0,5.0,5.0,15.0,19.0,0.4943820224719101,0.25842696629213485
402,125.0,44.0,87.0,50.6,10.0,23.0,43.5,27.0,32.0,84.4,12.0,25.0,37.0,27.0,4.0,1.0,7.0,23.0,0.5632183908045977,0.36781609195402293
403,116.0,44.0,104.0,40.7,13.0,39.0,33.3,15.0,21.0,71.4,17.0,43.0,60.0,24.0,4.0,5.0,12.0,21.0,0.4675925925925926,0.19444444444444445
404,112.0,42.0,86.0,48.8,12.0,28.0,42.9,16.0,16.0,100.0,2.0,37.0,39.0,28.0,13.0,7.0,15.0,16.0,0.5581395348837209,0.18604651162790695
405,106.0,39.0,90.0,43.3,6.0,32.0,18.8,22.0,27.0,81.5,11.0,28.0,39.0,21.0,5.0,4.0,17.0,20.0,0.4666666666666667,0.3
406,139.0,49.0,103.0,47.6,15.0,42.0,35.7,31.0,43.0,70.5,15.0,44.0,59.0,25.0,3.0,4.0,16.0,31.0,0.5485436893203883,0.4271844660194175
407,115.0,40.0,89.0,44.9,11.0,33.0,33.3,24.0,31.0,77.4,13.0,44.0,57.0,31.0,8.0,3.0,11.0,18.0,0.5112359550561798,0.34831460674157305
408,103.0,38.0,95.0,40.0,12.0,36.0,33.3,15.0,20.0,75.0,12.0,29.0,41.0,17.0,8.0,4.0,10.0,25.0,0.4631578947368421,0.21052631578947367
409,119.0,45.0,87.0,51.7,11.0,29.0,37.9,18.0,23.0,78.3,13.0,31.0,44.0,28.0,9.0,2.0,7.0,18.0,0.5804597701149425,0.26436781609195403
410,98.0,36.0,73.0,49.3,6.0,23.0,26.1,20.0,26.0,76.9,6.0,33.0,39.0,20.0,4.0,2.0,15.0,18.0,0.5342465753424658,0.3561643835616438
411,92.0,31.0,76.0,40.8,7.0,23.0,30.4,23.0,28.0,82.1,9.0,27.0,36.0,12.0,8.0,3.0,21.0,18.0,0.4539473684210527,0.3684210526315789
412,139.0,52.5,104.0,43.8,14.0,45.0,31.1,28.0,36.0,77.8,16.0,39.0,55.0,35.0,9.0,5.0,3.5,30.0,0.4958677685950413,0.2975206611570248
413,125.0,48.0,86.0,55.8,10.0,21.0,47.6,19.0,23.0,82.6,10.0,33.0,43.0,31.0,11.0,4.0,14.0,23.0,0.6162790697674418,0.26744186046511625
414,96.0,38.0,94.0,40.4,7.0,35.0,20.0,13.0,16.0,81.3,11.0,34.0,45.0,23.0,4.0,2.0,8.0,14.0,0.4414893617021277,0.1702127659574468
415,115.0,41.0,93.0,44.1,18.0,41.0,43.9,15.0,17.0,88.2,14.0,25.0,39.0,32.0,12.0,3.0,7.0,17.0,0.5376344086021505,0.1827956989247312
416,105.0,41.0,96.0,42.7,11.0,41.0,26.8,12.0,17.0,70.6,12.0,33.0,45.0,23.0,6.0,1.0,12.0,21.0,0.484375,0.17708333333333334
417,88.0,33.0,93.0,35.5,7.0,29.0,24.1,15.0,16.0,93.8,15.0,26.0,41.0,21.0,5.0,7.0,17.0,17.0,0.3924731182795699,0.1720430107526882
418,114.0,39.0,84.0,46.4,12.0,31.0,38.7,24.0,25.0,96.0,10.0,19.0,29.0,25.0,6.0,0.0,6.0,13.0,0.5357142857142857,0.2976190476190476
419,121.0,46.0,74.0,60.099999999999994,13.0,25.0,52.0,16.0,19.0,84.2,7.0,30.0,37.0,31.0,3.0,5.0,13.0,23.0,0.6826923076923077,0.25675675675675674
420,113.0,42.0,86.0,48.8,18.5,45.0,42.9,8.0,9.0,88.9,13.0,37.0,50.0,24.0,10.0,5.0,17.0,16.0,0.6104651162790697,0.10465116279069768
421,124.0,51.0,91.0,56.0,8.0,18.0,44.4,14.0,17.0,82.4,10.0,39.0,49.0,34.0,9.0,5.0,11.0,17.0,0.6043956043956044,0.1868131868131868
422,124.0,38.0,86.0,44.2,15.0,35.0,42.9,33.0,37.0,89.2,12.0,30.0,42.0,24.0,7.0,4.0,8.0,19.0,0.5290697674418605,0.4302325581395349
423,111.0,39.0,85.0,45.9,13.0,40.0,32.5,20.0,24.0,83.3,9.0,47.0,56.0,29.0,4.0,8.0,20.0,22.0,0.5352941176470588,0.2823529411764706
424,127.0,48.0,87.0,55.2,15.0,41.0,36.6,16.0,21.0,76.2,4.0,41.0,45.0,26.0,8.0,7.0,9.0,13.0,0.6379310344827587,0.2413793103448276
425,90.0,38.0,92.0,41.3,7.0,28.0,25.0,7.0,10.0,70.0,15.0,29.0,44.0,26.0,9.0,3.0,15.0,9.0,0.4510869565217392,0.10869565217391304
426,113.0,41.0,86.0,47.7,9.0,33.0,27.3,22.0,25.0,88.0,13.0,31.0,44.0,22.0,5.0,7.0,14.0,24.0,0.5290697674418605,0.2906976744186047
427,106.0,39.0,104.0,37.5,14.0,33.0,42.4,14.0,23.0,60.9,16.0,34.0,50.0,27.0,13.0,4.0,7.0,22.0,0.4423076923076923,0.22115384615384612
428,115.0,50.0,98.0,51.0,8.0,24.0,33.3,7.0,8.0,87.5,11.0,40.0,51.0,32.0,1.0,4.0,8.0,19.0,0.5510204081632653,0.08163265306122447
429,114.0,45.0,77.0,58.4,11.0,26.0,42.3,13.0,13.0,100.0,3.0,32.0,35.0,29.0,6.0,10.5,13.0,17.0,0.6558441558441559,0.16883116883116886
430,129.0,49.0,104.0,46.2,15.0,45.0,31.9,16.0,21.0,76.2,15.0,34.0,49.0,28.0,8.0,7.0,12.0,25.0,0.5330188679245284,0.19811320754716985
431,117.0,44.0,93.0,47.3,18.5,43.0,44.2,10.0,15.0,66.7,7.0,35.0,42.0,31.0,6.0,8.0,10.0,23.0,0.5752688172043011,0.16129032258064516
432,124.0,42.0,95.0,44.2,18.0,38.0,47.4,22.0,28.0,78.6,14.0,39.0,53.0,26.0,7.0,5.0,11.0,15.0,0.5368421052631579,0.29473684210526313
433,83.0,33.0,92.0,35.9,2.0,16.0,12.5,15.0,20.0,75.0,11.0,34.0,45.0,16.0,6.0,3.0,12.0,16.0,0.3695652173913043,0.21739130434782608
434,126.0,44.0,83.0,53.0,18.5,45.0,42.9,17.0,22.0,77.3,8.0,41.0,49.0,33.0,7.0,2.0,9.0,22.0,0.6566265060240963,0.26506024096385544
435,112.0,42.0,84.0,50.0,14.0,34.0,41.2,14.0,14.0,100.0,6.0,23.0,29.0,24.0,9.0,3.0,7.0,21.0,0.5833333333333334,0.16666666666666666
436,91.0,36.0,90.0,40.0,4.0,30.0,13.3,15.0,21.0,71.4,8.0,28.0,36.0,22.0,6.0,2.0,10.0,22.0,0.4222222222222222,0.2333333333333333
437,99.0,36.0,96.0,37.5,10.0,33.0,30.3,17.0,22.0,77.3,20.0,27.0,47.0,22.0,8.0,4.0,15.0,22.0,0.4270833333333333,0.22916666666666666
438,113.0,44.0,88.0,50.0,12.0,39.0,30.8,13.0,19.0,68.4,12.0,32.0,44.0,29.0,5.0,10.0,11.0,23.0,0.5681818181818182,0.2159090909090909
439,112.0,40.0,83.0,48.2,12.0,26.0,46.2,20.0,21.0,95.2,13.0,36.0,49.0,25.0,7.0,10.0,19.0,20.0,0.5542168674698795,0.2530120481927711
440,127.0,42.0,91.0,46.2,10.0,23.0,43.5,33.0,39.0,84.6,14.0,38.0,52.0,21.0,7.0,4.0,13.0,15.0,0.5164835164835165,0.42857142857142855
441,103.0,36.0,88.0,40.9,9.0,34.0,26.5,22.0,26.0,84.6,10.0,33.0,43.0,25.0,10.0,4.0,14.0,21.0,0.4602272727272727,0.2954545454545455
442,117.0,43.0,79.0,54.4,11.0,26.0,42.3,20.0,27.0,74.1,11.0,31.0,42.0,22.0,4.0,4.0,12.0,14.0,0.6139240506329114,0.34177215189873417
443,112.0,39.0,92.0,42.4,17.0,38.0,44.7,17.0,22.0,77.3,13.0,38.0,51.0,25.0,7.0,3.0,14.0,19.0,0.5163043478260869,0.2391304347826087
444,114.0,46.0,95.0,48.4,11.0,32.0,34.4,11.0,15.0,73.3,12.0,46.0,58.0,27.0,7.0,8.0,11.0,17.0,0.5421052631578948,0.15789473684210525
445,108.0,41.0,96.0,42.7,9.0,30.0,30.0,17.0,23.0,73.9,20.5,32.0,53.0,25.0,5.0,2.0,12.0,20.0,0.4739583333333333,0.2395833333333333
446,111.0,37.0,92.0,40.2,16.0,42.0,38.1,21.0,28.0,75.0,11.0,36.0,47.0,21.0,8.0,4.0,13.0,25.0,0.4891304347826087,0.3043478260869565
447,108.0,43.0,90.0,47.8,12.0,31.0,38.7,10.0,13.0,76.9,8.0,33.0,41.0,14.0,7.0,2.0,13.0,22.0,0.5444444444444444,0.14444444444444446
448,111.0,40.0,96.0,41.7,15.0,38.0,39.5,16.0,19.0,84.2,17.0,45.0,61.5,24.0,5.0,5.0,8.0,15.0,0.4947916666666667,0.19791666666666666
449,111.0,36.0,86.0,41.9,14.0,37.0,37.8,25.0,32.0,78.1,8.0,40.0,48.0,12.0,5.0,4.0,9.0,19.0,0.5,0.372093023255814
450,110.0,42.0,82.0,51.2,6.0,26.0,23.1,20.0,23.0,87.0,7.0,36.0,43.0,24.0,6.0,6.0,11.0,16.0,0.5487804878048781,0.2804878048780488
451,106.0,37.0,96.0,38.5,9.0,36.0,25.0,23.0,32.0,71.9,19.0,40.0,59.0,21.0,8.0,9.0,16.0,26.0,0.4322916666666667,0.3333333333333333
452,119.0,47.0,93.0,50.5,15.0,38.0,39.5,10.0,21.0,48.05000000000001,10.0,42.0,52.0,28.0,5.0,6.0,13.0,24.0,0.5860215053763441,0.2258064516129032
453,87.0,32.0,85.0,37.6,11.0,37.0,29.7,12.0,23.0,52.2,10.0,30.0,40.0,20.0,7.0,6.0,9.0,18.0,0.4411764705882353,0.27058823529411763
454,116.0,43.0,85.0,50.6,17.0,34.0,50.0,13.0,20.0,65.0,9.0,43.0,52.0,33.0,5.0,5.0,14.0,23.0,0.6058823529411764,0.2352941176470588
455,93.0,34.0,90.0,37.8,9.0,32.0,28.1,16.0,21.0,76.2,8.0,37.0,45.0,20.0,3.0,5.0,7.0,15.0,0.42777777777777776,0.2333333333333333
456,116.0,42.0,94.0,44.7,18.5,43.0,46.5,12.0,14.0,85.7,12.0,27.0,39.0,30.0,9.0,6.0,12.0,21.0,0.5531914893617021,0.14893617021276595
457,123.0,44.0,93.0,47.3,14.0,39.0,35.9,21.0,27.0,77.8,4.0,40.0,44.0,30.0,6.0,5.0,8.0,16.0,0.5483870967741935,0.2903225806451613
458,105.0,41.0,90.0,45.6,7.0,24.0,29.2,16.0,17.0,94.1,9.0,39.0,48.0,27.0,6.0,7.0,11.0,23.0,0.4944444444444445,0.18888888888888888
459,109.0,39.0,78.0,50.0,13.0,25.0,52.0,18.0,21.0,85.7,11.0,35.0,46.0,20.0,7.0,7.0,21.0,24.0,0.5833333333333334,0.2692307692307692
460,117.0,41.0,87.0,47.1,18.5,40.0,47.5,16.0,23.0,69.6,9.0,34.0,43.0,26.0,8.0,5.0,16.0,23.0,0.5804597701149425,0.26436781609195403
461,113.0,43.0,100.0,43.0,9.0,29.0,31.0,18.0,24.0,75.0,15.0,40.0,55.0,26.0,5.0,6.0,10.0,24.0,0.475,0.24
462,100.0,36.0,92.0,39.1,12.0,40.0,30.0,16.0,23.0,69.6,9.0,34.0,43.0,23.0,5.0,6.0,7.0,22.0,0.4565217391304348,0.25
463,113.0,46.0,87.0,52.9,14.0,30.0,46.7,7.0,11.0,63.6,9.0,31.0,40.0,30.0,9.0,4.0,8.0,20.0,0.6091954022988506,0.1264367816091954
464,118.0,38.0,90.0,42.2,17.0,42.0,40.5,25.0,34.0,73.5,19.0,27.0,46.0,23.0,11.0,6.0,13.0,26.0,0.5166666666666667,0.37777777777777777
465,112.0,44.0,89.0,49.4,13.0,36.0,36.1,11.0,16.0,68.8,10.0,40.0,50.0,32.0,6.0,8.0,15.0,19.0,0.5674157303370787,0.1797752808988764
466,89.0,35.0,91.0,38.5,6.0,23.0,26.1,13.0,17.0,76.5,12.0,35.0,47.0,17.0,7.0,3.0,15.0,18.0,0.4175824175824176,0.1868131868131868
467,106.0,39.0,88.0,44.3,10.0,28.0,35.7,18.0,29.0,62.1,9.0,40.0,49.0,23.0,6.0,7.0,13.0,21.0,0.5,0.3295454545454545
468,98.0,35.0,73.0,47.9,7.0,26.0,26.9,21.0,26.0,80.8,7.0,28.0,35.0,22.0,6.0,4.0,19.0,27.0,0.5273972602739726,0.3561643835616438
469,116.0,41.0,87.0,47.1,13.0,35.0,37.1,21.0,28.0,75.0,12.0,46.0,58.0,24.0,7.0,9.0,12.0,18.0,0.5459770114942529,0.3218390804597701
470,114.0,43.0,94.0,45.7,10.0,32.0,31.3,18.0,26.0,69.2,14.0,35.0,49.0,25.0,12.0,3.0,15.0,24.0,0.5106382978723404,0.2765957446808511
471,108.0,40.0,79.0,50.6,8.0,28.0,28.6,20.0,21.0,95.2,6.0,32.0,38.0,25.0,4.0,2.0,12.0,15.0,0.5569620253164557,0.26582278481012656
472,115.0,45.0,96.0,46.9,12.0,32.0,37.5,13.0,16.0,81.3,10.0,36.0,46.0,22.0,1.0,3.0,8.0,25.0,0.53125,0.16666666666666666
473,126.0,50.0,104.0,47.2,12.0,23.0,52.2,14.0,17.0,82.4,15.0,33.0,48.0,29.0,10.0,2.0,13.0,16.0,0.5283018867924528,0.16037735849056606
474,107.0,39.0,93.0,41.9,11.0,39.0,28.2,18.0,24.0,75.0,13.0,41.0,54.0,18.0,4.0,6.0,11.0,17.0,0.478494623655914,0.25806451612903225
475,118.0,43.0,87.0,49.4,10.0,30.0,33.3,22.0,25.0,88.0,6.0,29.0,35.0,20.0,8.0,6.0,11.0,22.0,0.5517241379310345,0.28735632183908044
476,125.0,42.0,94.0,44.7,18.5,45.0,43.8,20.0,20.0,100.0,11.0,28.0,39.0,19.0,10.0,4.0,12.0,27.0,0.5585106382978723,0.2127659574468085
477,126.0,41.0,89.0,46.1,13.0,37.0,35.1,31.0,39.0,79.5,15.0,36.0,51.0,20.0,8.0,0.0,17.0,19.0,0.5337078651685393,0.4382022471910113
478,110.0,40.0,86.0,46.5,16.0,35.0,45.7,14.0,18.0,77.8,6.0,42.0,48.0,23.0,6.0,5.0,10.0,21.0,0.5581395348837209,0.20930232558139536
479,102.0,36.0,91.0,39.6,13.0,32.0,40.6,17.0,21.0,81.0,11.0,40.0,51.0,24.0,9.0,7.0,9.0,16.0,0.467032967032967,0.2307692307692308
480,96.0,38.0,102.0,37.3,10.0,34.0,29.4,10.0,13.0,76.9,14.0,35.0,49.0,24.0,9.0,2.0,13.0,15.0,0.4215686274509804,0.12745098039215685
481,116.0,45.0,86.0,52.3,13.0,31.0,41.9,13.0,21.0,61.9,8.0,32.0,40.0,23.0,6.0,6.0,14.0,21.0,0.5988372093023255,0.2441860465116279
482,114.0,43.0,103.0,41.7,13.0,43.0,30.2,15.0,29.0,51.7,16.0,32.0,48.0,22.0,6.0,2.0,17.0,22.0,0.4805825242718447,0.2815533980582524
483,119.0,46.0,102.0,45.1,15.0,38.0,39.5,12.0,14.0,85.7,20.0,45.0,61.5,28.0,8.0,10.0,14.0,14.0,0.5245098039215687,0.13725490196078433
484,118.0,34.0,90.0,37.8,11.0,33.0,33.3,33.0,43.0,90.7,17.0,37.0,54.0,23.0,5.0,5.0,8.0,17.0,0.4388888888888889,0.4777777777777778
485,126.0,45.0,91.0,49.5,16.0,36.0,44.4,20.0,25.0,80.0,12.0,36.0,48.0,23.0,6.0,4.0,14.0,17.0,0.5824175824175825,0.27472527472527475
486,105.0,38.0,88.0,43.2,14.0,34.0,41.2,15.0,21.0,71.4,10.0,36.0,46.0,30.0,2.0,3.0,8.0,13.0,0.5113636363636364,0.23863636363636365
487,123.0,45.0,87.0,51.7,14.0,36.0,38.9,19.0,21.0,90.5,6.0,46.0,52.0,30.0,11.0,5.0,17.0,27.0,0.5977011494252874,0.2413793103448276
488,137.0,48.0,85.0,56.5,18.5,42.0,47.6,21.0,25.0,84.0,7.0,33.0,40.0,36.5,7.0,3.0,10.0,18.0,0.6823529411764706,0.29411764705882354
489,120.0,44.0,93.0,47.3,14.0,42.0,33.3,18.0,23.0,78.3,12.0,38.0,50.0,25.0,10.0,9.0,16.0,21.0,0.5483870967741935,0.24731182795698925
490,105.0,39.0,84.0,46.4,15.0,40.0,37.5,12.0,15.0,80.0,8.0,37.0,45.0,30.0,6.0,1.0,19.0,23.0,0.5535714285714286,0.17857142857142858
491,123.0,47.0,94.0,50.0,12.0,35.0,34.3,17.0,23.0,73.9,11.0,30.0,41.0,28.0,16.0,4.0,18.0,19.0,0.5638297872340425,0.24468085106382975
492,114.0,36.0,83.0,43.4,9.0,35.0,25.7,33.0,43.0,75.0,10.0,36.0,46.0,16.0,3.0,2.0,9.0,22.0,0.4879518072289157,0.5301204819277109
493,117.0,44.0,91.0,48.4,18.5,42.0,45.2,10.0,14.0,71.4,8.0,38.0,46.0,36.5,6.0,7.0,13.0,25.0,0.5879120879120879,0.15384615384615385
494,121.0,40.0,78.0,51.3,18.5,45.0,40.4,22.0,30.0,73.3,6.0,31.0,37.0,28.0,13.0,2.0,14.0,17.0,0.6346153846153846,0.38461538461538464
495,109.0,45.0,87.0,51.7,7.0,21.0,33.3,12.0,17.0,70.6,11.0,35.0,46.0,30.0,8.0,6.0,20.0,20.0,0.5574712643678161,0.19540229885057472
496,115.0,43.0,89.0,48.3,10.0,34.0,29.4,19.0,27.0,70.4,10.0,29.0,39.0,28.0,14.0,2.0,13.0,20.0,0.5393258426966292,0.30337078651685395
497,101.0,33.0,86.0,38.4,16.0,43.0,37.2,19.0,23.0,82.6,8.0,34.0,42.0,20.0,9.0,5.0,19.0,18.0,0.4767441860465117,0.26744186046511625
498,115.0,41.0,89.0,46.1,15.0,45.0,31.9,18.0,27.0,66.7,12.0,42.0,54.0,25.0,9.0,4.0,17.0,19.0,0.5449438202247191,0.30337078651685395
499,107.0,36.0,89.0,40.4,9.0,36.0,25.0,26.0,32.0,81.3,13.0,39.0,52.0,25.0,7.0,0.0,13.0,14.0,0.4550561797752809,0.3595505617977528
500,118.0,43.0,86.0,50.0,11.0,32.0,34.4,21.0,28.0,75.0,6.0,38.0,44.0,29.0,5.0,4.0,7.0,27.0,0.563953488372093,0.32558139534883723
501,121.0,49.0,95.0,51.6,9.0,25.0,36.0,14.0,20.0,70.0,14.0,32.0,46.0,25.0,13.0,1.0,20.0,19.0,0.5631578947368421,0.21052631578947367
502,105.0,39.0,93.0,41.9,12.0,39.0,30.8,15.0,19.0,78.9,12.0,25.0,37.0,24.0,12.0,5.0,12.0,16.0,0.4838709677419355,0.2043010752688172
503,116.0,46.0,89.0,51.7,4.0,16.0,25.0,20.0,24.0,83.3,11.0,38.0,49.0,21.0,9.0,4.0,13.0,22.0,0.5393258426966292,0.2696629213483146
504,126.0,46.0,79.0,58.2,11.0,22.0,50.0,23.0,27.0,85.2,5.0,31.0,36.0,22.0,6.0,3.0,8.0,16.0,0.6518987341772152,0.34177215189873417
505,125.0,46.0,104.0,43.8,9.0,35.0,25.7,24.0,29.0,82.8,14.0,36.0,50.0,27.0,9.0,6.0,15.0,26.0,0.480952380952381,0.2761904761904762
506,114.0,46.0,94.0,48.9,14.0,39.0,35.9,8.0,10.0,80.0,11.0,40.0,51.0,29.0,6.0,5.0,17.0,19.0,0.5638297872340425,0.10638297872340426
507,119.0,42.0,94.0,44.7,18.0,44.0,40.9,17.0,21.0,81.0,19.0,28.0,47.0,24.0,6.0,4.0,11.0,21.0,0.5425531914893617,0.22340425531914893
508,105.0,41.0,88.0,46.6,13.0,39.0,33.3,10.0,12.0,83.3,7.0,36.0,43.0,27.0,7.0,6.0,13.0,20.0,0.5397727272727273,0.13636363636363635
509,98.0,35.0,83.0,42.2,10.0,24.0,41.7,18.0,22.0,81.8,12.0,27.0,39.0,25.0,12.0,3.0,13.0,21.0,0.4819277108433735,0.26506024096385544
510,116.0,46.0,97.0,47.4,9.0,29.0,31.0,15.0,16.0,93.8,9.0,35.0,44.0,30.0,13.0,4.0,8.0,23.0,0.5206185567010311,0.16494845360824742
511,129.0,49.0,104.0,47.1,12.0,39.0,30.8,19.0,22.0,86.4,14.0,41.0,55.0,34.0,7.0,6.0,17.0,28.0,0.5288461538461539,0.21153846153846154
512,92.0,28.0,85.0,32.9,8.0,35.0,22.9,28.0,32.0,87.5,7.0,29.0,36.0,16.0,8.0,4.0,13.0,18.0,0.3764705882352941,0.3764705882352941
513,107.0,38.0,87.0,43.7,10.0,37.0,27.0,21.0,27.0,77.8,13.0,36.0,49.0,21.0,4.0,8.0,19.0,17.0,0.4942528735632184,0.3103448275862069
514,101.0,39.0,84.0,46.4,7.0,26.0,26.9,16.0,26.0,61.5,9.0,29.0,38.0,24.0,5.0,5.0,12.0,22.0,0.5059523809523809,0.30952380952380953
515,106.0,37.0,79.0,46.8,13.0,32.0,40.6,19.0,21.0,90.5,8.0,30.0,38.0,24.0,8.0,9.0,17.0,23.0,0.5506329113924051,0.26582278481012656
516,111.0,41.0,88.0,46.6,10.0,26.0,38.5,19.0,22.0,86.4,10.0,36.0,46.0,20.0,7.0,5.0,10.0,12.0,0.5227272727272727,0.25
517,128.0,49.0,88.0,55.7,17.0,40.0,42.5,13.0,22.0,59.1,5.0,45.0,50.0,36.0,5.0,6.0,14.0,22.0,0.6534090909090909,0.25
518,116.0,49.0,91.0,53.8,14.0,37.0,37.8,4.0,6.0,66.7,7.0,34.0,41.0,35.0,10.0,8.0,17.0,21.0,0.6153846153846154,0.06593406593406594
519,95.0,34.0,81.0,42.0,8.0,27.0,29.6,19.0,22.0,86.4,5.0,29.0,34.0,20.0,9.0,2.0,16.0,16.0,0.4691358024691358,0.2716049382716049
520,91.0,38.0,91.0,41.8,8.0,35.0,22.9,7.0,10.0,70.0,8.0,42.0,50.0,20.0,8.0,3.0,18.0,29.0,0.4615384615384616,0.10989010989010987
521,116.0,42.0,100.0,42.0,14.0,38.0,36.8,18.0,25.0,72.0,15.0,36.0,51.0,26.0,6.0,7.0,14.0,28.0,0.49,0.25
522,75.0,26.0,83.0,31.3,7.0,36.0,19.4,16.0,18.0,88.9,11.0,33.0,44.0,11.0,6.0,5.0,12.0,19.0,0.35542168674698793,0.21686746987951808
523,102.0,39.0,88.0,44.3,10.0,26.0,38.5,14.0,21.0,66.7,10.0,29.0,39.0,20.0,6.0,6.0,19.0,16.0,0.5,0.23863636363636365
524,110.0,39.0,83.0,47.0,8.0,27.0,29.6,24.0,27.0,88.9,11.0,33.0,44.0,23.0,8.0,3.0,10.0,18.0,0.5180722891566265,0.3253012048192771
525,117.0,43.0,94.0,45.7,18.5,45.0,42.0,10.0,14.0,71.4,10.0,34.0,44.0,29.0,9.0,3.0,9.0,25.0,0.5691489361702128,0.14893617021276595
526,119.0,42.0,97.0,43.3,12.0,31.0,38.7,23.0,28.0,82.1,16.0,38.0,54.0,26.0,8.0,6.0,13.0,25.0,0.4948453608247423,0.28865979381443296
527,123.0,47.0,97.0,48.5,7.0,27.0,25.9,22.0,28.0,78.6,15.0,20.0,35.0,26.0,12.0,5.0,10.0,21.0,0.5206185567010311,0.28865979381443296
528,93.0,34.0,86.0,39.5,13.0,33.0,39.4,12.0,19.0,63.2,15.0,40.0,55.0,25.0,6.0,7.0,11.0,21.0,0.4709302325581395,0.22093023255813954
529,125.0,43.0,95.0,45.3,16.0,45.0,32.0,23.0,28.0,82.1,10.0,35.0,45.0,25.0,9.0,6.0,10.0,22.0,0.5368421052631579,0.29473684210526313
