,PTS,FGM,FGA,FGPerc,3PM,3PA,3PPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFGPerc,FTR
11318,123.0,41.0,87.0,47.1,18.5,45.0,55.6,16.0,23.0,69.6,12.0,31.0,43.0,27.0,8.0,1.0,8.0,22.0,0.6149425287356322,0.26436781609195403
11319,110.0,42.0,91.0,46.2,8.0,24.0,33.3,18.0,20.0,90.0,10.0,38.0,48.0,21.0,4.0,9.0,10.0,23.0,0.5054945054945055,0.21978021978021975
11320,102.0,40.0,89.0,44.9,8.0,11.0,61.35000000000001,14.0,21.0,66.7,11.0,41.0,52.0,12.0,12.0,4.0,17.0,17.0,0.4943820224719101,0.2359550561797753
11321,99.0,36.0,81.0,44.4,13.0,30.0,43.3,14.0,21.0,66.7,6.0,33.0,39.0,22.0,5.0,5.0,17.0,25.0,0.5246913580246914,0.25925925925925924
11322,96.0,40.0,89.0,44.9,5.0,21.0,23.8,11.0,15.0,73.3,4.0,37.0,41.0,19.0,10.0,6.0,15.0,25.0,0.4775280898876405,0.16853932584269662
11323,93.0,33.0,87.0,37.9,11.0,34.0,32.4,16.0,21.0,76.2,15.0,33.0,48.0,21.0,6.0,7.0,12.0,22.0,0.4425287356321839,0.2413793103448276
11324,104.0,37.0,83.0,44.6,15.0,31.0,48.4,15.0,21.0,71.4,10.0,34.0,44.0,27.0,9.0,7.0,8.0,20.0,0.536144578313253,0.2530120481927711
11325,98.0,38.0,79.0,48.1,5.0,19.0,26.3,17.0,21.0,81.0,9.0,39.0,48.0,16.0,8.0,8.0,18.0,19.0,0.5126582278481012,0.26582278481012656
11326,97.0,40.0,94.0,42.6,6.0,23.0,26.1,11.0,13.0,84.6,9.0,28.0,37.0,19.0,10.0,6.0,10.0,16.0,0.4574468085106383,0.13829787234042554
11327,73.0,27.0,84.0,32.1,7.0,22.0,31.8,12.0,12.0,100.0,3.0,33.0,36.0,14.0,4.0,1.0,7.0,14.0,0.3630952380952381,0.14285714285714285
11328,118.0,43.0,91.0,47.3,11.0,31.0,35.5,21.0,24.0,87.5,16.0,39.0,55.0,27.0,8.0,8.0,12.0,22.0,0.532967032967033,0.2637362637362637
11329,84.0,34.0,73.0,46.6,9.0,19.0,47.4,7.0,8.0,87.5,5.0,33.0,38.0,12.0,5.0,5.0,13.0,17.0,0.5273972602739726,0.1095890410958904
11330,106.0,43.0,89.0,48.3,9.0,24.0,37.5,11.0,16.0,68.8,10.0,48.0,58.0,24.0,2.0,8.0,9.0,16.0,0.5337078651685393,0.1797752808988764
11331,106.0,39.0,97.0,40.2,10.0,31.0,32.3,18.0,21.0,85.7,10.0,30.0,40.0,26.0,7.0,6.0,9.0,19.0,0.4536082474226804,0.21649484536082475
11332,89.0,34.0,89.0,38.2,8.0,24.0,33.3,13.0,17.0,76.5,18.0,31.0,49.0,21.0,7.0,7.0,8.0,12.0,0.42696629213483145,0.19101123595505615
11333,92.0,35.0,85.0,41.2,6.0,23.0,26.1,16.0,21.0,76.2,11.0,27.0,38.0,23.0,6.0,2.0,10.0,13.0,0.4470588235294118,0.24705882352941175
11334,124.0,51.0,84.0,60.099999999999994,9.0,15.0,60.0,13.0,18.0,72.2,5.0,38.0,43.0,36.5,5.0,10.0,8.0,16.0,0.6607142857142857,0.21428571428571427
11335,90.0,32.0,76.0,42.1,5.0,17.0,29.4,21.0,25.0,84.0,5.0,26.0,31.0,12.0,8.0,5.0,9.0,17.0,0.4539473684210527,0.32894736842105265
11336,101.0,35.0,76.0,46.1,8.0,22.0,36.4,23.0,26.0,88.5,12.0,32.0,44.0,21.0,12.0,7.0,14.0,25.0,0.5131578947368421,0.34210526315789475
11337,103.0,39.0,87.0,44.8,4.0,16.0,25.0,21.0,31.0,67.7,16.0,30.0,46.0,15.0,8.0,1.0,8.0,24.0,0.4712643678160919,0.3563218390804598
11338,97.0,38.0,83.0,45.8,8.0,16.0,50.0,13.0,15.0,86.7,11.0,35.0,46.0,14.0,4.0,10.0,12.0,24.0,0.5060240963855421,0.18072289156626506
11339,106.0,38.0,86.0,44.2,14.0,32.0,43.8,16.0,24.0,66.7,18.0,28.0,46.0,21.0,4.0,2.0,12.0,23.0,0.5232558139534884,0.2790697674418605
11340,83.0,29.0,79.0,36.7,9.0,29.0,31.0,16.0,25.0,64.0,15.0,25.0,40.0,14.0,9.0,5.0,16.0,23.0,0.4240506329113924,0.3164556962025317
11341,104.0,38.0,74.0,51.4,8.0,24.0,33.3,20.0,27.0,74.1,3.0,39.0,42.0,26.0,6.0,10.5,18.0,23.0,0.5675675675675675,0.3648648648648649
11342,92.0,34.0,94.0,36.2,7.0,32.0,21.9,17.0,18.0,94.4,10.0,33.0,43.0,16.0,5.0,4.0,12.0,29.0,0.398936170212766,0.1914893617021277
11343,90.0,33.0,84.0,39.3,12.0,24.0,50.0,12.0,15.0,80.0,5.0,36.0,41.0,21.0,8.0,3.0,12.0,14.0,0.4642857142857143,0.17857142857142858
11344,114.0,45.0,82.0,54.9,13.0,31.0,41.9,11.0,19.0,57.9,6.0,34.0,40.0,30.0,10.0,6.0,9.0,16.0,0.6280487804878049,0.23170731707317074
11345,81.0,31.0,95.0,32.6,6.0,32.0,18.8,13.0,19.0,68.4,20.5,31.0,53.0,17.0,8.0,3.0,17.0,22.0,0.3578947368421053,0.2
11346,98.0,36.0,86.0,41.9,6.0,20.0,30.0,20.0,30.0,66.7,8.0,37.0,45.0,20.0,8.0,3.0,10.0,24.0,0.4534883720930232,0.3488372093023256
11347,88.0,34.0,81.0,42.0,5.0,18.0,27.8,15.0,19.0,78.9,6.0,44.0,50.0,17.0,7.0,6.0,14.0,16.0,0.4506172839506173,0.2345679012345679
11348,108.0,37.0,83.0,44.6,12.0,34.0,35.3,22.0,34.0,64.7,9.0,44.0,53.0,22.0,8.0,4.0,9.0,23.0,0.5180722891566265,0.40963855421686746
11349,110.0,42.0,96.0,43.8,14.0,35.0,40.0,12.0,16.0,75.0,13.0,38.0,51.0,30.0,13.0,3.0,12.0,17.0,0.5104166666666666,0.16666666666666666
11350,83.0,29.0,77.0,37.7,7.0,29.0,24.1,18.0,25.0,72.0,10.0,34.0,44.0,19.0,5.0,6.0,20.0,17.0,0.4220779220779221,0.3246753246753247
11351,99.0,33.0,73.0,45.2,13.0,29.0,44.8,20.0,23.0,87.0,8.0,33.0,41.0,22.0,5.0,5.0,14.0,26.0,0.541095890410959,0.3150684931506849
11352,102.0,33.0,82.0,40.2,6.0,26.0,23.1,30.0,35.0,85.7,12.0,29.0,41.0,12.0,9.0,3.0,7.0,18.0,0.4390243902439024,0.4268292682926829
11353,89.0,30.0,75.0,40.0,4.0,16.0,25.0,25.0,30.0,83.3,6.0,30.0,36.0,10.0,7.0,7.0,9.0,20.0,0.4266666666666667,0.4
11354,104.0,38.0,81.0,46.9,8.0,24.0,33.3,20.0,24.0,83.3,13.0,22.0,35.0,24.0,5.0,3.0,9.0,24.0,0.5185185185185185,0.2962962962962963
11355,84.0,30.0,84.0,35.7,7.0,25.0,28.0,17.0,28.0,60.7,10.0,32.0,42.0,16.0,10.0,4.0,9.0,17.0,0.39880952380952384,0.3333333333333333
11356,85.0,30.0,76.0,39.5,11.0,29.0,37.9,14.0,21.0,66.7,10.0,36.0,46.0,20.0,2.0,8.0,17.0,26.0,0.4671052631578948,0.27631578947368424
11357,118.0,41.0,81.0,50.6,10.0,30.0,33.3,26.0,32.0,81.3,14.0,28.0,42.0,19.0,6.0,5.0,8.0,22.0,0.5679012345679012,0.3950617283950617
11358,98.0,36.0,88.0,40.9,13.0,31.0,41.9,13.0,15.0,86.7,16.0,42.0,58.0,27.0,5.0,7.0,15.0,25.0,0.4829545454545455,0.17045454545454544
11359,95.0,37.0,99.0,37.4,12.0,42.0,28.6,9.0,13.0,69.2,12.0,37.0,49.0,18.0,8.0,6.0,14.0,20.0,0.4343434343434344,0.13131313131313133
11360,104.0,40.0,94.0,42.6,11.0,33.0,33.3,13.0,19.0,68.4,12.0,40.0,52.0,25.0,7.0,7.0,14.0,19.0,0.4840425531914894,0.20212765957446807
11361,100.0,36.0,86.0,41.9,13.0,36.0,36.1,15.0,17.0,88.2,10.0,31.0,41.0,16.0,6.0,1.0,5.0,22.0,0.4941860465116279,0.19767441860465115
11362,98.0,37.0,76.0,48.7,10.0,24.0,41.7,14.0,21.0,66.7,7.0,35.0,42.0,22.0,3.0,4.0,9.0,18.0,0.5526315789473685,0.27631578947368424
11363,121.0,46.0,89.0,51.7,18.5,40.0,52.5,8.0,16.0,50.0,7.0,36.0,43.0,36.5,10.0,2.0,16.0,26.0,0.6348314606741573,0.1797752808988764
11364,94.0,33.0,78.0,42.3,5.0,27.0,18.5,23.0,38.0,60.5,9.0,35.0,44.0,18.0,11.0,3.0,18.0,20.0,0.4551282051282051,0.4871794871794872
11365,95.0,35.0,78.0,44.9,5.0,13.0,38.5,20.0,27.0,74.1,14.0,23.0,37.0,18.0,6.0,5.0,17.0,29.0,0.4807692307692308,0.3461538461538461
11366,116.0,40.0,81.0,49.4,10.0,22.0,45.5,26.0,31.0,83.9,13.0,28.0,41.0,21.0,8.0,6.0,10.0,21.0,0.5555555555555556,0.382716049382716
11367,96.0,35.0,90.0,38.9,5.0,18.0,27.8,21.0,22.0,95.5,9.0,38.0,47.0,18.0,5.0,4.0,3.5,24.0,0.4166666666666667,0.24444444444444444
11368,108.0,43.0,83.0,51.8,8.0,23.0,34.8,14.0,17.0,82.4,7.0,26.0,33.0,25.0,3.0,2.0,11.0,27.0,0.5662650602409639,0.20481927710843373
11369,100.0,40.0,85.0,47.1,6.0,16.0,37.5,14.0,18.0,77.8,15.0,28.0,43.0,24.0,10.0,5.0,12.0,22.0,0.5058823529411764,0.21176470588235294
11370,88.0,36.0,88.0,40.9,3.0,18.0,16.7,13.0,23.0,56.5,11.0,33.0,44.0,15.0,11.0,4.0,10.0,17.0,0.4261363636363637,0.26136363636363635
11371,80.0,27.0,79.0,34.2,7.0,22.0,31.8,19.0,30.0,63.3,12.0,41.0,53.0,13.0,1.0,8.0,14.0,20.0,0.3860759493670886,0.37974683544303794
11372,119.0,44.0,83.0,53.0,7.0,16.0,43.8,24.0,34.0,70.6,12.0,30.0,42.0,26.0,6.0,3.0,9.0,19.0,0.572289156626506,0.40963855421686746
11373,96.0,37.0,87.0,42.5,6.0,25.0,24.0,16.0,23.0,69.6,16.0,40.0,56.0,15.0,5.0,3.0,16.0,24.0,0.4597701149425287,0.26436781609195403
11374,83.0,27.0,74.0,36.5,8.0,30.0,26.7,21.0,30.0,70.0,11.0,29.0,40.0,12.0,8.0,3.0,17.0,20.0,0.4189189189189189,0.40540540540540543
11375,103.0,38.0,86.0,44.2,9.0,36.0,25.0,18.0,21.0,85.7,7.0,34.0,41.0,19.0,10.0,7.0,13.0,24.0,0.4941860465116279,0.2441860465116279
11376,111.0,38.0,82.0,46.3,11.0,32.0,34.4,24.0,33.0,72.7,7.0,37.0,44.0,23.0,10.0,6.0,15.0,20.0,0.5304878048780488,0.4024390243902439
11377,101.0,39.0,80.0,48.8,12.0,29.0,41.4,11.0,15.0,73.3,12.0,34.0,46.0,24.0,3.0,4.0,10.0,17.0,0.5625,0.1875
11378,91.0,36.0,74.0,48.6,6.0,23.0,26.1,13.0,19.0,68.4,5.0,27.0,32.0,22.0,7.0,3.0,7.0,19.0,0.527027027027027,0.25675675675675674
11379,87.0,34.0,82.0,41.5,4.0,18.0,22.2,15.0,19.0,78.9,15.0,33.0,48.0,17.0,4.0,4.0,14.0,17.0,0.4390243902439024,0.23170731707317074
11380,96.0,35.0,77.0,45.5,12.0,26.0,46.2,14.0,19.0,73.7,7.0,32.0,39.0,24.0,10.0,10.5,9.0,20.0,0.5324675324675324,0.24675324675324675
11381,102.0,36.0,76.0,47.4,6.0,23.0,26.1,24.0,35.0,68.6,6.0,23.0,29.0,24.0,9.0,3.0,12.0,27.0,0.5131578947368421,0.4605263157894737
11382,96.0,34.0,79.0,43.0,6.0,25.0,24.0,22.0,29.0,75.9,8.0,35.0,43.0,23.0,6.0,6.0,14.0,23.0,0.4683544303797468,0.3670886075949367
11383,97.0,36.0,92.0,39.1,11.0,36.0,30.6,14.0,23.0,60.9,16.0,36.0,52.0,18.0,9.0,4.0,16.0,24.0,0.4510869565217392,0.25
11384,85.0,26.0,68.0,38.2,6.0,22.0,27.3,27.0,33.0,81.8,9.0,29.0,38.0,16.0,3.0,6.0,16.0,18.0,0.4264705882352941,0.4852941176470588
11385,131.0,45.0,78.0,57.7,15.0,27.0,55.6,26.0,35.0,74.3,9.0,33.0,42.0,28.0,10.0,5.0,14.0,27.0,0.6730769230769231,0.4487179487179487
11386,101.0,39.0,94.0,41.5,10.0,31.0,32.3,13.0,16.0,81.3,15.0,30.0,45.0,18.0,6.0,4.0,11.0,27.0,0.4680851063829787,0.1702127659574468
11387,103.0,38.0,89.0,42.7,1.0,16.0,8.95,26.0,33.0,78.8,15.0,24.0,39.0,9.0,3.0,1.0,7.0,16.0,0.43258426966292135,0.3707865168539326
11388,107.0,40.0,80.0,50.0,18.5,38.0,52.6,7.0,14.0,50.0,6.0,31.0,37.0,23.0,7.0,1.0,12.0,24.0,0.625,0.175
11389,90.0,34.0,78.0,43.6,4.0,17.0,23.5,18.0,32.0,56.3,11.0,29.0,40.0,19.0,7.0,4.0,12.0,18.0,0.4615384615384616,0.41025641025641024
11390,102.0,40.0,87.0,46.0,8.0,21.0,38.1,14.0,25.0,56.0,12.0,40.0,52.0,20.0,7.0,9.0,9.0,18.0,0.5057471264367817,0.28735632183908044
11391,115.0,44.0,76.0,57.9,9.0,16.0,56.3,18.0,22.0,81.8,3.0,32.0,35.0,19.0,6.0,6.0,8.0,25.0,0.6381578947368421,0.2894736842105263
11392,81.0,31.0,91.0,34.1,5.0,26.0,19.2,14.0,16.0,87.5,15.0,37.0,52.0,20.0,6.0,3.0,10.0,20.0,0.36813186813186816,0.17582417582417584
11393,89.0,32.0,82.0,39.0,11.0,29.0,37.9,14.0,16.0,87.5,3.0,46.0,49.0,20.0,7.0,10.5,15.0,16.0,0.4573170731707317,0.1951219512195122
11394,72.0,28.0,88.0,31.8,5.0,28.0,17.9,11.0,12.0,91.7,10.0,33.0,43.0,16.0,5.0,10.0,14.0,15.0,0.3465909090909091,0.13636363636363635
11395,68.0,28.0,86.0,32.6,2.0,15.0,13.3,10.0,18.0,55.6,16.0,28.0,44.0,14.0,14.0,2.0,13.0,24.0,0.3372093023255814,0.20930232558139536
11396,94.0,31.0,66.0,47.0,9.0,17.0,52.9,23.0,28.0,82.1,3.0,41.0,44.0,19.0,8.0,10.0,17.0,18.0,0.5378787878787878,0.42424242424242425
11397,85.0,35.0,82.0,42.7,5.0,19.0,26.3,10.0,19.0,52.6,11.0,34.0,45.0,14.0,8.0,4.0,12.0,17.0,0.4573170731707317,0.23170731707317074
11398,115.0,40.0,81.0,49.4,8.0,23.0,34.8,27.0,38.0,71.1,13.0,26.0,39.0,27.0,10.0,6.0,12.0,24.0,0.5432098765432098,0.4691358024691358
11399,106.0,35.0,79.0,44.3,10.0,25.0,40.0,26.0,33.0,78.8,12.0,25.0,37.0,21.0,4.0,5.0,19.0,32.0,0.5063291139240507,0.4177215189873418
11400,87.0,29.0,70.0,41.4,4.0,20.0,20.0,25.0,30.0,83.3,6.0,27.0,33.0,13.0,7.0,3.0,13.0,23.0,0.4428571428571429,0.42857142857142855
11401,84.0,31.0,92.0,33.7,7.0,32.0,21.9,15.0,18.0,83.3,19.0,35.0,54.0,11.0,9.0,4.0,15.0,19.0,0.375,0.1956521739130435
11402,98.0,35.0,80.0,43.8,5.0,18.0,27.8,23.0,25.0,92.0,12.0,32.0,44.0,19.0,8.0,5.0,13.0,25.0,0.46875,0.3125
11403,91.0,28.0,65.0,43.1,6.0,17.0,35.3,29.0,37.0,78.4,7.0,21.0,28.0,11.0,5.0,2.0,11.0,17.0,0.476923076923077,0.5312500000000001
11404,106.0,39.0,88.0,44.3,12.0,35.0,34.3,16.0,21.0,76.2,12.0,28.0,40.0,25.0,7.0,4.0,4.0,18.0,0.5113636363636364,0.23863636363636365
11405,101.0,37.0,73.0,50.7,15.0,29.0,51.7,12.0,16.0,75.0,5.0,32.0,37.0,24.0,4.0,2.0,10.0,21.0,0.6095890410958904,0.2191780821917808
11406,115.0,42.0,78.0,53.8,6.0,17.0,35.3,25.0,39.0,64.1,11.0,37.0,48.0,23.0,7.0,7.0,9.0,23.0,0.5769230769230769,0.5
11407,74.0,31.0,79.0,39.2,8.0,18.0,44.4,4.0,6.0,66.7,10.0,25.0,35.0,17.0,7.0,5.0,16.0,16.0,0.4430379746835443,0.0759493670886076
11408,123.0,49.0,85.0,57.6,9.0,18.0,50.0,16.0,21.0,76.2,14.0,28.0,42.0,27.0,7.0,4.0,6.0,24.0,0.6294117647058823,0.24705882352941175
11409,95.0,33.0,83.0,39.8,10.0,30.0,33.3,19.0,26.0,73.1,10.0,30.0,40.0,23.0,6.0,2.0,12.0,28.0,0.4578313253012048,0.3132530120481928
11410,106.0,42.0,81.0,51.9,10.0,22.0,45.5,12.0,13.0,92.3,9.0,35.0,44.0,22.0,13.0,9.0,12.0,11.0,0.5802469135802469,0.16049382716049382
11411,102.0,35.0,86.0,40.7,5.0,26.0,19.2,27.0,35.0,77.1,13.0,40.0,53.0,23.0,4.0,9.0,11.0,20.0,0.43604651162790703,0.4069767441860465
11412,101.0,37.0,102.0,36.3,11.0,35.0,31.4,16.0,19.0,84.2,15.0,35.0,50.0,27.0,6.0,6.0,10.0,32.0,0.4166666666666667,0.1862745098039216
11413,70.0,25.0,84.0,30.500000000000004,4.0,18.0,22.2,16.0,26.0,61.5,9.0,24.0,33.0,16.0,5.0,0.0,12.0,25.0,0.328846153846154,0.30952380952380953
11414,104.0,39.0,91.0,42.9,10.0,25.0,40.0,16.0,24.0,66.7,15.0,38.0,53.0,26.0,10.0,7.0,15.0,22.0,0.4835164835164835,0.2637362637362637
11415,78.0,30.0,84.0,35.7,6.0,22.0,27.3,12.0,24.0,50.0,13.0,38.0,51.0,16.0,10.0,6.0,23.5,28.0,0.3928571428571429,0.2857142857142857
11416,100.0,34.0,79.0,43.0,11.0,21.0,52.4,21.0,29.0,72.4,9.0,29.0,38.0,19.0,11.0,8.0,13.0,25.0,0.5,0.3670886075949367
11417,108.0,36.0,80.0,45.0,12.0,35.0,34.3,24.0,28.0,85.7,14.0,42.0,56.0,23.0,7.0,6.0,18.0,25.0,0.525,0.35
11418,90.0,30.0,79.0,38.0,4.0,19.0,21.1,26.0,38.0,68.4,20.0,32.0,52.0,17.0,6.0,5.0,19.0,27.0,0.4050632911392405,0.4810126582278481
11419,98.0,32.0,81.0,39.5,11.0,30.0,36.7,23.0,31.0,74.2,9.0,38.0,47.0,22.0,13.0,5.0,22.0,21.0,0.462962962962963,0.382716049382716
11420,96.0,39.0,89.0,43.8,10.0,26.0,38.5,8.0,12.0,66.7,5.0,34.0,39.0,26.0,8.0,8.0,8.0,17.0,0.4943820224719101,0.1348314606741573
11421,98.0,37.0,86.0,43.0,5.0,14.0,35.7,19.0,22.0,86.4,10.0,29.0,39.0,20.0,7.0,3.0,7.0,20.0,0.4593023255813953,0.2558139534883721
11422,117.0,47.0,86.0,54.7,11.0,29.0,37.9,12.0,19.0,63.2,5.0,41.0,46.0,32.0,6.0,5.0,9.0,14.0,0.6104651162790697,0.22093023255813954
11423,115.0,39.0,83.0,47.0,15.0,24.0,61.35000000000001,22.0,27.0,81.5,16.0,37.0,53.0,27.0,8.0,8.0,17.0,13.0,0.5602409638554217,0.3253012048192771
11424,110.0,46.0,97.0,47.4,7.0,18.0,38.9,11.0,15.0,73.3,8.0,35.0,43.0,21.0,4.0,7.0,10.0,23.0,0.5103092783505154,0.15463917525773194
11425,91.0,31.0,77.0,40.3,12.0,39.0,30.8,17.0,21.0,81.0,11.0,30.0,41.0,20.0,8.0,2.0,12.0,23.0,0.4805194805194805,0.2727272727272727
11426,99.0,40.0,94.0,42.6,7.0,25.0,28.0,12.0,18.0,66.7,20.0,33.0,53.0,24.0,10.0,6.0,20.0,19.0,0.4627659574468085,0.1914893617021277
11427,112.0,37.0,85.0,43.5,16.0,33.0,48.5,22.0,28.0,78.6,9.0,38.0,47.0,24.0,5.0,10.5,12.0,15.0,0.5294117647058824,0.32941176470588235
11428,125.0,46.0,87.0,52.9,18.5,45.0,42.6,13.0,16.0,81.3,12.0,39.0,51.0,35.0,7.0,7.0,17.0,14.0,0.6436781609195402,0.1839080459770115
11429,116.0,47.0,97.0,48.5,10.0,35.0,28.6,12.0,19.0,63.2,14.0,41.0,55.0,33.0,11.0,7.0,14.0,15.0,0.5360824742268041,0.1958762886597938
11430,97.0,39.0,90.0,43.3,11.0,24.0,45.8,8.0,10.0,80.0,12.0,36.0,48.0,28.0,8.0,3.0,17.0,14.0,0.4944444444444445,0.1111111111111111
11431,105.0,43.0,96.0,44.8,9.0,31.0,29.0,10.0,12.0,83.3,6.0,34.0,40.0,23.0,9.0,6.0,15.0,20.0,0.4947916666666667,0.125
11432,101.0,41.0,85.0,48.2,6.0,25.0,24.0,13.0,15.0,86.7,8.0,39.0,47.0,19.0,6.0,3.0,13.0,17.0,0.5176470588235295,0.17647058823529413
11433,104.0,42.0,98.0,42.9,8.0,24.0,33.3,12.0,16.0,75.0,13.0,27.0,40.0,25.0,12.0,1.0,13.0,18.0,0.4693877551020408,0.16326530612244894
11434,88.0,38.0,88.0,43.2,2.0,19.0,10.5,10.0,12.0,83.3,14.0,30.0,44.0,14.0,5.0,10.0,8.0,21.0,0.4431818181818182,0.13636363636363635
11435,92.0,37.0,87.0,42.5,7.0,23.0,30.4,11.0,13.0,84.6,7.0,36.0,43.0,23.0,8.0,3.0,15.0,15.0,0.4655172413793103,0.14942528735632185
11436,139.0,52.5,86.0,60.099999999999994,13.0,28.0,46.4,19.0,23.0,82.6,5.0,38.0,43.0,36.5,14.0,8.0,13.0,20.0,0.6826923076923077,0.26744186046511625
11437,109.0,40.0,92.0,43.5,11.0,30.0,36.7,18.0,22.0,81.8,10.0,23.0,33.0,31.0,7.0,0.0,16.0,16.0,0.4945652173913043,0.2391304347826087
11438,103.0,42.0,91.0,46.2,8.0,27.0,29.6,11.0,18.0,61.1,5.0,34.0,39.0,22.0,7.0,4.0,10.0,18.0,0.5054945054945055,0.1978021978021978
11439,105.0,37.0,81.0,45.7,17.0,35.0,48.6,14.0,18.0,77.8,4.0,27.0,31.0,28.0,10.0,7.0,13.0,24.0,0.5617283950617284,0.2222222222222222
11440,114.0,45.0,99.0,45.5,7.0,26.0,26.9,17.0,22.0,77.3,18.0,40.0,58.0,26.0,10.0,5.0,16.0,15.0,0.4898989898989899,0.2222222222222222
11441,107.0,39.0,89.0,43.8,11.0,36.0,30.6,18.0,22.0,81.8,13.0,32.0,45.0,19.0,11.0,8.0,15.0,19.0,0.5,0.24719101123595505
11442,81.0,32.0,96.0,33.3,11.0,37.0,29.7,6.0,13.0,48.05000000000001,15.0,34.0,49.0,21.0,11.0,4.0,17.0,17.0,0.390625,0.13541666666666666
11443,96.0,35.0,74.0,47.3,6.0,23.0,26.1,20.0,26.0,76.9,8.0,34.0,42.0,24.0,8.0,3.0,14.0,19.0,0.5135135135135135,0.35135135135135137
11444,103.0,41.0,93.0,44.1,13.0,37.0,35.1,8.0,15.0,53.3,16.0,41.0,57.0,24.0,5.0,10.0,9.0,12.0,0.510752688172043,0.16129032258064516
11445,96.0,39.0,83.0,47.0,9.0,30.0,30.0,9.0,15.0,60.0,8.0,30.0,38.0,27.0,10.0,1.0,13.0,16.0,0.5240963855421686,0.18072289156626506
11446,109.0,42.0,88.0,47.7,9.0,28.0,32.1,16.0,30.0,53.3,11.0,40.0,51.0,25.0,14.0,4.0,19.0,22.0,0.5284090909090909,0.3409090909090909
11447,93.0,34.0,84.0,40.5,5.0,18.0,27.8,20.0,30.0,66.7,18.0,30.0,48.0,15.0,9.0,4.0,15.0,17.0,0.4345238095238095,0.35714285714285715
11448,102.0,41.0,80.0,51.3,6.0,19.0,31.6,14.0,20.0,70.0,8.0,33.0,41.0,26.0,10.0,3.0,13.0,10.0,0.55,0.25
11449,110.0,41.0,75.0,54.7,12.0,25.0,48.0,16.0,21.0,76.2,8.0,33.0,41.0,29.0,11.0,7.0,9.0,19.0,0.6266666666666667,0.28
11450,84.0,35.0,86.0,40.7,5.0,20.0,25.0,9.0,14.0,64.3,13.0,25.0,38.0,16.0,5.0,1.0,16.0,18.0,0.43604651162790703,0.16279069767441862
11451,99.0,38.0,78.0,48.7,7.0,20.0,35.0,16.0,22.0,72.7,8.0,31.0,39.0,15.0,7.0,5.0,14.0,21.0,0.532051282051282,0.28205128205128205
11452,90.0,36.0,80.0,45.0,10.0,27.0,37.0,8.0,9.0,88.9,8.0,29.0,37.0,27.0,6.0,8.0,15.0,17.0,0.5125,0.1125
11453,98.0,35.0,87.0,40.2,6.0,25.0,24.0,22.0,25.0,88.0,18.0,37.0,55.0,18.0,7.0,5.0,21.0,23.0,0.4367816091954023,0.28735632183908044
11454,98.0,35.0,77.0,45.5,15.0,35.0,42.9,13.0,25.0,52.0,7.0,25.0,32.0,24.0,8.0,6.0,13.0,18.0,0.551948051948052,0.3246753246753247
11455,102.0,37.0,87.0,42.5,4.0,14.0,28.6,24.0,32.0,75.0,11.0,31.0,42.0,15.0,12.0,8.0,11.0,22.0,0.4482758620689655,0.36781609195402293
11456,122.0,48.0,95.0,50.5,10.0,25.0,40.0,16.0,19.0,84.2,16.0,36.0,52.0,25.0,11.0,5.0,13.0,20.0,0.5578947368421052,0.2
11457,94.0,39.0,87.0,44.8,8.0,30.0,26.7,8.0,15.0,53.3,10.0,32.0,42.0,23.0,8.0,6.0,15.0,18.0,0.4942528735632184,0.1724137931034483
11458,111.0,44.0,98.0,44.9,10.0,31.0,32.3,13.0,21.0,61.9,13.0,30.0,43.0,24.0,9.0,9.0,10.0,16.0,0.5,0.21428571428571427
11459,100.0,34.0,89.0,38.2,8.0,24.0,33.3,24.0,29.0,82.8,13.0,33.0,46.0,17.0,6.0,1.0,12.0,17.0,0.42696629213483145,0.3258426966292135
11460,114.0,41.0,81.0,50.6,14.0,32.0,43.8,18.0,22.0,81.8,7.0,37.0,44.0,23.0,10.0,7.0,14.0,20.0,0.5925925925925926,0.2716049382716049
11461,121.0,44.0,77.0,57.1,10.0,23.0,43.5,23.0,26.0,88.5,5.0,30.0,35.0,29.0,5.0,3.0,9.0,20.0,0.6363636363636364,0.3376623376623377
11462,109.0,40.0,83.0,48.2,11.0,29.0,37.9,18.0,20.0,90.0,9.0,38.0,47.0,17.0,9.0,4.0,15.0,14.0,0.5481927710843374,0.24096385542168675
11463,101.0,36.0,81.0,44.4,11.0,32.0,34.4,18.0,22.0,81.8,10.0,37.0,47.0,19.0,7.0,2.0,9.0,15.0,0.5123456790123457,0.2716049382716049
11464,129.0,48.0,86.0,55.8,15.0,30.0,50.0,18.0,26.0,69.2,8.0,35.0,43.0,28.0,12.0,5.0,17.0,23.0,0.6453488372093024,0.3023255813953488
11465,79.0,24.5,81.0,30.500000000000004,7.0,31.0,22.6,26.0,30.0,86.7,10.0,38.0,48.0,15.0,8.0,1.0,15.0,20.0,0.328846153846154,0.3703703703703704
11466,98.0,41.0,78.0,52.6,3.0,15.0,20.0,13.0,19.0,68.4,13.0,32.0,45.0,18.0,6.0,7.0,23.0,20.0,0.5448717948717948,0.2435897435897436
11467,105.0,38.0,83.0,45.8,5.0,21.0,23.8,24.0,33.0,72.7,10.0,30.0,40.0,25.0,12.0,3.0,13.0,20.0,0.4879518072289157,0.3975903614457832
