,H_FTPct,H_EFGPct,H_ThreePARt,H_FTR,H_REBPct,H_BLKPct,H_AST_TOV_Ratio,Target
124,0.81,0.5465116279069767,0.2790697674418605,0.2441860465116279,0.5308641975308642,0.022727272727272728,1.3888888888888888,1
125,0.682,0.5346534653465347,0.2871287128712871,0.21782178217821785,0.6483516483516484,0.04938271604938271,1.7647058823529411,1
126,0.76,0.7065217391304348,0.4021739130434783,0.2717391304347826,0.5869565217391305,0.0425531914893617,1.8421052631578947,1
127,0.81,0.5576923076923077,0.3461538461538461,0.20192307692307693,0.4646464646464646,0.10891089108910892,3.8571428571428568,1
128,0.64,0.6058823529411764,0.3882352941176471,0.29411764705882354,0.4946236559139785,0.06521739130434782,1.875,1
129,0.8640000000000001,0.5284090909090909,0.3636363636363637,0.25,0.4473684210526316,0.04395604395604396,2.4444444444444446,0
130,0.5710000000000001,0.3942307692307692,0.3557692307692308,0.1346153846153846,0.5486725663716814,0.07142857142857142,1.3888888888888888,0
131,0.778,0.5684210526315789,0.37894736842105264,0.18947368421052632,0.4623655913978494,0.08602150537634409,2.769230769230769,0
132,0.7,0.5670103092783505,0.3917525773195876,0.10309278350515463,0.4186046511627907,0.037037037037037035,4.666666666666667,1
133,0.7859999999999999,0.5869565217391305,0.39130434782608703,0.3043478260869565,0.4356435643564357,0.07142857142857142,2.636363636363636,1
134,0.619,0.5348837209302325,0.372093023255814,0.2441860465116279,0.5047619047619047,0.01904761904761905,1.6428571428571428,0
135,0.789,0.4946808510638298,0.4148936170212766,0.20212765957446807,0.5632183908045977,0.05813953488372092,2.0,0
136,0.583,0.6091954022988506,0.3793103448275862,0.13793103448275862,0.5529411764705883,0.037037037037037035,2.9285714285714284,1
137,0.667,0.45625,0.5125,0.3,0.5111111111111111,0.05434782608695652,1.1666666666666667,0
138,0.613,0.5121951219512195,0.3170731707317073,0.3780487804878049,0.4418604651162791,0.022727272727272728,1.6875,0
139,0.6,0.4736842105263158,0.37894736842105264,0.21052631578947367,0.5280898876404494,0.0625,1.6666666666666667,0
140,0.8240000000000001,0.5588235294117647,0.4823529411764706,0.2,0.5,0.04444444444444445,1.3157894736842106,0
141,0.65,0.5101010101010099,0.3232323232323233,0.202020202020202,0.5851063829787234,0.08235294117647059,2.230769230769231,1
142,0.615,0.489010989010989,0.2307692307692308,0.14285714285714285,0.4078947368421053,0.03896103896103896,2.1,0
143,0.625,0.5638297872340425,0.3297872340425532,0.1702127659574468,0.627906976744186,0.0375,2.1538461538461537,1
144,0.731,0.4896907216494845,0.27835051546391754,0.26804123711340205,0.4431818181818182,0.1,2.0,0
145,0.375,0.6141304347826086,0.3695652173913043,0.08695652173913042,0.5789473684210527,0.11458333333333333,1.5,1
146,0.6,0.5245098039215687,0.4313725490196079,0.19607843137254904,0.5617977528089888,0.08333333333333333,2.75,1
147,0.7,0.4789473684210526,0.24210526315789474,0.21052631578947367,0.5425531914893617,0.0425531914893617,1.7272727272727273,0
148,0.8640000000000001,0.6125,0.375,0.275,0.5113636363636364,0.06382978723404255,1.4375,1
149,0.794,0.5,0.4680851063829787,0.3617021276595745,0.5789473684210527,0.05319148936170213,0.8260869565217391,0
150,0.875,0.489010989010989,0.4395604395604396,0.2637362637362637,0.5051546391752577,0.022727272727272728,2.083333333333333,1
151,0.667,0.5360824742268041,0.32989690721649484,0.27835051546391754,0.4954128440366973,0.03225806451612903,4.833333333333333,1
152,0.773,0.6103896103896104,0.2857142857142857,0.2857142857142857,0.5060240963855421,0.09090909090909093,1.5882352941176472,1
153,0.895,0.546875,0.3020833333333333,0.19791666666666666,0.4252873563218391,0.03296703296703297,3.2222222222222223,0
154,0.84,0.6216216216216216,0.5135135135135135,0.33783783783783783,0.5,0.09574468085106384,1.5,1
155,0.85,0.625,0.4404761904761905,0.2380952380952381,0.4545454545454545,0.1111111111111111,2.1538461538461537,1
156,0.818,0.6130952380952381,0.4404761904761905,0.2619047619047619,0.4588235294117647,0.08602150537634409,2.2142857142857144,1
157,0.769,0.5759493670886076,0.4430379746835443,0.3291139240506329,0.5164835164835165,0.03333333333333333,1.7647058823529411,1
158,0.588,0.5338983050847458,0.5169491525423728,0.1440677966101695,0.4496124031007752,0.08620689655172414,4.0,1
159,0.65,0.4139784946236559,0.3870967741935484,0.21505376344086025,0.5135135135135135,0.05434782608695652,1.6363636363636365,0
160,0.833,0.7215909090909091,0.375,0.13636363636363635,0.6410256410256411,0.1176470588235294,2.7333333333333334,1
161,0.895,0.5266666666666666,0.36,0.5066666666666667,0.5802469135802469,0.05882352941176471,1.2777777777777777,1
162,0.857,0.5060240963855421,0.3734939759036144,0.2530120481927711,0.4945054945054945,0.0099009900990099,0.7916666666666666,0
163,0.727,0.44387755102040816,0.4387755102040816,0.22448979591836726,0.4851485148514851,0.06896551724137931,2.375,0
164,0.7140000000000001,0.5106382978723404,0.2872340425531915,0.14893617021276595,0.5,0.037037037037037035,2.1818181818181817,0
165,0.7859999999999999,0.5301204819277109,0.4578313253012048,0.3373493975903614,0.5063291139240507,0.024096385542168683,1.8333333333333333,1
166,0.625,0.4690721649484536,0.30927835051546393,0.16494845360824742,0.53,0.06741573033707865,1.6153846153846154,0
167,0.769,0.4593023255813953,0.2906976744186047,0.3023255813953488,0.4326923076923077,0.05882352941176471,2.0,1
168,0.889,0.572289156626506,0.6265060240963856,0.3253012048192771,0.4367816091954023,0.02127659574468085,2.1111111111111107,1
169,0.647,0.5833333333333334,0.26666666666666666,0.18888888888888888,0.5432098765432098,0.03260869565217391,1.7333333333333334,0
170,0.688,0.7117647058823531,0.3882352941176471,0.18823529411764706,0.55,0.05434782608695652,2.0625,1
171,0.8,0.5174418604651163,0.3023255813953488,0.2906976744186047,0.3956043956043956,0.06382978723404255,2.555555555555556,0
172,0.84,0.46103896103896097,0.4935064935064935,0.3246753246753247,0.4516129032258064,0.07777777777777778,1.1111111111111112,0
173,0.7390000000000001,0.6049382716049383,0.34567901234567894,0.2839506172839506,0.4761904761904762,0.07865168539325842,1.4210526315789471,0
174,0.929,0.4521276595744681,0.40425531914893614,0.14893617021276595,0.4270833333333333,0.07291666666666667,2.0,0
175,0.765,0.5872093023255814,0.313953488372093,0.19767441860465115,0.5119047619047619,0.05555555555555555,1.9285714285714288,1
176,0.75,0.6593406593406593,0.4175824175824176,0.13186813186813187,0.5432098765432098,0.022727272727272728,2.4285714285714284,1
177,0.794,0.5048543689320388,0.36893203883495146,0.3300970873786408,0.5673076923076923,0.030612244897959183,1.5625,1
178,0.688,0.5340909090909091,0.3068181818181818,0.18181818181818185,0.472972972972973,0.05882352941176471,1.4615384615384617,0
179,1.0,0.632183908045977,0.36781609195402293,0.206896551724138,0.5116279069767442,0.07142857142857142,1.4444444444444444,1
180,0.5,0.6337209302325582,0.4069767441860465,0.13953488372093026,0.5,0.09574468085106384,2.272727272727273,1
181,0.85,0.5459770114942529,0.4597701149425287,0.2298850574712644,0.5476190476190477,0.03571428571428571,2.2,1
182,0.741,0.4775280898876405,0.33707865168539325,0.30337078651685395,0.5238095238095238,0.043478260869565216,2.4,1
183,0.815,0.6162790697674418,0.4302325581395349,0.313953488372093,0.5053763440860215,0.05434782608695652,3.125,1
184,1.0,0.5515463917525774,0.28865979381443296,0.14432989690721648,0.5056179775280899,0.06315789473684211,2.25,1
185,0.75,0.4,0.3058823529411765,0.3764705882352941,0.5510204081632653,0.05617977528089888,1.0,0
186,0.75,0.5666666666666667,0.2777777777777778,0.3111111111111111,0.5,0.03333333333333333,3.0,1
187,0.706,0.611764705882353,0.3882352941176471,0.2,0.4024390243902439,0.06521739130434782,2.4545454545454546,1
188,0.789,0.456043956043956,0.25274725274725274,0.2087912087912088,0.4943820224719101,0.0,2.75,0
189,0.7140000000000001,0.44,0.31,0.21,0.5257731958762887,0.05952380952380953,2.4444444444444446,0
190,0.632,0.5163043478260869,0.39130434782608703,0.2065217391304348,0.4943820224719101,0.07608695652173914,4.833333333333333,1
191,0.8079999999999999,0.5747126436781609,0.4252873563218391,0.2988505747126437,0.48,0.07777777777777778,1.4666666666666666,0
192,0.639,0.5542168674698795,0.3855421686746988,0.43373493975903615,0.5744680851063829,0.05154639175257732,3.0,1
193,0.7140000000000001,0.525,0.42,0.28,0.42857142857142855,0.04629629629629629,5.0,1
194,0.76,0.54375,0.35,0.3125,0.4390243902439024,0.01098901098901099,1.7142857142857142,0
195,0.875,0.6038961038961039,0.5844155844155844,0.4155844155844156,0.5066666666666667,0.06896551724137931,2.4545454545454546,0
196,0.7,0.4655172413793103,0.3103448275862069,0.2298850574712644,0.5,0.0196078431372549,1.5714285714285714,1
197,0.7390000000000001,0.6011235955056179,0.3707865168539326,0.25842696629213485,0.5714285714285714,0.05555555555555555,2.055555555555556,1
198,0.81,0.4767441860465117,0.38372093023255816,0.2441860465116279,0.4148936170212766,0.011235955056179777,2.272727272727273,0
199,0.769,0.5212765957446809,0.3617021276595745,0.13829787234042554,0.5660377358490566,0.060606060606060615,1.6,1
200,0.606,0.4840425531914894,0.2872340425531915,0.35106382978723405,0.4574468085106383,0.011764705882352941,2.2,0
201,0.75,0.5421686746987951,0.40963855421686746,0.4819277108433735,0.5232558139534884,0.061855670103092786,1.1666666666666667,0
202,1.0,0.5581395348837209,0.32558139534883723,0.18604651162790686,0.4642857142857143,0.08139534883720931,1.8666666666666667,1
203,0.774,0.5112359550561798,0.3707865168539326,0.34831460674157305,0.5816326530612245,0.03157894736842105,2.8181818181818183,1
204,0.7829999999999999,0.5804597701149425,0.3333333333333333,0.26436781609195403,0.5301204819277109,0.0273972602739726,4.0,1
205,0.778,0.4958677685950413,0.371900826446281,0.2975206611570248,0.4824561403508772,0.04854368932038835,11.666666666666664,1
206,0.826,0.6162790697674418,0.2441860465116279,0.26744186046511625,0.5443037974683544,0.05263157894736842,2.2142857142857144,1
207,0.813,0.4414893617021277,0.3723404255319149,0.1702127659574468,0.46875,0.020408163265306117,2.875,0
208,0.8420000000000001,0.7094594594594594,0.33783783783783783,0.25675675675675674,0.5606060606060606,0.05952380952380953,2.3846153846153846,1
209,0.8240000000000001,0.6043956043956044,0.1978021978021978,0.1868131868131868,0.5444444444444444,0.053763440860215055,3.0909090909090913,1
210,0.833,0.5352941176470588,0.4705882352941176,0.2823529411764706,0.5283018867924528,0.07692307692307693,1.45,1
211,0.762,0.6379310344827587,0.4712643678160919,0.2413793103448276,0.5,0.07291666666666667,2.888888888888889,1
212,0.7,0.4510869565217392,0.3043478260869565,0.10869565217391304,0.4680851063829787,0.034883720930232565,1.7333333333333334,0
213,0.88,0.5290697674418605,0.38372093023255816,0.2906976744186047,0.5116279069767442,0.08139534883720931,1.5714285714285714,0
214,1.0,0.6558441558441559,0.3376623376623377,0.16883116883116886,0.472972972972973,0.11827956989247312,2.230769230769231,0
215,0.762,0.5330188679245284,0.4433962264150944,0.19811320754716985,0.4851485148514851,0.07692307692307693,2.333333333333333,1
216,0.7859999999999999,0.5368421052631579,0.4,0.29473684210526313,0.5578947368421052,0.053763440860215055,2.363636363636364,1
217,0.75,0.3695652173913043,0.17391304347826084,0.21739130434782608,0.4368932038834951,0.03157894736842105,1.3333333333333333,0
218,0.7140000000000001,0.4222222222222222,0.3333333333333333,0.2333333333333333,0.4235294117647059,0.024096385542168683,2.2,0
219,0.773,0.4270833333333333,0.34375,0.22916666666666666,0.4895833333333333,0.04819277108433735,1.4666666666666666,0
220,0.741,0.6139240506329114,0.3291139240506329,0.34177215189873417,0.5915492957746479,0.047619047619047616,1.8333333333333333,1
221,0.773,0.5163043478260869,0.4130434782608696,0.2391304347826087,0.5425531914893617,0.03409090909090909,1.7857142857142858,1
222,0.7390000000000001,0.4739583333333333,0.3125,0.2395833333333333,0.5463917525773195,0.022727272727272728,2.083333333333333,0
223,0.769,0.5444444444444444,0.34444444444444444,0.14444444444444446,0.4880952380952381,0.024390243902439025,1.0769230769230769,0
224,0.7809999999999999,0.5,0.4302325581395349,0.372093023255814,0.5,0.04444444444444445,1.3333333333333333,1
225,0.7190000000000001,0.4322916666666667,0.375,0.3333333333333333,0.5566037735849056,0.09782608695652174,1.3125,0
226,0.65,0.6058823529411764,0.4,0.2352941176470588,0.5652173913043478,0.05882352941176471,2.357142857142857,1
227,0.762,0.42777777777777776,0.3555555555555556,0.2333333333333333,0.4205607476635514,0.052083333333333336,2.8571428571428568,0
228,0.778,0.5483870967741935,0.41935483870967744,0.2903225806451613,0.4583333333333333,0.053763440860215055,3.75,1
229,0.857,0.5833333333333334,0.3205128205128205,0.2692307692307692,0.5411764705882353,0.07446808510638298,0.9523809523809524,0
230,0.696,0.5804597701149425,0.4597701149425287,0.26436781609195403,0.4673913043478261,0.05319148936170213,1.625,1
231,0.75,0.475,0.29,0.24,0.5288461538461539,0.06818181818181818,2.6,1
232,0.688,0.5674157303370787,0.4044943820224719,0.1797752808988764,0.5154639175257731,0.08791208791208792,2.1333333333333333,1
