,PTS,FGM,FGA,FGPerc,3PM,3PA,3PPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFGPerc,FTR,Target
19154,93,38,85,44.7,9,22,40.9,8,10,80,14,35,49,27,12,1,16,15,0.5,0.11764705882352941,1
19155,105,43,82,52.4,4,19,21.1,15,21,71.4,7,38,45,22,10,6,17,16,0.5487804878048781,0.25609756097560976,1
19156,99,32,84,38.1,10,25,40,25,32,78.1,12,45,57,20,8,4,15,23,0.44047619047619047,0.38095238095238093,1
19157,99,32,76,42.1,9,23,39.1,26,34,76.5,10,42,52,18,2,6,18,15,0.48026315789473684,0.4473684210526316,0
19158,84,29,83,34.9,10,28,35.7,16,24,66.7,12,35,47,19,7,2,18,18,0.40963855421686746,0.2891566265060241,0
19159,106,39,86,45.3,7,19,36.8,21,24,87.5,15,24,39,21,4,2,12,20,0.4941860465116279,0.27906976744186046,0
19160,93,38,89,42.7,7,20,35,10,13,76.9,17,29,46,14,1,7,15,20,0.46629213483146065,0.14606741573033707,0
19161,79,34,77,44.2,2,12,16.7,9,19,47.4,12,26,38,12,11,4,15,19,0.45454545454545453,0.24675324675324675,0
19162,113,43,78,55.1,14,27,51.9,13,21,61.9,8,34,42,25,8,3,13,17,0.6410256410256411,0.2692307692307692,1
19163,117,45,88,51.1,8,16,50,19,25,76,9,27,36,22,11,5,12,25,0.5568181818181818,0.2840909090909091,1
19164,110,40,88,45.5,5,20,25,25,28,89.3,15,31,46,19,5,3,16,20,0.48295454545454547,0.3181818181818182,0
19165,80,32,83,38.6,3,20,15,13,15,86.7,12,32,44,20,6,6,14,27,0.4036144578313253,0.18072289156626506,0
19166,99,34,85,40,13,30,43.3,18,22,81.8,11,37,48,21,5,7,10,24,0.4764705882352941,0.25882352941176473,1
19167,120,42,81,51.9,10,24,41.7,26,31,83.9,13,30,43,22,9,4,10,22,0.5802469135802469,0.38271604938271603,1
19168,103,44,99,44.4,7,18,38.9,8,10,80,12,31,43,27,9,4,6,22,0.4797979797979798,0.10101010101010101,1
19169,94,31,83,37.3,11,30,36.7,21,26,80.8,11,33,44,21,6,10,12,23,0.4397590361445783,0.3132530120481928,0
19170,100,37,74,50,10,26,38.5,16,22,72.7,5,29,34,27,14,2,19,9,0.5675675675675675,0.2972972972972973,1
19171,74,26,83,31.3,3,9,33.3,19,28,67.9,11,32,43,13,3,6,15,27,0.3313253012048193,0.3373493975903614,0
19172,84,32,75,42.7,8,22,36.4,12,15,80,6,26,32,21,8,4,18,24,0.48,0.2,0
19173,95,35,72,48.6,4,19,21.1,21,25,84,2,39,41,23,11,7,14,19,0.5138888888888888,0.3472222222222222,1
19174,93,32,74,43.2,6,25,24,23,31,74.2,7,35,42,17,8,2,13,17,0.47297297297297297,0.4189189189189189,1
19175,92,37,85,43.5,10,25,40,8,10,80,11,33,44,26,7,1,22,20,0.49411764705882355,0.11764705882352941,0
19176,88,36,92,39.1,7,27,25.9,9,14,64.3,12,33,45,19,11,3,12,16,0.42934782608695654,0.15217391304347827,0
19177,94,38,85,44.7,7,22,31.8,11,17,64.7,9,31,40,22,8,4,15,15,0.48823529411764705,0.2,0
19178,100,36,80,45,3,9,33.3,25,31,80.6,9,32,41,24,7,6,8,18,0.46875,0.3875,1
19179,94,39,84,46.4,4,15,26.7,12,15,80,11,40,51,24,5,6,16,17,0.4880952380952381,0.17857142857142858,1
19180,99,42,79,53.2,6,17,35.3,9,12,75,8,32,40,24,9,1,16,15,0.569620253164557,0.1518987341772152,1
19181,111,44,83,53,13,28,46.4,10,13,76.9,9,25,34,30,4,5,16,19,0.608433734939759,0.1566265060240964,0
19182,92,30,73,41.1,9,22,40.9,23,27,85.2,4,31,35,22,7,5,14,19,0.4726027397260274,0.3698630136986301,0
19183,102,40,88,45.5,7,19,36.8,15,21,71.4,9,32,41,25,8,6,10,14,0.4943181818181818,0.23863636363636365,1
19184,109,42,83,50.6,8,22,36.4,17,20,85,6,37,43,29,8,3,12,20,0.5542168674698795,0.24096385542168675,1
19185,101,41,87,47.1,9,19,47.4,10,13,76.9,14,33,47,22,5,8,16,21,0.5229885057471264,0.14942528735632185,0
19186,102,39,77,50.6,4,14,28.6,20,22,90.9,11,28,39,25,7,3,15,18,0.5324675324675324,0.2857142857142857,1
19187,100,34,78,43.6,11,26,42.3,21,22,95.5,9,25,34,18,4,1,15,24,0.5064102564102564,0.28205128205128205,0
19188,116,46,87,52.9,6,21,28.6,18,22,81.8,10,32,42,25,15,2,10,14,0.5632183908045977,0.25287356321839083,1
19189,83,31,79,39.2,1,13,7.7,20,28,71.4,14,35,49,11,4,2,18,26,0.3987341772151899,0.35443037974683544,0
19190,94,33,73,45.2,6,19,31.6,22,26,84.6,10,29,39,23,5,4,18,20,0.4931506849315068,0.3561643835616438,0
19191,86,33,74,44.6,3,9,33.3,17,20,85,9,28,37,17,2,3,16,15,0.46621621621621623,0.2702702702702703,0
19192,93,34,69,49.3,6,24,25,19,27,70.4,11,32,43,12,7,6,18,20,0.5362318840579711,0.391304347826087,1
19193,113,43,80,53.8,12,29,41.4,15,23,65.2,5,32,37,28,11,1,10,24,0.6125,0.2875,1
19194,107,39,79,49.4,7,22,31.8,22,24,91.7,7,31,38,20,9,4,14,17,0.5379746835443038,0.3037974683544304,1
19195,96,38,82,46.3,5,19,26.3,15,19,78.9,10,26,36,18,5,3,13,22,0.49390243902439024,0.23170731707317074,0
19196,110,41,75,54.7,8,20,40,20,28,71.4,10,32,42,23,10,2,13,24,0.6,0.37333333333333335,1
19197,98,40,80,50,8,15,53.3,10,17,58.8,7,38,45,19,13,5,20,24,0.55,0.2125,1
19198,112,44,81,54.3,10,25,40,14,19,73.7,7,38,45,30,12,7,19,18,0.6049382716049383,0.2345679012345679,1
19199,86,34,82,41.5,4,13,30.8,14,18,77.8,14,21,35,22,12,7,15,22,0.43902439024390244,0.21951219512195122,0
19200,89,33,85,38.8,7,17,41.2,16,19,84.2,12,33,45,22,8,4,15,25,0.4294117647058823,0.2235294117647059,1
19201,93,37,97,38.1,2,15,13.3,17,20,85,17,31,48,21,11,6,15,18,0.3917525773195876,0.20618556701030927,0
19202,92,33,83,39.8,8,32,25,18,24,75,14,31,45,17,10,1,15,18,0.4457831325301205,0.2891566265060241,0
19203,84,29,88,33,3,19,15.8,23,28,82.1,14,32,46,15,9,1,19,18,0.3465909090909091,0.3181818181818182,0
19204,91,38,85,44.7,6,15,40,9,14,64.3,10,34,44,24,5,3,9,17,0.4823529411764706,0.16470588235294117,0
19205,102,37,84,44,9,25,36,19,22,86.4,10,36,46,19,3,5,8,15,0.49404761904761907,0.2619047619047619,1
19206,96,35,80,43.8,9,20,45,17,21,81,11,28,39,22,8,5,11,24,0.49375,0.2625,1
19207,100,40,87,46,8,26,30.8,12,15,80,9,35,44,20,8,9,10,17,0.5057471264367817,0.1724137931034483,1
19208,82,32,81,39.5,4,12,33.3,14,23,60.9,11,28,39,24,2,1,14,18,0.41975308641975306,0.2839506172839506,0
19209,86,35,84,41.7,8,24,33.3,8,15,53.3,7,35,42,24,6,3,13,17,0.4642857142857143,0.17857142857142858,0
19210,121,48,82,58.5,8,21,38.1,17,19,89.5,6,38,44,32,8,5,9,23,0.6341463414634146,0.23170731707317074,1
19211,109,38,80,47.5,5,17,29.4,28,40,70,13,31,44,20,9,3,9,19,0.50625,0.5,1
19212,104,46,95,48.4,11,29,37.9,1,3,33.3,10,34,44,25,5,9,9,14,0.5421052631578948,0.031578947368421054,1
19213,73,28,71,39.4,4,18,22.2,13,29,44.8,6,27,33,17,9,4,18,19,0.4225352112676056,0.4084507042253521,0
19214,97,35,77,45.5,14,26,53.8,13,18,72.2,8,27,35,23,6,2,17,28,0.5454545454545454,0.23376623376623376,0
19215,95,36,71,50.7,5,12,41.7,18,22,81.8,5,41,46,24,10,4,16,24,0.5422535211267606,0.30985915492957744,1
19216,96,39,84,46.4,6,21,28.6,12,14,85.7,7,34,41,24,4,5,12,15,0.5,0.16666666666666666,0
19217,113,37,86,43,10,21,47.6,29,35,82.9,13,34,47,27,8,9,15,22,0.4883720930232558,0.4069767441860465,1
19218,101,40,100,40,8,26,30.8,13,17,76.5,18,26,44,17,13,5,10,13,0.44,0.17,0
19219,98,37,76,48.7,7,19,36.8,17,22,77.3,11,34,45,23,4,4,12,18,0.5328947368421053,0.2894736842105263,1
19220,103,33,68,48.5,11,25,44,26,45,57.8,5,34,39,22,5,5,17,26,0.5661764705882353,0.6617647058823529,1
19221,101,36,77,46.8,7,17,41.2,22,30,73.3,5,36,41,20,4,4,19,31,0.512987012987013,0.38961038961038963,0
19222,89,36,82,43.9,11,29,37.9,6,15,40,11,29,40,24,7,3,9,24,0.5060975609756098,0.18292682926829268,0
19223,100,35,87,40.2,7,21,33.3,23,25,92,7,32,39,17,8,2,11,19,0.4425287356321839,0.28735632183908044,0
19224,102,35,79,44.3,11,32,34.4,21,30,70,8,36,44,24,7,3,18,18,0.5126582278481012,0.379746835443038,1
19225,94,33,72,45.8,4,16,25,24,31,77.4,7,40,47,18,3,7,17,14,0.4861111111111111,0.4305555555555556,1
19226,98,35,102,34.3,4,25,16,24,32,75,23,31,54,11,15,6,14,27,0.3627450980392157,0.3137254901960784,0
19227,102,37,88,42,5,17,29.4,23,30,76.7,11,35,46,26,8,4,10,33,0.44886363636363635,0.3409090909090909,0
19228,96,39,83,47,4,13,30.8,14,20,70,10,27,37,19,9,2,17,21,0.4939759036144578,0.24096385542168675,0
19229,87,36,93,38.7,5,20,25,10,12,83.3,12,26,38,23,8,3,8,26,0.41397849462365593,0.12903225806451613,0
19230,101,37,78,47.4,6,25,24,21,26,80.8,4,29,33,19,6,3,12,19,0.5128205128205128,0.3333333333333333,1
19231,72,30,85,35.3,5,18,27.8,7,9,77.8,11,25,36,21,7,2,15,21,0.38235294117647056,0.10588235294117647,0
19232,96,38,77,49.4,5,14,35.7,15,27,55.6,14,38,52,18,9,4,14,13,0.525974025974026,0.35064935064935066,1
19233,99,34,73,46.6,10,23,43.5,21,29,72.4,10,31,41,19,8,3,16,23,0.5342465753424658,0.3972602739726027,0
19234,126,46,80,57.5,16,24,66.7,18,23,78.3,6,31,37,30,9,5,15,17,0.675,0.2875,1
19235,112,41,79,51.9,17,31,54.8,13,16,81.3,11,43,54,26,6,9,23,16,0.6265822784810127,0.20253164556962025,1
19236,106,35,76,46.1,5,18,27.8,31,38,81.6,8,42,50,20,5,11,19,21,0.4934210526315789,0.5,1
19237,102,42,79,53.2,7,17,41.2,11,16,68.8,11,30,41,25,8,3,15,18,0.5759493670886076,0.20253164556962025,1
19238,96,37,85,43.5,8,23,34.8,14,21,66.7,11,35,46,20,10,2,14,14,0.4823529411764706,0.24705882352941178,1
19239,100,41,77,53.2,8,23,34.8,10,16,62.5,6,31,37,15,7,5,19,26,0.5844155844155844,0.2077922077922078,0
19240,111,40,97,41.2,11,36,30.6,20,23,87,17,30,47,28,10,6,8,19,0.4690721649484536,0.23711340206185566,1
19241,89,36,84,42.9,3,13,23.1,14,22,63.6,11,41,52,19,8,7,15,16,0.44642857142857145,0.2619047619047619,0
19242,95,34,82,41.5,9,22,40.9,18,28,64.3,16,34,50,23,8,2,18,20,0.4695121951219512,0.34146341463414637,0
19243,102,39,82,47.6,11,24,45.8,13,17,76.5,7,29,36,21,10,4,14,22,0.5426829268292683,0.2073170731707317,1
19244,98,36,88,40.9,12,26,46.2,14,15,93.3,10,29,39,21,11,3,12,18,0.4772727272727273,0.17045454545454544,1
19245,104,36,88,40.9,6,17,35.3,26,33,78.8,19,29,48,20,11,6,12,20,0.4431818181818182,0.375,1
19246,81,31,78,39.7,5,16,31.3,14,20,70,10,37,47,7,5,2,20,18,0.42948717948717946,0.2564102564102564,0
19247,97,38,81,46.9,6,17,35.3,15,18,83.3,15,26,41,19,13,3,15,13,0.5061728395061729,0.2222222222222222,1
19248,91,32,77,41.6,3,14,21.4,24,33,72.7,11,30,41,17,9,4,16,28,0.43506493506493504,0.42857142857142855,0
19249,98,33,70,47.1,10,23,43.5,22,38,57.9,9,34,43,21,8,5,21,25,0.5428571428571428,0.5428571428571428,1
19250,86,35,80,43.8,3,11,27.3,13,17,76.5,12,26,38,16,7,2,14,18,0.45625,0.2125,0
19251,93,39,78,50,7,20,35,8,12,66.7,9,22,31,27,10,6,17,22,0.5448717948717948,0.15384615384615385,0
19252,103,38,75,50.7,7,17,41.2,20,27,74.1,13,28,41,19,10,4,16,17,0.5533333333333333,0.36,1
19253,95,32,83,38.6,5,14,35.7,26,29,89.7,17,35,52,11,8,1,14,17,0.41566265060240964,0.3493975903614458,0
19254,115,45,79,57,7,20,35,18,29,62.1,10,40,50,34,8,4,26,26,0.6139240506329114,0.3670886075949367,1
19255,82,35,69,50.7,5,11,45.5,7,9,77.8,5,26,31,11,8,1,21,16,0.5434782608695652,0.13043478260869565,0
19256,88,36,86,41.9,6,17,35.3,10,13,76.9,9,30,39,17,6,4,14,22,0.45348837209302323,0.1511627906976744,0
19257,107,41,93,44.1,8,29,27.6,17,24,70.8,10,22,32,34,9,4,16,23,0.4838709677419355,0.25806451612903225,0
19258,96,37,78,47.4,5,18,27.8,17,23,73.9,13,33,46,22,5,8,14,20,0.5064102564102564,0.2948717948717949,1
19259,97,38,84,45.2,9,21,42.9,12,22,54.5,13,35,48,23,6,10,15,17,0.5059523809523809,0.2619047619047619,1
19260,91,38,92,41.3,8,28,28.6,7,15,46.7,10,31,41,26,9,2,10,20,0.45652173913043476,0.16304347826086957,0
19261,105,41,79,51.9,4,19,21.1,19,29,65.5,9,40,49,25,7,7,17,17,0.5443037974683544,0.3670886075949367,1
19262,87,38,98,38.8,3,10,30,8,14,57.1,22,36,58,22,4,3,17,18,0.4030612244897959,0.14285714285714285,0
19263,98,37,83,44.6,8,24,33.3,16,20,80,9,28,37,27,7,7,14,25,0.4939759036144578,0.24096385542168675,0
19264,93,36,71,50.7,4,15,26.7,17,24,70.8,5,33,38,23,11,8,21,12,0.5352112676056338,0.3380281690140845,1
19265,81,36,82,43.9,5,18,27.8,4,8,50,7,36,43,24,3,3,14,20,0.4695121951219512,0.0975609756097561,0
19266,98,34,76,44.7,7,20,35,23,31,74.2,9,41,50,20,5,4,20,23,0.4934210526315789,0.40789473684210525,0
19267,91,35,86,40.7,11,31,35.5,10,15,66.7,16,29,45,26,10,5,16,14,0.47093023255813954,0.1744186046511628,1
19268,103,33,87,37.9,9,30,30,28,36,77.8,10,39,49,16,7,8,14,19,0.43103448275862066,0.41379310344827586,1
19269,123,42,72,58.3,11,22,50,28,33,84.8,7,29,36,26,9,5,15,26,0.6597222222222222,0.4583333333333333,1
19270,105,40,79,50.6,5,15,33.3,20,33,60.6,14,30,44,24,9,13,12,20,0.5379746835443038,0.4177215189873418,1
19271,120,42,76,55.3,12,31,38.7,24,33,72.7,8,22,30,29,9,2,11,23,0.631578947368421,0.4342105263157895,0
19272,113,37,80,46.3,7,17,41.2,32,38,84.2,9,33,42,19,11,2,10,23,0.50625,0.475,1
19273,88,34,88,38.6,3,12,25,17,19,89.5,16,32,48,17,8,6,6,17,0.4034090909090909,0.2159090909090909,1
19274,85,35,87,40.2,6,22,27.3,9,12,75,15,28,43,17,13,5,15,21,0.4367816091954023,0.13793103448275862,0
19275,104,39,81,48.1,8,21,38.1,18,24,75,7,34,41,27,12,6,11,14,0.5308641975308642,0.2962962962962963,1
19276,92,29,71,40.8,15,29,51.7,19,21,90.5,7,18,25,19,13,5,24,23,0.5140845070422535,0.29577464788732394,0
19277,108,36,86,41.9,14,29,48.3,22,28,78.6,9,32,41,24,7,9,10,23,0.5,0.32558139534883723,1
19278,106,38,85,44.7,15,33,45.5,15,22,68.2,13,24,37,12,6,6,17,26,0.5352941176470588,0.25882352941176473,0
19279,82,35,80,43.8,5,14,35.7,7,12,58.3,12,30,42,18,6,5,19,19,0.46875,0.15,0
19280,120,38,74,51.4,15,24,62.5,29,32,90.6,12,28,40,27,12,6,21,15,0.6148648648648649,0.43243243243243246,1
19281,95,36,81,44.4,5,13,38.5,18,30,60,17,24,41,17,7,4,15,20,0.47530864197530864,0.37037037037037035,1
19282,91,32,67,47.8,9,19,47.4,18,25,72,6,30,36,21,6,5,17,27,0.5447761194029851,0.373134328358209,0
19283,98,34,90,37.8,5,22,22.7,25,31,80.6,10,35,45,24,10,2,14,17,0.40555555555555556,0.34444444444444444,0
19284,98,38,84,45.2,8,19,42.1,14,14,100,15,29,44,31,6,5,14,17,0.5,0.16666666666666666,1
19285,93,39,86,45.3,4,15,26.7,11,12,91.7,10,34,44,18,4,3,17,20,0.47674418604651164,0.13953488372093023,0
19286,96,37,100,37,8,30,26.7,14,17,82.4,16,36,52,15,9,5,15,32,0.41,0.17,0
19287,102,40,81,49.4,12,24,50,10,16,62.5,6,37,43,24,8,5,19,25,0.5679012345679012,0.19753086419753085,1
19288,91,32,77,41.6,9,23,39.1,18,21,85.7,13,25,38,19,5,0,15,20,0.474025974025974,0.2727272727272727,0
19289,104,41,81,50.6,10,21,47.6,12,19,63.2,10,27,37,26,13,4,15,17,0.5679012345679012,0.2345679012345679,1
19290,107,39,83,47,8,22,36.4,21,28,75,15,33,48,21,8,3,20,24,0.5180722891566265,0.3373493975903614,1
19291,92,35,70,50,7,19,36.8,15,21,71.4,10,27,37,19,6,4,15,20,0.55,0.3,1
19292,85,32,99,32.3,7,20,35,14,20,70,18,25,43,16,10,3,12,19,0.35858585858585856,0.20202020202020202,0
19293,100,37,85,43.5,10,28,35.7,16,24,66.7,12,30,42,22,6,4,13,17,0.49411764705882355,0.2823529411764706,0
19294,109,41,72,56.9,9,21,42.9,18,24,75,6,42,48,22,7,10,19,20,0.6319444444444444,0.3333333333333333,1
19295,104,41,85,48.2,7,15,46.7,15,15,100,7,34,41,31,10,5,11,24,0.5235294117647059,0.17647058823529413,1
19296,104,37,79,46.8,10,29,34.5,20,28,71.4,6,25,31,23,9,3,16,23,0.5316455696202531,0.35443037974683544,0
19297,86,33,76,43.4,6,24,25,14,18,77.8,10,25,35,16,9,3,13,22,0.47368421052631576,0.23684210526315788,0
19298,88,33,74,44.6,11,24,45.8,11,15,73.3,13,26,39,22,8,3,24,21,0.5202702702702703,0.20270270270270271,0
19299,97,34,78,43.6,9,29,31,20,26,76.9,10,43,53,26,8,11,20,20,0.4935897435897436,0.3333333333333333,1
19300,81,33,91,36.3,7,16,43.8,8,16,50,12,32,44,25,6,8,9,23,0.4010989010989011,0.17582417582417584,0
19301,98,32,79,40.5,12,22,54.5,22,30,73.3,14,43,57,17,5,6,14,16,0.4810126582278481,0.379746835443038,1
19302,106,39,81,48.1,5,12,41.7,23,30,76.7,11,36,47,23,7,5,9,23,0.5123456790123457,0.37037037037037035,1
19303,98,31,85,36.5,3,13,23.1,33,35,94.3,14,26,40,12,9,4,7,18,0.38235294117647056,0.4117647058823529,0
19304,115,38,93,40.9,13,27,48.1,26,32,81.3,19,34,53,24,6,6,12,27,0.478494623655914,0.34408602150537637,1
19305,102,34,86,39.5,7,23,30.4,27,32,84.4,16,29,45,20,7,4,11,25,0.436046511627907,0.37209302325581395,0
19306,87,32,81,39.5,7,15,46.7,16,19,84.2,6,34,40,18,8,5,10,21,0.4382716049382716,0.2345679012345679,0
19307,113,40,83,48.2,8,23,34.8,25,43,58.1,10,35,45,24,7,6,11,22,0.5301204819277109,0.5180722891566265,0
19308,108,41,76,53.9,8,18,44.4,18,21,85.7,9,37,46,19,5,5,14,25,0.5921052631578947,0.27631578947368424,1
19309,86,27,75,36,6,12,50,26,31,83.9,9,45,54,17,3,8,16,18,0.4,0.41333333333333333,1
19310,94,38,99,38.4,6,21,28.6,12,22,54.5,18,35,53,24,12,4,12,22,0.41414141414141414,0.2222222222222222,0
19311,99,42,87,48.3,8,23,34.8,7,17,41.2,12,27,39,24,7,3,14,10,0.5287356321839081,0.19540229885057472,0
19312,110,42,94,44.7,3,17,17.6,23,31,74.2,15,36,51,17,6,3,16,23,0.4627659574468085,0.32978723404255317,0
19313,114,47,90,52.2,10,25,40,10,10,100,8,30,38,33,11,5,13,20,0.5777777777777777,0.1111111111111111,1
19314,118,44,99,44.4,15,32,46.9,15,20,75,15,31,46,25,5,6,15,25,0.5202020202020202,0.20202020202020202,1
19315,86,33,87,37.9,7,23,30.4,13,17,76.5,11,24,35,21,8,2,8,20,0.41954022988505746,0.19540229885057472,0
19316,97,40,72,55.6,4,13,30.8,13,18,72.2,7,42,49,30,4,4,16,20,0.5833333333333334,0.25,1
19317,79,30,86,34.9,8,22,36.4,11,15,73.3,14,38,52,18,7,6,16,21,0.3953488372093023,0.1744186046511628,0
19318,110,40,79,50.6,11,19,57.9,19,24,79.2,9,33,42,25,6,6,13,24,0.5759493670886076,0.3037974683544304,1
19319,103,36,85,42.4,9,23,39.1,22,33,66.7,16,23,39,24,7,1,11,26,0.4764705882352941,0.38823529411764707,0
19320,122,41,81,50.6,9,21,42.9,31,44,70.5,12,35,47,27,6,9,16,23,0.5617283950617284,0.5432098765432098,1
19321,106,40,94,42.6,7,23,30.4,19,22,86.4,16,34,50,19,13,3,13,17,0.4627659574468085,0.23404255319148937,1
19322,102,41,80,51.3,9,21,42.9,11,14,78.6,10,32,42,24,7,5,15,19,0.56875,0.175,1
19323,88,34,86,39.5,5,18,27.8,15,18,83.3,15,35,50,14,6,8,21,21,0.42441860465116277,0.20930232558139536,0
19324,100,37,70,52.9,4,15,26.7,22,28,78.6,5,35,40,22,4,1,17,21,0.5571428571428572,0.4,0
19325,135,52,86,60.5,13,28,46.4,18,27,66.7,10,33,43,30,11,17,13,25,0.6802325581395349,0.313953488372093,1
19326,111,45,99,45.5,8,24,33.3,13,18,72.2,18,25,43,22,8,7,13,33,0.494949494949495,0.18181818181818182,0
19327,110,44,78,56.4,9,22,40.9,13,17,76.5,5,31,36,20,9,4,13,15,0.6217948717948718,0.21794871794871795,1
19328,92,34,82,41.5,5,17,29.4,19,27,70.4,12,39,51,17,7,6,11,19,0.4451219512195122,0.32926829268292684,1
19329,90,34,90,37.8,10,30,33.3,12,16,75,19,29,48,19,6,3,14,20,0.43333333333333335,0.17777777777777778,0
19330,96,37,93,39.8,6,25,24,16,22,72.7,13,34,47,22,11,3,18,17,0.43010752688172044,0.23655913978494625,0
19331,81,29,83,34.9,8,27,29.6,15,20,75,10,26,36,20,5,3,8,20,0.39759036144578314,0.24096385542168675,0
19332,110,40,77,51.9,10,23,43.5,20,30,66.7,13,38,51,23,6,7,17,21,0.5844155844155844,0.38961038961038963,1
19333,97,35,69,50.7,6,15,40,21,23,91.3,6,37,43,18,5,8,15,22,0.5507246376811594,0.3333333333333333,1
19334,94,34,85,40,4,16,25,22,28,78.6,12,25,37,16,5,8,9,19,0.4235294117647059,0.32941176470588235,0
19335,108,43,84,51.2,10,27,37,12,18,66.7,5,25,30,27,12,3,8,22,0.5714285714285714,0.21428571428571427,1
19336,88,35,77,45.5,8,17,47.1,10,16,62.5,7,25,32,18,7,5,17,18,0.5064935064935064,0.2077922077922078,0
19337,103,36,81,44.4,10,21,47.6,21,22,95.5,7,39,46,18,12,6,20,19,0.5061728395061729,0.2716049382716049,1
19338,98,35,83,42.2,6,19,31.6,22,31,71,10,28,38,16,8,2,17,21,0.4578313253012048,0.37349397590361444,0
19339,91,35,76,46.1,4,15,26.7,17,22,77.3,7,36,43,19,8,5,17,15,0.4868421052631579,0.2894736842105263,1
19340,96,36,80,45,7,16,43.8,17,19,89.5,11,37,48,21,6,5,15,21,0.49375,0.2375,1
19341,90,34,80,42.5,10,25,40,12,17,70.6,11,32,43,22,4,5,17,19,0.4875,0.2125,0
19342,96,37,81,45.7,7,18,38.9,15,19,78.9,4,30,34,17,8,4,15,21,0.5,0.2345679012345679,0
19343,86,35,80,43.8,10,24,41.7,6,11,54.5,4,36,40,25,6,8,11,17,0.5,0.1375,0
19344,98,34,79,43,10,28,35.7,20,25,80,9,33,42,17,8,4,16,23,0.4936708860759494,0.31645569620253167,0
19345,104,40,79,50.6,5,16,31.3,19,21,90.5,9,35,44,14,5,11,13,20,0.5379746835443038,0.26582278481012656,1
19346,89,37,85,43.5,1,13,7.7,14,14,100,10,41,51,27,7,5,9,13,0.4411764705882353,0.16470588235294117,1
19347,103,40,86,46.5,5,19,26.3,18,23,78.3,9,30,39,21,6,4,16,19,0.4941860465116279,0.26744186046511625,0
19348,117,47,97,48.5,7,20,35,16,21,76.2,14,32,46,28,7,9,15,17,0.520618556701031,0.21649484536082475,1
19349,80,29,82,35.4,5,21,23.8,17,22,77.3,11,32,43,19,8,6,16,21,0.38414634146341464,0.2682926829268293,0
19350,110,40,74,54.1,5,13,38.5,25,30,83.3,4,30,34,17,19,5,16,15,0.5743243243243243,0.40540540540540543,1
19351,104,37,74,50,12,28,42.9,18,21,85.7,6,28,34,22,11,6,24,20,0.581081081081081,0.28378378378378377,0
19352,100,38,87,43.7,2,12,16.7,22,29,75.9,14,35,49,14,8,4,12,25,0.4482758620689655,0.3333333333333333,1
19353,113,39,81,48.1,10,23,43.5,25,31,80.6,6,37,43,25,6,5,15,23,0.5432098765432098,0.38271604938271603,1
19354,82,35,91,38.5,5,16,31.3,7,11,63.6,16,34,50,16,9,4,18,23,0.41208791208791207,0.12087912087912088,0
19355,97,38,85,44.7,6,23,26.1,15,24,62.5,13,33,46,26,10,6,12,20,0.4823529411764706,0.2823529411764706,1
19356,109,40,82,48.8,9,26,34.6,20,22,90.9,8,39,47,21,9,2,18,20,0.5426829268292683,0.2682926829268293,1
19357,80,32,79,40.5,4,15,26.7,12,17,70.6,10,33,43,19,10,6,15,17,0.43037974683544306,0.21518987341772153,0
19358,86,32,80,40,8,20,40,14,20,70,12,35,47,23,8,8,16,13,0.45,0.25,1
19359,113,46,94,48.9,6,22,27.3,15,19,78.9,11,31,42,22,10,2,16,22,0.5212765957446809,0.20212765957446807,0
19360,77,30,88,34.1,8,16,50,9,11,81.8,17,23,40,14,3,10,15,24,0.38636363636363635,0.125,0
19361,116,45,94,47.9,14,23,60.9,12,14,85.7,9,22,31,26,12,5,7,22,0.5531914893617021,0.14893617021276595,1
19362,109,31,68,45.6,9,28,32.1,38,44,86.4,11,32,43,14,6,6,14,19,0.5220588235294118,0.6470588235294118,1
19363,106,38,87,43.7,8,20,40,22,27,81.5,10,26,36,20,6,5,9,28,0.4827586206896552,0.3103448275862069,0
19364,115,41,80,51.3,9,22,40.9,24,28,85.7,13,35,48,20,4,3,19,17,0.56875,0.35,0
19365,94,35,82,42.7,9,26,34.6,15,21,71.4,13,32,45,20,7,8,15,17,0.4817073170731707,0.25609756097560976,1
19366,95,37,88,42,12,34,35.3,9,13,69.2,8,29,37,24,11,3,3,19,0.48863636363636365,0.14772727272727273,1
19367,103,31,67,46.3,8,15,53.3,33,39,84.6,9,28,37,14,12,6,13,21,0.5223880597014925,0.582089552238806,1
19368,90,35,84,41.7,6,15,40,14,23,60.9,14,37,51,15,5,3,16,13,0.4523809523809524,0.27380952380952384,1
19369,79,33,91,36.3,5,15,33.3,8,11,72.7,12,32,44,15,11,3,9,11,0.3901098901098901,0.12087912087912088,0
19370,87,35,82,42.7,6,21,28.6,11,17,64.7,11,29,40,24,6,5,17,24,0.4634146341463415,0.2073170731707317,0
19371,91,35,77,45.5,5,24,20.8,16,21,76.2,8,39,47,22,1,6,15,15,0.487012987012987,0.2727272727272727,0
19372,117,43,96,44.8,15,41,36.6,16,25,64,13,37,50,34,8,15,19,27,0.5260416666666666,0.2604166666666667,0
19373,111,40,100,40,6,21,28.6,25,37,67.6,23,35,58,23,11,8,8,20,0.43,0.37,1
19374,99,37,94,39.4,8,21,38.1,17,26,65.4,19,32,51,20,4,9,14,27,0.43617021276595747,0.2765957446808511,0
