,PTS,FGM,FGA,FGPerc,3PM,3PA,3PPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFGPerc,FTR,Target
1781,128,48,94,51.1,13,27,48.1,19,21,90.5,12,26,38,29,10,4,8,15,0.5797872340425532,0.22340425531914893,1
1782,125,45,96,46.9,15,44,34.1,20,25,80,7,35,42,33,6,3,13,28,0.546875,0.2604166666666667,0
1783,122,43,78,55.1,18,31,58.1,18,21,85.7,6,31,37,20,4,4,16,21,0.6666666666666666,0.2692307692307692,0
1784,118,49,90,54.4,11,29,37.9,9,16,56.3,4,22,26,30,3,3,9,24,0.6055555555555555,0.17777777777777778,0
1785,91,34,71,47.9,10,18,55.6,13,20,65,1,32,33,18,10,4,18,23,0.5492957746478874,0.28169014084507044,0
1786,89,31,78,39.7,5,33,15.2,22,33,66.7,14,39,53,14,7,4,23,19,0.42948717948717946,0.4230769230769231,0
1787,126,42,85,49.4,15,34,44.1,27,32,84.4,15,28,43,24,8,2,13,24,0.5823529411764706,0.3764705882352941,1
1788,87,30,84,35.7,10,31,32.3,17,24,70.8,13,29,42,21,4,1,17,18,0.4166666666666667,0.2857142857142857,0
1789,111,43,80,53.8,10,32,31.3,15,27,55.6,7,24,31,23,9,5,12,21,0.6,0.3375,0
1790,97,34,82,41.5,11,33,33.3,18,23,78.3,9,34,43,23,8,6,16,16,0.4817073170731707,0.2804878048780488,1
1791,99,37,92,40.2,10,27,37,15,18,83.3,12,28,40,20,15,5,13,27,0.45652173913043476,0.1956521739130435,1
1792,125,48,83,57.8,10,22,45.5,19,24,79.2,8,39,47,25,10,7,11,20,0.6385542168674698,0.2891566265060241,1
1793,107,43,93,46.2,11,33,33.3,10,14,71.4,16,28,44,21,7,2,21,30,0.521505376344086,0.15053763440860216,0
1794,127,38,74,51.4,14,28,50,37,43,86,7,30,37,20,10,1,16,23,0.6081081081081081,0.581081081081081,1
1795,130,47,104,45.2,11,38,28.9,25,25,100,14,36,50,20,6,2,13,19,0.5048076923076923,0.2403846153846154,1
1796,108,35,85,41.2,9,28,32.1,29,37,78.4,6,36,42,21,7,5,7,17,0.4647058823529412,0.43529411764705883,1
1797,113,43,91,47.3,10,34,29.4,17,21,81,12,39,51,19,7,4,12,18,0.5274725274725275,0.23076923076923078,1
1798,114,35,75,46.7,12,34,35.3,32,43,74.4,4,32,36,22,13,5,14,16,0.5466666666666666,0.5733333333333334,1
1799,107,40,86,46.5,13,34,38.2,14,21,66.7,10,39,49,23,4,10,14,26,0.5406976744186046,0.2441860465116279,0
1800,93,39,82,47.6,6,26,23.1,9,13,69.2,5,35,40,28,5,11,19,18,0.5121951219512195,0.15853658536585366,0
1801,113,43,91,47.3,12,30,40,15,20,75,14,40,54,31,7,4,16,13,0.5384615384615384,0.21978021978021978,1
1802,92,34,82,41.5,8,24,33.3,16,24,66.7,9,42,51,19,9,10,12,22,0.4634146341463415,0.2926829268292683,1
1803,84,29,77,37.7,12,33,36.4,14,24,58.3,2,28,30,16,10,2,13,22,0.45454545454545453,0.3116883116883117,0
1804,97,38,91,41.8,11,43,25.6,10,15,66.7,9,34,43,22,6,6,12,18,0.47802197802197804,0.16483516483516483,0
1805,130,50,93,53.8,9,22,40.9,21,27,77.8,12,27,39,30,4,4,11,24,0.5860215053763441,0.2903225806451613,0
1806,118,45,97,46.4,4,18,22.2,24,30,80,17,39,56,29,14,3,17,27,0.4845360824742268,0.30927835051546393,1
1807,106,41,94,43.6,11,27,40.7,13,14,92.9,9,34,43,21,7,7,12,18,0.4946808510638298,0.14893617021276595,0
1808,114,42,87,48.3,13,43,30.2,17,27,63,9,30,39,23,10,6,18,27,0.5574712643678161,0.3103448275862069,0
1809,124,50,91,54.9,12,28,42.9,12,16,75,10,27,37,31,11,3,17,30,0.6153846153846154,0.17582417582417584,0
1810,83,32,87,36.8,6,22,27.3,13,16,81.3,4,40,44,15,11,9,14,19,0.40229885057471265,0.1839080459770115,0
1811,141,50,86,58.1,19,38,50,22,32,68.8,9,29,38,34,3,6,10,21,0.6918604651162791,0.37209302325581395,1
1812,113,44,91,48.4,9,28,32.1,16,19,84.2,10,38,48,27,12,3,11,17,0.532967032967033,0.2087912087912088,1
1813,111,40,76,52.6,16,32,50,15,21,71.4,7,45,52,29,6,4,17,19,0.631578947368421,0.27631578947368424,1
1814,125,46,91,50.5,12,33,36.4,21,29,72.4,8,33,41,25,7,4,15,27,0.5714285714285714,0.31868131868131866,0
1815,111,42,85,49.4,9,29,31,18,27,66.7,12,30,42,22,9,5,7,21,0.5470588235294118,0.3176470588235294,1
1816,99,38,86,44.2,7,25,28,16,19,84.2,12,32,44,25,2,5,15,16,0.48255813953488375,0.22093023255813954,0
1817,86,33,82,40.2,8,28,28.6,12,14,85.7,8,32,40,19,7,5,17,22,0.45121951219512196,0.17073170731707318,0
1818,104,38,87,43.7,10,25,40,18,21,85.7,13,31,44,20,1,4,14,17,0.4942528735632184,0.2413793103448276,0
1819,111,41,83,49.4,13,21,61.9,16,19,84.2,8,38,46,28,7,2,15,15,0.572289156626506,0.2289156626506024,1
1820,123,50,96,52.1,14,29,48.3,9,12,75,10,33,43,34,8,6,7,22,0.59375,0.125,1
1821,113,44,90,48.9,12,39,30.8,13,19,68.4,14,37,51,23,8,5,13,21,0.5555555555555556,0.2111111111111111,1
1822,89,34,76,44.7,8,28,28.6,13,13,100,7,33,40,16,10,3,27,17,0.5,0.17105263157894737,0
1823,92,36,96,37.5,10,30,33.3,10,15,66.7,8,38,46,24,5,2,9,15,0.4270833333333333,0.15625,0
1824,101,35,82,42.7,10,35,28.6,21,25,84,9,43,52,28,7,4,12,11,0.4878048780487805,0.3048780487804878,1
1825,105,39,77,50.6,9,28,32.1,18,23,78.3,11,29,40,22,11,6,13,17,0.564935064935065,0.2987012987012987,1
1826,102,41,84,48.8,9,21,42.9,11,21,52.4,10,36,46,23,5,5,15,24,0.5416666666666666,0.25,0
1827,116,39,93,41.9,19,43,44.2,19,21,90.5,14,35,49,25,6,5,16,26,0.521505376344086,0.22580645161290322,1
1828,109,41,76,53.9,10,20,50,17,22,77.3,7,43,50,29,7,7,23,25,0.6052631578947368,0.2894736842105263,1
1829,123,45,85,52.9,7,21,33.3,26,33,78.8,10,32,42,27,8,4,18,21,0.5705882352941176,0.38823529411764707,1
1830,108,41,90,45.6,14,32,43.8,12,20,60,12,34,46,24,9,7,12,10,0.5333333333333333,0.2222222222222222,1
1831,99,37,74,50,9,27,33.3,16,17,94.1,6,28,34,22,7,4,14,19,0.5608108108108109,0.22972972972972974,0
1832,105,42,94,44.7,11,34,32.4,10,13,76.9,14,36,50,29,9,7,17,19,0.5053191489361702,0.13829787234042554,0
1833,108,42,96,43.8,15,36,41.7,9,11,81.8,12,46,58,22,4,4,14,24,0.515625,0.11458333333333333,1
1834,108,38,83,45.8,7,25,28,25,31,80.6,9,33,42,28,5,6,16,18,0.5,0.37349397590361444,0
1835,100,39,87,44.8,8,26,30.8,14,19,73.7,6,33,39,28,11,1,13,19,0.4942528735632184,0.21839080459770116,0
1836,122,43,85,50.6,8,21,38.1,28,39,71.8,12,31,43,25,12,2,17,26,0.5529411764705883,0.4588235294117647,1
1837,76,32,89,36,8,28,28.6,4,5,80,7,35,42,18,8,2,15,18,0.4044943820224719,0.056179775280898875,0
1838,116,39,88,44.3,15,37,40.5,23,35,65.7,16,32,48,27,9,5,13,19,0.5284090909090909,0.3977272727272727,1
1839,119,47,94,50,9,25,36,16,20,80,10,30,40,31,14,8,15,29,0.5478723404255319,0.2127659574468085,0
1840,108,40,88,45.5,16,37,43.2,12,15,80,10,32,42,28,16,4,16,15,0.5454545454545454,0.17045454545454544,1
1841,113,43,84,51.2,8,29,27.6,19,30,63.3,11,34,45,30,11,4,20,28,0.5595238095238095,0.35714285714285715,0
1842,101,37,88,42,10,30,33.3,17,24,70.8,6,28,34,22,13,3,12,22,0.4772727272727273,0.2727272727272727,0
1843,119,42,87,48.3,12,34,35.3,23,27,85.2,6,36,42,19,11,4,12,17,0.5517241379310345,0.3103448275862069,1
1844,108,43,98,43.9,9,29,31,13,24,54.2,17,30,47,28,8,5,10,22,0.4846938775510204,0.24489795918367346,0
1845,104,36,87,41.4,15,39,38.5,17,20,85,9,36,45,22,6,7,11,13,0.5,0.22988505747126436,1
1846,116,42,79,53.2,12,30,40,20,23,87,8,39,47,27,5,8,18,19,0.6075949367088608,0.2911392405063291,1
1847,107,44,93,47.3,13,26,50,6,7,85.7,8,33,41,28,5,2,17,25,0.543010752688172,0.07526881720430108,0
1848,110,47,89,52.8,5,14,35.7,11,12,91.7,10,36,46,26,7,7,11,15,0.5561797752808989,0.1348314606741573,1
1849,99,39,94,41.5,15,44,34.1,6,7,85.7,11,34,45,24,6,11,11,21,0.4946808510638298,0.07446808510638298,0
1850,97,37,85,43.5,9,29,31,14,19,73.7,9,29,38,23,8,4,14,15,0.48823529411764705,0.2235294117647059,0
1851,106,40,93,43,15,42,35.7,11,16,68.8,9,42,51,33,9,11,18,23,0.510752688172043,0.17204301075268819,1
1852,112,43,88,48.9,11,22,50,15,25,60,12,33,45,27,5,5,12,25,0.5511363636363636,0.2840909090909091,1
1853,133,50,93,53.8,22,43,51.2,11,15,73.3,13,41,54,34,10,4,7,14,0.6559139784946236,0.16129032258064516,1
1854,77,31,81,38.3,6,24,25,9,14,64.3,8,29,37,16,3,2,15,17,0.41975308641975306,0.1728395061728395,0
1855,116,47,89,52.8,15,31,48.4,7,10,70,12,37,49,26,5,5,7,20,0.6123595505617978,0.11235955056179775,1
1856,107,41,83,49.4,12,30,40,13,16,81.3,14,30,44,21,9,3,15,14,0.5662650602409639,0.1927710843373494,1
1857,98,36,97,37.1,9,36,25,17,21,81,11,37,48,28,11,4,15,16,0.4175257731958763,0.21649484536082475,0
1858,104,39,86,45.3,15,47,31.9,11,13,84.6,10,26,36,20,5,3,12,19,0.5406976744186046,0.1511627906976744,0
1859,107,40,92,43.5,8,30,26.7,19,22,86.4,15,37,52,26,7,8,15,17,0.4782608695652174,0.2391304347826087,1
1860,98,33,89,37.1,7,29,24.1,25,31,80.6,13,36,49,16,5,8,16,26,0.4101123595505618,0.34831460674157305,0
1861,111,43,97,44.3,16,40,40,9,12,75,19,38,57,27,11,6,18,22,0.5257731958762887,0.12371134020618557,1
1862,88,34,84,40.5,6,30,20,14,18,77.8,9,27,36,17,13,7,15,19,0.44047619047619047,0.21428571428571427,0
1863,121,40,92,43.5,13,39,33.3,28,39,71.8,14,43,57,27,9,6,11,24,0.5054347826086957,0.42391304347826086,1
1864,105,40,91,44,7,16,43.8,18,22,81.8,10,30,40,25,12,7,12,23,0.47802197802197804,0.24175824175824176,0
1865,104,39,83,47,8,26,30.8,18,30,60,9,31,40,22,8,2,12,18,0.5180722891566265,0.3614457831325301,0
1866,113,39,83,47,10,33,30.3,25,30,83.3,14,39,53,23,10,9,19,20,0.5301204819277109,0.3614457831325301,1
1867,97,38,90,42.2,9,32,28.1,12,15,80,12,31,43,24,9,8,13,21,0.4722222222222222,0.16666666666666666,0
1868,101,38,86,44.2,14,38,36.8,11,16,68.8,8,25,33,26,3,3,8,12,0.5232558139534884,0.18604651162790697,0
1869,106,43,98,43.9,11,35,31.4,9,13,69.2,16,44,60,22,8,2,20,28,0.49489795918367346,0.1326530612244898,1
1870,113,33,86,38.4,13,35,37.1,34,38,89.5,13,35,48,20,8,9,9,20,0.45930232558139533,0.4418604651162791,1
1871,114,43,82,52.4,12,25,48,16,23,69.6,5,34,39,25,15,6,20,26,0.5975609756097561,0.2804878048780488,1
1872,110,43,81,53.1,10,26,38.5,14,19,73.7,7,28,35,20,4,0,16,17,0.5925925925925926,0.2345679012345679,0
1873,107,39,101,38.6,8,35,22.9,21,26,80.8,20,35,55,24,6,12,9,28,0.42574257425742573,0.25742574257425743,0
1874,111,37,89,41.6,7,28,25,30,37,81.1,17,32,49,22,10,3,16,24,0.4550561797752809,0.4157303370786517,0
1875,105,40,89,44.9,19,46,41.3,6,7,85.7,6,37,43,32,7,6,17,20,0.5561797752808989,0.07865168539325842,1
1876,112,44,93,47.3,9,26,34.6,15,18,83.3,11,42,53,26,8,8,9,17,0.521505376344086,0.1935483870967742,1
1877,120,46,100,46,11,36,30.6,17,21,81,10,33,43,24,8,1,8,24,0.515,0.21,0
1878,107,39,83,47,8,19,42.1,21,28,75,10,32,42,30,10,7,11,25,0.5180722891566265,0.3373493975903614,1
1879,115,42,86,48.8,15,37,40.5,16,18,88.9,6,34,40,32,10,5,12,16,0.5755813953488372,0.20930232558139536,1
1880,95,36,92,39.1,7,39,17.9,16,23,69.6,15,39,54,18,10,3,18,21,0.42934782608695654,0.25,0
1881,103,38,84,45.2,7,29,24.1,20,24,83.3,10,32,42,25,5,5,18,25,0.49404761904761907,0.2857142857142857,0
1882,112,43,94,45.7,10,28,35.7,16,24,66.7,14,37,51,25,12,6,22,22,0.5106382978723404,0.2553191489361702,0
1883,90,36,89,40.4,8,33,24.2,10,13,76.9,9,38,47,20,3,7,14,18,0.449438202247191,0.14606741573033707,0
1884,117,44,90,48.9,9,32,28.1,20,21,95.2,12,28,40,26,11,12,16,28,0.5388888888888889,0.23333333333333334,1
1885,98,36,79,45.6,14,34,41.2,12,16,75,4,38,42,27,7,4,20,21,0.5443037974683544,0.20253164556962025,0
1886,129,56,98,57.1,13,29,44.8,4,7,57.1,10,25,35,31,6,5,9,18,0.6377551020408163,0.07142857142857142,1
1887,133,46,91,50.5,13,31,41.9,28,33,84.8,9,39,48,27,4,7,10,18,0.5769230769230769,0.3626373626373626,1
1888,105,35,89,39.3,11,35,31.4,24,29,82.8,6,35,41,25,9,7,15,19,0.4550561797752809,0.3258426966292135,0
1889,128,49,92,53.3,13,38,34.2,17,20,85,7,39,46,32,8,6,9,24,0.6032608695652174,0.21739130434782608,1
1890,91,34,88,38.6,8,36,22.2,15,17,88.2,14,29,43,13,5,5,23,26,0.4318181818181818,0.19318181818181818,0
1891,100,36,91,39.6,12,35,34.3,16,20,80,14,33,47,21,4,5,16,23,0.46153846153846156,0.21978021978021978,0
1892,86,35,91,38.5,5,27,18.5,11,14,78.6,11,30,41,20,11,2,16,21,0.41208791208791207,0.15384615384615385,0
1893,108,41,85,48.2,9,27,33.3,17,27,63,13,43,56,24,10,6,17,19,0.5352941176470588,0.3176470588235294,1
1894,118,45,89,50.6,8,32,25,20,27,74.1,12,35,47,26,16,4,12,24,0.550561797752809,0.30337078651685395,1
1895,117,41,92,44.6,12,38,31.6,23,31,74.2,8,35,43,28,13,4,17,27,0.5108695652173914,0.33695652173913043,0
1896,112,37,86,43,15,36,41.7,23,30,76.7,10,35,45,21,7,4,14,24,0.5174418604651163,0.3488372093023256,0
1897,104,40,98,40.8,12,33,36.4,12,15,80,13,27,40,27,7,1,10,15,0.46938775510204084,0.15306122448979592,0
1898,105,39,89,43.8,11,32,34.4,16,23,69.6,12,29,41,17,7,2,10,19,0.5,0.25842696629213485,0
1899,106,39,91,42.9,14,46,30.4,14,21,66.7,11,34,45,26,7,4,18,17,0.5054945054945055,0.23076923076923078,0
1900,124,45,82,54.9,11,19,57.9,23,37,62.2,4,39,43,34,5,2,10,19,0.6158536585365854,0.45121951219512196,1
1901,92,35,95,36.8,9,38,23.7,13,19,68.4,12,39,51,19,6,1,20,26,0.41578947368421054,0.2,0
1902,129,45,85,52.9,18,34,52.9,21,24,87.5,9,37,46,29,6,5,8,17,0.6352941176470588,0.2823529411764706,1
1903,86,25,74,33.8,8,23,34.8,28,35,80,11,36,47,16,9,4,18,21,0.3918918918918919,0.47297297297297297,0
1904,121,42,88,47.7,14,39,35.9,23,33,69.7,6,36,42,21,6,3,12,18,0.5568181818181818,0.375,1
1905,96,37,85,43.5,7,28,25,15,24,62.5,11,38,49,18,9,6,15,27,0.4764705882352941,0.2823529411764706,1
1906,115,38,82,46.3,14,41,34.1,25,30,83.3,4,42,46,25,13,4,15,21,0.5487804878048781,0.36585365853658536,1
1907,121,48,89,53.9,12,24,50,13,20,65,10,40,50,34,6,11,15,15,0.6067415730337079,0.2247191011235955,1
1908,132,51,92,55.4,17,29,58.6,13,20,65,5,41,46,36,12,6,11,15,0.6467391304347826,0.21739130434782608,1
1909,114,43,99,43.4,13,38,34.2,15,26,57.7,17,43,60,28,8,6,13,23,0.5,0.26262626262626265,1
1910,118,45,95,47.4,20,49,40.8,8,8,100,6,34,40,30,4,4,9,23,0.5789473684210527,0.08421052631578947,0
1911,102,40,88,45.5,11,35,31.4,11,14,78.6,11,38,49,26,7,5,21,23,0.5170454545454546,0.1590909090909091,0
1912,113,43,96,44.8,7,27,25.9,20,20,100,11,38,49,18,8,2,10,24,0.484375,0.20833333333333334,0
1913,113,43,100,43,8,29,27.6,19,22,86.4,17,36,53,25,12,3,11,13,0.47,0.22,1
1914,131,46,95,48.4,12,38,31.6,27,32,84.4,12,37,49,35,9,4,15,24,0.5473684210526316,0.3368421052631579,1
1915,90,37,94,39.4,11,31,35.5,5,5,100,12,32,44,26,8,2,18,23,0.4521276595744681,0.05319148936170213,0
1916,111,38,88,43.2,11,30,36.7,24,35,68.6,15,35,50,25,11,4,13,19,0.4943181818181818,0.3977272727272727,1
1917,96,35,76,46.1,6,22,27.3,20,24,83.3,6,39,45,22,10,6,18,13,0.5,0.3157894736842105,1
1918,90,38,91,41.8,12,35,34.3,2,5,40,16,31,47,19,7,11,15,19,0.4835164835164835,0.054945054945054944,0
1919,105,38,86,44.2,14,28,50,15,20,75,11,32,43,22,5,4,11,13,0.5232558139534884,0.23255813953488372,1
1920,105,38,87,43.7,12,43,27.9,17,21,81,13,30,43,27,9,4,21,27,0.5057471264367817,0.2413793103448276,0
1921,102,38,84,45.2,7,24,29.2,19,23,82.6,11,37,48,20,7,6,18,29,0.49404761904761907,0.27380952380952384,0
1922,122,45,84,53.6,11,24,45.8,21,32,65.6,9,33,42,27,13,3,13,22,0.6011904761904762,0.38095238095238093,1
1923,105,44,90,48.9,7,22,31.8,10,11,90.9,7,25,32,25,7,5,16,19,0.5277777777777778,0.12222222222222222,0
1924,139,51,84,60.7,20,33,60.6,17,20,85,5,37,42,38,12,5,17,20,0.7261904761904762,0.23809523809523808,1
1925,111,44,90,48.9,5,26,19.2,18,24,75,9,26,35,23,10,4,18,21,0.5166666666666667,0.26666666666666666,0
1926,97,39,99,39.4,10,40,25,9,16,56.3,17,33,50,17,5,2,7,20,0.4444444444444444,0.16161616161616163,0
1927,99,38,88,43.2,4,15,26.7,19,20,95,14,41,55,15,5,4,9,17,0.45454545454545453,0.22727272727272727,1
1928,106,40,89,44.9,11,28,39.3,15,24,62.5,15,34,49,32,9,2,20,14,0.5112359550561798,0.2696629213483146,1
1929,83,31,94,33,6,32,18.8,15,19,78.9,9,32,41,16,10,3,15,18,0.3617021276595745,0.20212765957446807,0
1930,128,48,82,58.5,13,24,54.2,19,22,86.4,6,33,39,33,10,8,20,24,0.6646341463414634,0.2682926829268293,1
1931,91,32,74,43.2,11,39,28.2,16,19,84.2,7,27,34,24,9,6,20,27,0.5067567567567568,0.25675675675675674,0
1932,129,49,83,59,8,20,40,23,30,76.7,7,32,39,29,4,1,12,21,0.6385542168674698,0.3614457831325301,1
1933,103,36,82,43.9,11,22,50,20,28,71.4,13,29,42,22,11,7,14,16,0.5060975609756098,0.34146341463414637,1
1934,126,49,92,53.3,13,34,38.2,15,22,68.2,10,25,35,32,10,5,7,24,0.6032608695652174,0.2391304347826087,0
1935,107,37,90,41.1,12,34,35.3,21,28,75,19,36,55,20,4,5,16,14,0.4777777777777778,0.3111111111111111,0
1936,110,43,85,50.6,7,25,28,17,20,85,6,46,52,23,10,8,17,24,0.5470588235294118,0.23529411764705882,1
1937,103,40,87,46,11,41,26.8,12,12,100,7,34,41,28,11,5,17,21,0.5229885057471264,0.13793103448275862,0
1938,110,44,92,47.8,13,32,40.6,9,12,75,8,30,38,30,7,8,10,24,0.5489130434782609,0.13043478260869565,1
1939,109,39,91,42.9,10,36,27.8,21,28,75,11,30,41,25,9,6,11,19,0.4835164835164835,0.3076923076923077,0
1940,114,42,95,44.2,8,23,34.8,22,26,84.6,17,47,64,20,6,5,16,21,0.4842105263157895,0.2736842105263158,1
1941,110,42,95,44.2,9,24,37.5,17,22,77.3,8,36,44,23,9,5,10,22,0.48947368421052634,0.23157894736842105,0
1942,120,46,92,50,11,27,40.7,17,23,73.9,11,45,56,26,9,4,19,15,0.5597826086956522,0.25,1
1943,95,33,79,41.8,11,28,39.3,18,23,78.3,3,32,35,19,7,7,14,24,0.4873417721518987,0.2911392405063291,0
1944,102,36,91,39.6,13,31,41.9,17,24,70.8,14,36,50,20,8,8,13,16,0.46703296703296704,0.26373626373626374,1
1945,119,44,86,51.2,11,32,34.4,20,24,83.3,9,41,50,30,6,5,17,25,0.5755813953488372,0.27906976744186046,1
1946,103,36,74,48.6,8,22,36.4,23,30,76.7,3,41,44,22,5,2,16,20,0.5405405405405406,0.40540540540540543,1
1947,96,37,93,39.8,13,33,39.4,9,11,81.8,7,33,40,24,12,8,15,22,0.46774193548387094,0.11827956989247312,0
1948,118,45,86,52.3,12,29,41.4,16,16,100,9,26,35,25,6,5,17,21,0.5930232558139535,0.18604651162790697,0
1949,131,50,83,60.2,11,15,73.3,20,22,90.9,5,29,34,29,5,4,12,15,0.6686746987951807,0.26506024096385544,1
1950,100,39,89,43.8,11,33,33.3,11,15,73.3,10,40,50,21,8,6,13,18,0.5,0.16853932584269662,0
1951,88,30,81,37,8,33,24.2,20,25,80,11,31,42,19,8,2,17,17,0.41975308641975306,0.30864197530864196,0
1952,118,40,85,47.1,17,44,38.6,21,21,100,7,33,40,30,9,3,14,25,0.5705882352941176,0.24705882352941178,1
1953,105,39,88,44.3,8,32,25,19,24,79.2,7,34,41,15,11,6,13,22,0.48863636363636365,0.2727272727272727,0
1954,95,34,88,38.6,5,22,22.7,22,25,88,11,33,44,14,6,0,11,23,0.4147727272727273,0.2840909090909091,0
1955,111,43,98,43.9,12,35,34.3,13,20,65,14,33,47,22,8,2,11,21,0.5,0.20408163265306123,1
1956,102,39,85,45.9,6,26,23.1,18,21,85.7,8,36,44,23,6,5,14,22,0.49411764705882355,0.24705882352941178,0
1957,121,42,84,50,16,41,39,21,30,70,6,41,47,23,8,7,14,21,0.5952380952380952,0.35714285714285715,1
1958,110,43,82,52.4,10,24,41.7,14,18,77.8,6,36,42,32,11,5,25,26,0.5853658536585366,0.21951219512195122,0
1959,134,46,94,48.9,18,42,42.9,24,31,77.4,10,41,51,28,11,4,16,25,0.5851063829787234,0.32978723404255317,0
1960,109,37,82,45.1,9,28,32.1,26,32,81.3,9,30,39,19,6,2,16,18,0.5060975609756098,0.3902439024390244,0
1961,136,51,96,53.1,20,34,58.8,14,21,66.7,6,35,41,30,5,2,16,23,0.6354166666666666,0.21875,1
1962,111,41,91,45.1,13,29,44.8,16,24,66.7,14,32,46,25,10,3,20,16,0.521978021978022,0.26373626373626374,1
1963,106,39,80,48.8,7,26,26.9,21,25,84,6,36,42,15,5,5,10,19,0.53125,0.3125,1
1964,102,41,79,51.9,8,26,30.8,12,18,66.7,2,36,38,19,8,3,13,21,0.569620253164557,0.22784810126582278,1
1965,109,43,96,44.8,11,36,30.6,12,20,60,14,28,42,26,15,3,21,12,0.5052083333333334,0.20833333333333334,0
1966,125,42,94,44.7,16,44,36.4,25,30,83.3,11,40,51,26,7,4,16,28,0.5319148936170213,0.3191489361702128,0
1967,128,49,92,53.3,17,31,54.8,13,16,81.3,12,35,47,30,4,4,10,27,0.625,0.17391304347826086,1
1968,111,47,95,49.5,9,28,32.1,8,13,61.5,7,31,38,19,8,3,8,17,0.5421052631578948,0.1368421052631579,0
1969,88,37,86,43,3,21,14.3,11,14,78.6,7,33,40,25,5,7,15,20,0.4476744186046512,0.16279069767441862,0
1970,95,30,77,39,7,22,31.8,28,35,80,9,27,36,18,5,1,13,21,0.43506493506493504,0.45454545454545453,0
1971,103,34,86,39.5,10,39,25.6,25,34,73.5,9,37,46,20,9,4,16,25,0.45348837209302323,0.3953488372093023,0
1972,113,40,87,46,14,30,46.7,19,26,73.1,13,28,41,28,11,3,11,21,0.5402298850574713,0.2988505747126437,1
1973,107,41,92,44.6,13,34,38.2,12,16,75,13,39,52,24,5,5,13,17,0.5163043478260869,0.17391304347826086,1
1974,136,49,98,50,22,54,40.7,16,20,80,13,36,49,32,9,6,5,22,0.6122448979591837,0.20408163265306123,1
1975,114,42,86,48.8,9,30,30,21,32,65.6,9,38,47,23,8,3,17,29,0.5406976744186046,0.37209302325581395,1
1976,131,50,101,49.5,12,30,40,19,22,86.4,11,34,45,27,8,6,17,23,0.5544554455445545,0.21782178217821782,1
1977,106,40,93,43,11,33,33.3,15,24,62.5,13,33,46,22,10,4,10,24,0.489247311827957,0.25806451612903225,1
1978,101,35,82,42.7,6,28,21.4,25,29,86.2,11,35,46,25,4,8,16,22,0.4634146341463415,0.35365853658536583,0
1979,124,46,88,52.3,18,41,43.9,14,15,93.3,7,39,46,30,12,7,20,24,0.625,0.17045454545454544,1
1980,99,39,82,47.6,8,27,29.6,13,18,72.2,8,36,44,23,7,5,12,16,0.524390243902439,0.21951219512195122,1
1981,123,43,98,43.9,12,38,31.6,25,33,75.8,17,41,58,28,11,7,12,17,0.5,0.336734693877551,1
1982,85,34,84,40.5,7,28,25,10,14,71.4,9,31,40,22,5,0,12,15,0.44642857142857145,0.16666666666666666,0
1983,112,45,85,52.9,6,22,27.3,16,21,76.2,12,32,44,19,7,6,14,23,0.5647058823529412,0.24705882352941178,0
1984,105,39,86,45.3,10,28,35.7,17,20,85,9,32,41,24,4,4,13,18,0.5116279069767442,0.23255813953488372,0
1985,119,44,81,54.3,18,40,45,13,18,72.2,6,35,41,32,5,5,14,13,0.654320987654321,0.2222222222222222,1
1986,98,37,92,40.2,8,28,28.6,16,19,84.2,8,34,42,22,10,4,15,20,0.44565217391304346,0.20652173913043478,0
1987,128,50,103,48.5,11,30,36.7,17,20,85,17,29,46,27,6,5,14,22,0.5388349514563107,0.1941747572815534,0
1988,96,32,86,37.2,10,23,43.5,22,27,81.5,10,34,44,23,14,4,17,22,0.43023255813953487,0.313953488372093,0
1989,133,50,90,55.6,12,28,42.9,21,28,75,8,30,38,25,7,5,9,21,0.6222222222222222,0.3111111111111111,1
1990,104,42,86,48.8,7,24,29.2,13,23,56.5,11,39,50,25,8,11,18,23,0.5290697674418605,0.26744186046511625,1
1991,121,46,96,47.9,7,24,29.2,22,26,84.6,16,32,48,26,4,2,11,25,0.515625,0.2708333333333333,0
1992,131,47,90,52.2,15,38,39.5,22,24,91.7,7,30,37,25,5,6,14,23,0.6055555555555555,0.26666666666666666,1
1993,94,32,93,34.4,11,44,25,19,22,86.4,16,38,54,20,11,8,19,25,0.4032258064516129,0.23655913978494625,0
1994,91,30,86,34.9,11,30,36.7,20,28,71.4,14,34,48,11,12,5,20,20,0.4127906976744186,0.32558139534883723,0
1995,108,38,83,45.8,4,20,20,28,37,75.7,5,39,44,20,15,5,14,21,0.4819277108433735,0.4457831325301205,1
1996,113,40,89,44.9,11,37,29.7,22,29,75.9,9,36,45,28,9,3,11,23,0.5112359550561798,0.3258426966292135,0
1997,83,35,89,39.3,9,23,39.1,4,9,44.4,7,36,43,20,4,1,12,19,0.4438202247191011,0.10112359550561797,0
1998,128,46,85,54.1,17,34,50,19,24,79.2,10,27,37,27,10,7,14,17,0.6411764705882353,0.2823529411764706,1
1999,108,40,87,46,13,45,28.9,15,23,65.2,15,23,38,28,10,5,16,26,0.5344827586206896,0.26436781609195403,0
2000,115,40,86,46.5,11,21,52.4,24,32,75,18,38,56,21,6,7,21,17,0.5290697674418605,0.37209302325581395,1
