,DATE,MATCHUP,MIN,H_TEAM,A_TEAM,H_FGPct,H_ThreePPct,H_FTPct,H_EFGPct,H_FTR,H_TOVPct,H_DREBPct,H_OREBPct,H_REBPct,H_BLKPct,H_ASTRatio,H_AST_TOV_Ratio,A_FGPct,A_ThreePPct,A_FTPct,A_EFGPct,A_FTR,A_TOVPct,A_DREBPct,A_OREBPct,A_REBPct,A_BLKPct,A_ASTRatio,A_AST_TOV_Ratio,Target
10,5/16/19,GSW vs. POR,242,GSW,POR,51.2,31.0,77.8,0.5670731707317073,0.32926829268292684,14.561339643247178,0.7916666666666666,0.3076923076923077,0.5747126436781609,0.10465116279069768,0.21446954532456391,1.875,44.2,46.2,94.4,0.5465116279069767,0.20930232558139536,12.158623269734381,0.6923076923076923,0.20833333333333334,0.42528735632183906,0.012195121951219513,0.17703201970443347,1.7692307692307692,1
11,5/15/19,MIL vs. TOR,241,MIL,TOR,39.8,25.0,85.2,0.45698924731182794,0.2903225806451613,10.26694045174538,0.8490566037735849,0.2830188679245283,0.5660377358490566,0.11956521739130435,0.15230635335073978,1.75,37.0,35.7,85.0,0.4510869565217392,0.21739130434782608,10.638297872340424,0.7169811320754716,0.1509433962264151,0.4339622641509434,0.043010752688172046,0.13097072419106318,1.4166666666666667,1
12,5/14/19,GSW vs. POR,240,GSW,POR,50.0,51.5,83.3,0.6011904761904762,0.21428571428571427,13.217522658610273,0.6595744680851063,0.2619047619047619,0.47191011235955055,0.0963855421686747,0.22071806945261915,2.142857142857143,36.1,25.0,87.1,0.4036144578313253,0.3734939759036144,17.851071064263856,0.7380952380952381,0.3404255319148936,0.5280898876404494,0.05952380952380952,0.1514714368147721,1.0,1
13,5/12/19,DEN vs. POR,240,DEN,POR,37.1,10.5,71.8,0.3820224719101124,0.4382022471910113,4.49802087081684,0.76,0.23214285714285715,0.4811320754716981,0.0967741935483871,0.11889663918833228,3.0,40.9,15.4,83.3,0.4301075268817205,0.25806451612903225,3.7188545927854215,0.7678571428571429,0.24,0.5188679245283019,0.07865168539325842,0.12949174490126253,4.0,0
14,5/12/19,TOR vs. PHI,239,TOR,PHI,38.2,23.3,89.5,0.4213483146067416,0.21348314606741567,9.314456035767511,0.868421052631579,0.3076923076923077,0.5444444444444444,0.06153846153846154,0.12258908139915005,1.5,43.1,33.3,83.3,0.5,0.4615384615384616,16.09442060085837,0.6923076923076923,0.13157894736842105,0.45555555555555555,0.07865168539325842,0.14652014652014653,1.0666666666666667,1
15,5/10/19,HOU vs. GSW,240,HOU,GSW,47.2,43.6,70.6,0.5674157303370787,0.19101123595505612,13.455328310010765,0.7368421052631579,0.32432432432432434,0.5333333333333333,0.011764705882352941,0.15851449275362317,1.4,49.4,42.1,78.3,0.5882352941176471,0.27058823529411763,15.162326079200854,0.6756756756756757,0.2631578947368421,0.4666666666666667,0.07865168539325842,0.1823220536756126,1.4705882352941178,0
16,5/9/19,PHI vs. TOR,243,PHI,TOR,46.1,35.7,76.9,0.5168539325842697,0.2921348314606741,15.19756838905775,0.8,0.3902439024390244,0.6046511627906976,0.037037037037037035,0.18564356435643564,1.5,43.2,25.0,75.9,0.4876543209876543,0.3580246913580247,11.346444780635402,0.6097560975609756,0.2,0.3953488372093023,0.0449438202247191,0.19118996635056593,2.0833333333333335,1
17,5/9/19,POR vs. DEN,241,POR,DEN,46.1,45.5,73.3,0.5449438202247191,0.33707865168539325,8.093525179856115,0.6666666666666666,0.28205128205128205,0.4942528735632184,0.05813953488372093,0.1393188854489164,2.0,38.4,37.5,93.8,0.4534883720930232,0.37209302325581395,5.656108597285066,0.717948717948718,0.3333333333333333,0.5057471264367817,0.033707865168539325,0.17176764522173643,3.6666666666666665,1
18,5/8/19,GSW vs. HOU,240,GSW,HOU,45.9,35.1,72.2,0.5352941176470588,0.21176470588235294,13.899184581171234,0.7894736842105263,0.27906976744186046,0.5185185185185185,0.012658227848101266,0.2060035314891112,1.8666666666666667,41.8,29.3,87.5,0.4936708860759494,0.3037974683544304,14.345830145371075,0.7209302325581395,0.21052631578947367,0.48148148148148145,0.03529411764705882,0.15377144707024926,1.2666666666666666,1
19,5/8/19,MIL vs. BOS,240,MIL,BOS,44.7,31.9,77.3,0.526595744680851,0.2340425531914893,13.36898395721925,0.7931034482758621,0.25,0.5471698113207547,0.07526881720430108,0.18407417507499318,1.6875,31.2,17.9,76.5,0.3494623655913979,0.3655913978494624,11.479173499508034,0.75,0.20689655172413793,0.4528301886792453,0.010638297872340425,0.1347900113507378,1.3571428571428572,1
20,5/7/19,DEN vs. POR,239,DEN,POR,49.4,33.3,90.3,0.5393258426966292,0.34831460674157305,7.230657989877079,0.8,0.25,0.5904761904761905,0.04081632653061224,0.1902810304449649,3.25,36.7,27.0,53.3,0.4183673469387755,0.30612244897959184,5.1194539249146755,0.75,0.2,0.4095238095238095,0.056179775280898875,0.1395007342143906,3.1666666666666665,1
21,5/7/19,TOR vs. PHI,240,TOR,PHI,48.8,40.0,87.9,0.5853658536585366,0.4024390243902439,9.38790837401427,0.8780487804878049,0.15789473684210525,0.5316455696202531,0.02531645569620253,0.17117958294428884,2.2,41.8,25.0,85.0,0.4556962025316456,0.2531645569620253,17.790262172284642,0.8421052631578947,0.12195121951219512,0.46835443037974683,0.06097560975609756,0.151033386327504,1.0,1
22,5/6/19,BOS vs. MIL,240,BOS,MIL,37.8,22.0,80.0,0.42777777777777776,0.3333333333333333,8.8339222614841,0.7924528301886793,0.16666666666666666,0.4766355140186916,0.05,0.18089725036179452,2.5,44.0,21.6,68.0,0.48,0.25,5.932203389830509,0.8333333333333334,0.20754716981132076,0.5233644859813084,0.05555555555555555,0.17482517482517482,3.5714285714285716,0
23,5/6/19,HOU vs. GSW,239,HOU,GSW,43.8,34.0,70.8,0.5337078651685393,0.2696629213483146,11.549395877754085,0.8222222222222222,0.2708333333333333,0.5376344086021505,0.06666666666666667,0.13786764705882354,1.3846153846153846,46.7,24.2,69.6,0.5111111111111111,0.25555555555555554,9.89920806335493,0.7291666666666666,0.17777777777777778,0.46236559139784944,0.02247191011235955,0.17761989342806395,2.1818181818181817,1
24,5/5/19,PHI vs. TOR,239,PHI,TOR,40.2,31.6,72.0,0.47560975609756106,0.3048780487804878,11.428571428571427,0.8,0.2391304347826087,0.5,0.07894736842105263,0.1732283464566929,1.8333333333333333,46.1,32.3,80.8,0.5263157894736842,0.34210526315789475,12.94305057745918,0.7608695652173914,0.2,0.5,0.036585365853658534,0.15907568653717347,1.4615384615384615,0
25,5/5/19,POR vs. DEN,240,POR,DEN,47.6,42.9,78.6,0.5487804878048781,0.3414634146341464,12.92466765140325,0.6458333333333334,0.3,0.48863636363636365,0.05434782608695652,0.14249525015832806,1.2857142857142858,43.5,44.0,89.3,0.4945652173913043,0.3043478260869565,7.1225071225071215,0.7,0.3541666666666667,0.5113636363636364,0.04878048780487805,0.15751575157515751,2.625,0
26,5/4/19,HOU vs. GSW,265,HOU,GSW,48.4,42.9,69.2,0.5806451612903226,0.27956989247311825,11.069482288828338,0.8444444444444444,0.37777777777777777,0.6111111111111112,0.06315789473684211,0.14551804423748546,1.5384615384615385,44.2,42.4,79.3,0.5157894736842106,0.30526315789473685,6.91085003455425,0.6222222222222222,0.15555555555555556,0.3888888888888889,0.06451612903225806,0.1891286074530681,3.375,1
27,5/3/19,BOS vs. MIL,240,BOS,MIL,43.2,40.0,93.8,0.5308641975308642,0.3950617283950617,15.167737330478227,0.8444444444444444,0.13953488372093023,0.5,0.03614457831325301,0.17636684303350972,1.411764705882353,50.6,40.5,66.7,0.5963855421686747,0.43373493975903615,13.176387912860156,0.8604651162790697,0.15555555555555556,0.5,0.08641975308641975,0.16807950891552179,1.5333333333333334,0
28,5/3/19,POR vs. DEN,340,POR,DEN,41.9,28.6,85.7,0.4677419354838709,0.2258064516129032,8.706134476292526,0.6129032258064516,0.36363636363636365,0.484375,0.04201680672268908,0.13347260909935005,1.7692307692307692,45.4,35.7,70.0,0.5168067226890757,0.16806722689075632,13.531799729364009,0.6363636363636364,0.3870967741935484,0.515625,0.06451612903225806,0.15927189988623436,1.4,1
29,5/2/19,PHI vs. TOR,239,PHI,TOR,51.2,43.5,87.0,0.5714285714285714,0.27380952380952384,12.135922330097088,0.8181818181818182,0.25,0.5625,0.0963855421686747,0.2130473111960035,2.230769230769231,42.2,25.9,78.3,0.463855421686747,0.27710843373493976,8.81316098707403,0.75,0.18181818181818182,0.4375,0.047619047619047616,0.12807377049180327,1.6666666666666667,1
30,5/1/19,DEN vs. POR,239,DEN,POR,34.7,20.7,61.5,0.3775510204081632,0.2653061224489796,7.598784194528875,0.8333333333333334,0.36507936507936506,0.5523809523809524,0.058823529411764705,0.1444669170759896,2.2222222222222223,42.4,31.0,80.0,0.4764705882352941,0.2352941176470588,9.633911368015415,0.6349206349206349,0.16666666666666666,0.44761904761904764,0.061224489795918366,0.1477832512315271,1.8,0
31,4/30/19,GSW vs. HOU,239,GSW,HOU,46.2,30.6,83.3,0.521978021978022,0.2637362637362637,10.567101091933779,0.7297297297297297,0.3673469387755102,0.5232558139534884,0.06493506493506493,0.17446932247746438,2.0,46.8,42.5,80.0,0.577922077922078,0.3246753246753247,16.19047619047619,0.6326530612244898,0.2702702702702703,0.47674418604651164,0.02197802197802198,0.13934426229508196,1.0,1
32,4/30/19,MIL vs. BOS,240,MIL,BOS,44.3,42.6,80.6,0.5568181818181818,0.3522727272727273,9.765625,0.86,0.20833333333333334,0.5408163265306123,0.046511627906976744,0.16339869281045755,2.0,39.5,35.7,88.9,0.4534883720930232,0.313953488372093,11.724386724386726,0.7916666666666666,0.14,0.45918367346938777,0.022727272727272728,0.1462888820449646,1.4615384615384615,1
33,4/29/19,DEN vs. POR,240,DEN,POR,50.6,41.4,87.1,0.5802469135802469,0.382716049382716,11.252813203300825,0.75,0.18421052631578946,0.4594594594594595,0.08860759493670886,0.17101990049751245,1.8333333333333333,51.9,37.9,74.1,0.5886075949367089,0.34177215189873417,16.531961792799414,0.8157894736842105,0.25,0.5405405405405406,0.06172839506172839,0.15518311607697083,1.1111111111111112,1
34,4/29/19,TOR vs. PHI,240,TOR,PHI,36.7,27.0,86.7,0.4222222222222222,0.16666666666666666,9.380863039399628,0.75,0.17307692307692307,0.4090909090909091,0.05263157894736842,0.1579778830963665,2.0,39.5,28.6,92.3,0.4605263157894737,0.34210526315789475,17.85043216835776,0.8269230769230769,0.25,0.5909090909090909,0.044444444444444446,0.17128620367486763,1.1578947368421053,0
35,4/28/19,GSW vs. HOU,239,GSW,HOU,50.7,31.8,77.8,0.5533333333333333,0.36,18.712574850299397,0.9090909090909091,0.25806451612903225,0.59375,0.04054054054054054,0.18337408312958436,1.2,41.9,29.8,82.8,0.5135135135135135,0.3918918918918919,13.89440254069075,0.7419354838709677,0.09090909090909091,0.40625,0.04,0.12199372603694666,1.0,1
36,4/28/19,MIL vs. BOS,238,MIL,BOS,34.8,33.3,62.5,0.4213483146067416,0.2696629213483146,9.127418765972983,0.925,0.12727272727272726,0.4631578947368421,0.022988505747126436,0.1477909147479776,1.9,54.0,41.9,62.5,0.6149425287356322,0.09195402298850576,10.83530338849488,0.8727272727272727,0.075,0.5368421052631579,0.12359550561797752,0.19759721783117296,2.272727272727273,0
37,4/27/19,DEN vs. SAS,239,DEN,SAS,39.8,10.0,78.3,0.4090909090909091,0.26136363636363635,5.762581636573184,0.8333333333333334,0.26,0.5408163265306123,0.09411764705882353,0.1678388746803069,3.5,36.5,26.1,90.0,0.4,0.2352941176470588,6.012024048096192,0.74,0.16666666666666666,0.45918367346938777,0.056818181818181816,0.15993265993265993,3.1666666666666665,1
38,4/27/19,TOR vs. PHI,240,TOR,PHI,51.9,33.3,70.8,0.5759493670886076,0.3037974683544304,10.04419445560466,0.7450980392156863,0.05555555555555555,0.45977011494252873,0.06741573033707865,0.17418712674187126,2.1,39.3,34.4,66.7,0.4550561797752809,0.2359550561797753,12.473271560940844,0.9444444444444444,0.2549019607843137,0.5402298850574713,0.02531645569620253,0.17006802721088435,1.6428571428571428,1
39,4/26/19,LAC vs. GSW,240,LAC,GSW,39.6,34.4,82.1,0.453125,0.2916666666666667,11.445389143230873,0.825,0.2909090909090909,0.5157894736842106,0.056179775280898875,0.1524390243902439,1.5714285714285714,52.8,33.3,80.6,0.5842696629213483,0.34831460674157305,8.877840909090908,0.7090909090909091,0.175,0.4842105263157895,0.09375,0.22123893805309736,3.2,0
40,4/25/19,SAS vs. DEN,240,SAS,DEN,57.1,41.7,82.4,0.6309523809523809,0.2023809523809524,7.108042242079611,0.7209302325581395,0.2857142857142857,0.5256410256410257,0.07291666666666667,0.2024619371558147,3.5714285714285716,45.8,25.0,75.0,0.4895833333333333,0.125,6.464721093461398,0.7142857142857143,0.27906976744186046,0.47435897435897434,0.03571428571428571,0.19362526064938934,3.7142857142857144,1
41,4/24/19,GSW vs. LAC,240,GSW,LAC,44.8,38.5,90.9,0.5260416666666666,0.22916666666666666,7.0372976776917655,0.7272727272727273,0.3125,0.48148148148148145,0.03529411764705882,0.21426596627038982,3.875,54.1,38.2,92.3,0.6176470588235294,0.3058823529411765,9.394964299135664,0.6875,0.2727272727272727,0.5185185185185185,0.010416666666666666,0.2141169521559362,2.9,0
42,4/24/19,HOU vs. UTA,240,HOU,UTA,44.4,35.1,68.2,0.5246913580246914,0.2716049382716049,15.787518573551262,0.7254901960784313,0.21428571428571427,0.4946236559139785,0.1276595744680851,0.13634905357715751,1.0,37.2,23.7,73.7,0.4202127659574468,0.20212765957446807,12.781186094069525,0.7857142857142857,0.27450980392156865,0.5053763440860215,0.04938271604938271,0.18136160714285712,1.7333333333333334,1
43,4/23/19,DEN vs. SAS,240,DEN,SAS,50.0,42.4,80.0,0.5897435897435898,0.2564102564102564,13.026052104208414,0.8076923076923077,0.1794871794871795,0.5384615384615384,0.06666666666666667,0.20032051282051283,1.9230769230769231,41.1,29.2,60.0,0.45,0.16666666666666666,6.756756756756758,0.8205128205128205,0.19230769230769232,0.46153846153846156,0.038461538461538464,0.14096185737976782,2.4285714285714284,1
44,4/23/19,PHI vs. BKN,240,PHI,BKN,51.0,42.4,66.7,0.58,0.09,15.452179570592065,0.8333333333333334,0.2558139534883721,0.5773195876288659,0.03225806451612903,0.2215750822993163,1.8421052631578947,38.7,29.0,76.0,0.4354838709677419,0.26881720430107525,11.864406779661017,0.7441860465116279,0.16666666666666666,0.422680412371134,0.04,0.18055555555555555,1.8571428571428572,1
45,4/23/19,POR vs. OKC,240,POR,OKC,46.9,37.1,65.2,0.5364583333333334,0.2395833333333333,7.8179291174426675,0.8421052631578947,0.2826086956521739,0.5357142857142857,0.05813953488372093,0.1604434072345391,2.4444444444444446,54.7,44.4,60.0,0.6162790697674418,0.1744186046511628,13.940520446096654,0.717391304347826,0.15789473684210525,0.4642857142857143,0.08333333333333333,0.182370820668693,1.6,1
46,4/23/19,TOR vs. ORL,240,TOR,ORL,48.2,41.7,85.7,0.5705882352941176,0.2470588235294117,12.934220251293425,0.7692307692307693,0.18181818181818182,0.5,0.03614457831325301,0.2390326209223847,2.4285714285714284,38.6,26.5,74.2,0.4397590361445783,0.3734939759036144,14.204545454545455,0.8181818181818182,0.23076923076923078,0.5,0.058823529411764705,0.15078407720144754,1.25,1
47,4/22/19,DET vs. MIL,240,DET,MIL,41.0,38.2,75.0,0.475,0.12,8.674531575294935,0.7222222222222222,0.18518518518518517,0.4,0.012658227848101266,0.18403171007927518,2.6,54.4,35.7,75.6,0.6075949367088608,0.5189873417721519,14.907050157839356,0.8148148148148148,0.2777777777777778,0.6,0.1,0.1914350538854226,1.588235294117647,0
48,4/22/19,UTA vs. HOU,241,UTA,HOU,43.0,31.4,84.6,0.4941860465116279,0.3023255813953488,12.562814070351758,0.8,0.38095238095238093,0.5977011494252874,0.08860759493670886,0.1772002362669817,1.7142857142857142,35.4,37.0,75.0,0.4620253164556962,0.3037974683544304,14.345830145371075,0.6190476190476191,0.2,0.40229885057471265,0.046511627906976744,0.11808367071524967,0.9333333333333333,1
49,4/21/19,IND vs. BOS,240,IND,BOS,40.9,35.7,85.7,0.4659090909090909,0.3181818181818182,10.683760683760683,0.8205128205128205,0.23404255319148937,0.5,0.02564102564102564,0.13812154696132597,1.5,46.2,39.3,79.4,0.532051282051282,0.4358974358974359,14.684287812041113,0.7659574468085106,0.1794871794871795,0.5,0.011363636363636364,0.14177693761814744,1.125,0
50,4/21/19,LAC vs. GSW,240,LAC,GSW,42.5,41.9,75.0,0.50625,0.4,9.607993850883933,0.725,0.09523809523809523,0.4024390243902439,0.0449438202247191,0.17449238578680204,2.2,47.2,38.7,89.5,0.5393258426966292,0.21348314606741567,11.779630300833634,0.9047619047619048,0.275,0.5975609756097561,0.025,0.19656377402446126,2.076923076923077,0
51,4/21/19,OKC vs. POR,241,OKC,POR,37.5,37.5,77.3,0.4602272727272727,0.25,12.535816618911175,0.8260869565217391,0.1276595744680851,0.4731182795698925,0.044444444444444446,0.17077517077517076,1.6428571428571428,41.1,42.9,95.7,0.4944444444444445,0.25555555555555554,10.702818408847662,0.8723404255319149,0.17391304347826086,0.5268817204301075,0.09090909090909091,0.12488292226038089,1.3333333333333333,0
52,4/21/19,ORL vs. TOR,241,ORL,TOR,42.0,21.2,76.9,0.46296296296296297,0.16049382716049382,16.390281527188584,0.7941176470588235,0.15555555555555556,0.43037974683544306,0.02666666666666667,0.1616553507921112,1.1764705882352942,53.3,39.3,88.9,0.6066666666666667,0.24,14.444903012794054,0.8444444444444444,0.20588235294117646,0.569620253164557,0.07407407407407407,0.19179452968645763,1.6428571428571428,0
53,4/20/19,BKN vs. PHI,240,BKN,PHI,40.0,31.6,77.4,0.4666666666666667,0.34444444444444444,11.900714042842571,0.7073170731707317,0.21428571428571427,0.422680412371134,0.045454545454545456,0.16353811149032993,1.6428571428571428,50.0,30.8,76.2,0.5454545454545454,0.23863636363636365,16.345492085340677,0.7857142857142857,0.2926829268292683,0.5773195876288659,0.08888888888888889,0.17700368167657887,1.3157894736842106,0
54,4/20/19,DET vs. MIL,240,DET,MIL,38.5,30.6,75.0,0.4427083333333333,0.25,7.788161993769469,0.6904761904761905,0.2830188679245283,0.4631578947368421,0.06976744186046512,0.15377855887521968,2.3333333333333335,48.8,36.8,87.5,0.5697674418604651,0.2790697674418605,13.445679455001795,0.7169811320754716,0.30952380952380953,0.5368421052631579,0.0625,0.17704337562702863,1.6,0
55,4/20/19,SAS vs. DEN,240,SAS,DEN,46.8,29.4,75.0,0.5,0.4050632911392405,8.816614420062695,0.7608695652173914,0.24444444444444444,0.5054945054945055,0.0449438202247191,0.18388231531819635,2.5555555555555554,44.9,48.4,91.7,0.5337078651685393,0.2696629213483146,6.5690690690690685,0.7555555555555555,0.2391304347826087,0.4945054945054945,0.02531645569620253,0.19002736394040742,3.5714285714285716,0
56,4/20/19,UTA vs. HOU,241,UTA,HOU,41.6,29.3,65.8,0.4935064935064935,0.4935064935064935,12.996658002227994,0.82,0.14,0.48,0.12790697674418605,0.16314481044126786,1.5,38.4,33.3,67.6,0.4709302325581395,0.3953488372093023,11.407511407511409,0.86,0.18,0.52,0.05194805194805195,0.14290012033694344,1.4615384615384615,0
57,4/19/19,IND vs. BOS,239,IND,BOS,42.0,36.7,73.9,0.4876543209876543,0.2839506172839506,8.98921294446664,0.7804878048780488,0.18181818181818182,0.47058823529411764,0.04938271604938271,0.1665001665001665,2.2222222222222223,46.9,44.1,59.1,0.5617283950617284,0.2716049382716049,12.53858024691358,0.8181818181818182,0.21951219512195122,0.5294117647058824,0.04938271604938271,0.18155983580675716,1.7692307692307692,0
58,4/19/19,OKC vs. POR,239,OKC,POR,48.1,51.7,79.5,0.577922077922078,0.5064935064935064,13.741297178453646,0.7073170731707317,0.21621621621621623,0.47435897435897434,0.060240963855421686,0.1982961222091657,1.8,47.0,38.7,75.0,0.5421686746987951,0.2891566265060241,16.134815346002153,0.7837837837837838,0.2926829268292683,0.5256410256410257,0.012987012987012988,0.1389317690645261,1.0,1
59,4/19/19,ORL vs. TOR,240,ORL,TOR,36.3,29.5,95.7,0.44375,0.2875,15.077271013946474,0.813953488372093,0.16666666666666666,0.49411764705882355,0.05747126436781609,0.1518542199488491,1.1875,44.8,39.3,90.0,0.5114942528735632,0.11494252873563215,12.452107279693484,0.8333333333333334,0.18604651162790697,0.5058823529411764,0.0375,0.19938650306748465,2.0,0
60,4/18/19,BKN vs. PHI,239,BKN,PHI,40.6,20.5,82.9,0.4479166666666667,0.3645833333333333,11.867088607594935,0.6666666666666666,0.25,0.44329896907216493,0.02127659574468085,0.08670520231213873,0.8,47.9,40.7,85.7,0.5372340425531915,0.3723404255319149,12.759170653907494,0.75,0.3333333333333333,0.5567010309278351,0.052083333333333336,0.17173051519154556,1.625,0
61,4/18/19,LAC vs. GSW,239,LAC,GSW,37.2,21.9,82.4,0.4095744680851064,0.3617021276595745,9.92063492063492,0.7297297297297297,0.2857142857142857,0.46236559139784944,0.021505376344086023,0.14792899408284022,1.75,54.8,42.9,83.3,0.6290322580645161,0.1935483870967742,10.626992561105208,0.7142857142857143,0.2702702702702703,0.5376344086021505,0.11702127659574468,0.23661438615467817,2.9166666666666665,0
62,4/18/19,SAS vs. DEN,242,SAS,DEN,49.4,38.9,71.9,0.5337078651685393,0.3595505617977528,5.500550055005501,0.75,0.35714285714285715,0.5487804878048781,0.024691358024691357,0.18034265103697025,4.0,51.9,51.7,52.9,0.6111111111111112,0.20987654320987653,12.81040599132834,0.6428571428571429,0.25,0.45121951219512196,0.011235955056179775,0.23399758454106276,2.3846153846153846,1
63,4/17/19,BOS vs. IND,240,BOS,IND,47.6,39.3,88.9,0.5416666666666666,0.10714285714285714,13.730874852883485,0.9111111111111111,0.1794871794871795,0.5714285714285714,0.06172839506172839,0.17747660535656665,1.5714285714285714,44.4,38.2,60.0,0.5246913580246914,0.12345679012345676,11.410788381742739,0.8205128205128205,0.08888888888888889,0.42857142857142855,0.03571428571428571,0.19262981574539362,2.090909090909091,1
64,4/17/19,HOU vs. UTA,240,HOU,UTA,47.5,40.5,83.3,0.58125,0.375,16.18705035971223,0.7169811320754716,0.1951219512195122,0.48936170212765956,0.09183673469387756,0.1326053042121685,0.9444444444444444,39.8,21.1,66.7,0.4387755102040816,0.1836734693877551,10.176390773405698,0.8048780487804879,0.2830188679245283,0.5106382978723404,0.0375,0.18630968810378137,2.25,1
65,4/17/19,MIL vs. DET,242,MIL,DET,52.2,42.3,71.4,0.5833333333333334,0.2333333333333333,10.787486515641856,0.8070175438596491,0.2,0.5567010309278351,0.1111111111111111,0.2234012845573862,2.6666666666666665,37.4,33.3,76.5,0.4343434343434344,0.1717171717171717,6.988120195667364,0.8,0.19298245614035087,0.44329896907216493,0.07777777777777778,0.16729706139074774,2.875,1
66,4/16/19,DEN vs. SAS,241,DEN,SAS,48.3,41.7,69.2,0.5393258426966292,0.2921348314606741,4.7420333839150235,0.7555555555555555,0.15217391304347827,0.45054945054945056,0.023255813953488372,0.2157096102350491,5.8,45.3,27.8,88.0,0.4825581395348838,0.2906976744186047,9.345794392523365,0.8478260869565217,0.24444444444444444,0.5494505494505495,0.033707865168539325,0.15748031496062992,2.0,1
