,TEAM,DATE,MATCHUP,W/L,MIN,PTS,FGM,FGA,FGPerc,3PM,3PA,ThreePPerc,FTM,FTA,FTPerc,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/,EFGPerc,FTR,TOVPerc
5089,MIN,11/8/17,MIN @ GSW,L,240,101,38,92,41.3,5,24,20.8,20,27,74.1,9,32,41,21,15,0,13,14,-24.0,0.44021739130434784,0.29347826086956524,11.122518822724162
5090,NYK,11/8/17,NYK @ ORL,L,240,99,42,80,52.5,5,12,41.7,10,13,76.9,12,30,42,26,7,2,23,21,-13.0,0.55625,0.1625,21.155261221486388
5093,BKN,11/7/17,BKN @ DEN,L,241,104,38,89,42.7,11,35,31.4,17,22,77.3,8,39,47,22,12,6,25,16,-5.0,0.4887640449438202,0.24719101123595505,20.21345407503234
5094,CHA,11/7/17,CHA @ NYK,L,240,113,42,91,46.2,15,37,40.5,14,17,82.4,17,23,40,24,8,2,13,22,-5.0,0.5439560439560439,0.18681318681318682,11.661284535342661
5095,CHI,11/7/17,CHI @ TOR,L,240,114,40,80,50.0,11,29,37.9,23,28,82.1,8,29,37,26,10,2,13,23,-5.0,0.56875,0.35,12.343334599316371
5097,DAL,11/7/17,DAL @ WAS,W,240,113,43,91,47.3,11,30,36.7,16,20,80.0,11,42,53,26,6,8,11,23,14.0,0.532967032967033,0.21978021978021978,9.927797833935019
5100,LAC,11/7/17,LAC @ SAS,L,241,107,42,82,51.2,11,30,36.7,12,17,70.6,10,29,39,20,6,4,17,19,-13.0,0.5792682926829268,0.2073170731707317,15.965439519158528
5101,MEM,11/7/17,MEM @ POR,W,240,98,35,73,47.9,7,19,36.8,21,25,84.0,5,29,34,18,8,10,14,21,1.0,0.5273972602739726,0.3424657534246575,14.285714285714285
5102,MIL,11/7/17,MIL @ CLE,L,239,119,47,83,56.6,13,30,43.3,12,16,75.0,8,28,36,29,6,8,16,31,-5.0,0.6445783132530121,0.1927710843373494,15.088645794039984
5103,NOP,11/7/17,NOP @ IND,W,240,117,44,87,50.6,14,35,40.0,15,22,68.2,11,32,43,23,6,5,12,18,5.0,0.5862068965517241,0.25287356321839083,11.04158998895841
5105,OKC,11/7/17,OKC @ SAC,L,241,86,29,86,33.7,10,37,27.0,18,23,78.3,9,35,44,15,16,2,14,17,-8.0,0.3953488372093023,0.26744186046511625,12.713403559752996
5106,PHI,11/7/17,PHI @ UTA,W,240,104,34,81,42.0,12,27,44.4,24,30,80.0,8,48,56,23,5,6,22,34,7.0,0.49382716049382713,0.37037037037037035,18.9328743545611
5114,BKN,11/6/17,BKN @ PHX,W,240,98,35,87,40.2,8,32,25.0,20,29,69.0,11,37,48,20,10,4,16,30,6.0,0.4482758620689655,0.3333333333333333,13.8217000691085
5115,BOS,11/6/17,BOS @ ATL,W,240,110,39,81,48.1,14,36,38.9,18,22,81.8,7,35,42,28,3,3,13,21,3.0,0.5679012345679012,0.2716049382716049,12.53858024691358
5117,MIA,11/6/17,MIA @ GSW,L,238,80,30,83,36.1,8,26,30.8,12,17,70.6,7,37,44,19,10,6,20,20,-17.0,0.40963855421686746,0.20481927710843373,18.102824040550324
5119,ATL,11/5/17,ATL @ CLE,W,239,117,41,86,47.7,11,25,44.0,24,34,70.6,11,33,44,24,4,6,17,20,2.0,0.5406976744186046,0.3953488372093023,14.411664971176668
5120,BOS,11/5/17,BOS @ ORL,W,241,104,39,89,43.8,11,33,33.3,15,20,75.0,9,45,54,26,10,1,13,21,16.0,0.5,0.2247191011235955,11.732851985559567
5121,CHA,11/5/17,CHA @ MIN,L,240,94,37,89,41.6,9,28,32.1,11,21,52.4,10,30,40,24,8,3,11,24,-18.0,0.46629213483146065,0.23595505617977527,10.069571585499817
5124,IND,11/5/17,IND @ NYK,L,240,101,37,79,46.8,12,25,48.0,15,17,88.2,4,30,34,24,6,2,12,17,-7.0,0.5443037974683544,0.21518987341772153,12.185215272136475
5127,MEM,11/5/17,MEM @ LAL,L,240,102,40,87,46.0,11,37,29.7,11,14,78.6,6,33,39,23,6,7,12,22,-5.0,0.5229885057471264,0.16091954022988506,11.411182959300115
5128,MIA,11/5/17,MIA @ LAC,W,239,104,37,84,44.0,14,36,38.9,16,19,84.2,10,27,37,23,12,6,16,26,3.0,0.5238095238095238,0.2261904761904762,14.765596160945
5131,OKC,11/5/17,OKC @ POR,L,241,99,40,89,44.9,11,33,33.3,8,15,53.3,6,26,32,17,11,2,11,27,-4.0,0.5112359550561798,0.16853932584269662,10.318949343339588
5133,PHX,11/5/17,PHX @ SAS,L,240,95,37,81,45.7,8,23,34.8,13,22,59.1,11,34,45,23,5,4,18,16,-17.0,0.5061728395061729,0.2716049382716049,16.562384983437614
5137,UTA,11/5/17,UTA @ HOU,L,242,110,38,88,43.2,13,34,38.2,21,24,87.5,8,25,33,22,7,3,13,18,-27.0,0.5056818181818182,0.2727272727272727,11.652922194334888
5138,WAS,11/5/17,WAS @ TOR,W,239,107,40,85,47.1,11,23,47.8,16,23,69.6,11,35,46,19,9,3,17,26,11.0,0.5352941176470588,0.27058823529411763,15.162326079200856
5140,DAL,11/4/17,DAL @ MIN,L,240,99,40,87,46.0,10,27,37.0,9,12,75.0,7,24,31,18,7,2,15,19,-13.0,0.5172413793103449,0.13793103448275862,13.982102908277405
5143,GSW,11/4/17,GSW @ DEN,W,240,127,50,91,54.9,18,40,45.0,9,17,52.9,7,34,41,38,13,4,13,23,19.0,0.6483516483516484,0.18681318681318682,11.661284535342661
5145,MEM,11/4/17,MEM @ LAC,W,239,113,40,84,47.6,13,31,41.9,20,24,83.3,9,30,39,21,8,7,11,28,9.0,0.5535714285714286,0.2857142857142857,10.420613868889731
5147,NOP,11/4/17,NOP @ CHI,W,264,96,35,87,40.2,9,31,29.0,17,22,77.3,5,47,52,23,9,4,13,9,6.0,0.4540229885057471,0.25287356321839083,11.852662290299051
5148,SAC,11/4/17,SAC @ DET,L,240,99,40,76,52.6,10,21,47.6,9,13,69.2,3,29,32,24,6,1,17,23,-9.0,0.5921052631578947,0.17105263157894737,17.220421393841168
5150,BKN,11/3/17,BKN @ LAL,L,240,112,37,91,40.7,9,38,23.7,29,38,76.3,8,35,43,23,8,5,16,22,-12.0,0.45604395604395603,0.4175824175824176,12.932428063368897
5151,BOS,11/3/17,BOS @ OKC,W,239,101,36,84,42.9,13,28,46.4,16,24,66.7,11,38,49,23,6,2,10,14,7.0,0.5059523809523809,0.2857142857142857,9.563886763580719
5152,CHA,11/3/17,CHA @ SAS,L,240,101,33,80,41.3,8,24,33.3,27,42,64.3,11,35,46,16,11,1,12,20,-7.0,0.4625,0.525,10.861694424330196
5153,CHI,11/3/17,CHI @ ORL,W,240,105,40,85,47.1,14,29,48.3,11,12,91.7,9,39,48,23,6,2,14,13,22.0,0.5529411764705883,0.1411764705882353,13.425393172228613
5154,CLE,11/3/17,CLE @ WAS,W,241,130,46,82,56.1,12,27,44.4,26,28,92.9,8,26,34,20,11,4,14,27,8.0,0.6341463414634146,0.34146341463414637,12.92466765140325
5158,HOU,11/3/17,HOU @ ATL,W,239,119,42,89,47.2,16,47,34.0,19,23,82.6,9,35,44,28,14,4,12,16,15.0,0.5617977528089888,0.25842696629213485,10.799136069114471
5159,IND,11/3/17,IND @ PHI,L,241,110,45,97,46.4,8,28,28.6,12,19,63.2,8,32,40,25,6,6,11,18,-11.0,0.5051546391752577,0.1958762886597938,9.453420419388106
5161,MIA,11/3/17,MIA @ DEN,L,241,94,36,77,46.8,15,37,40.5,7,11,63.6,8,33,41,23,9,6,23,24,-1.0,0.564935064935065,0.14285714285714285,21.938191529950398
5162,MIL,11/3/17,MIL @ DET,L,239,96,39,83,47.0,10,25,40.0,8,9,88.9,7,29,36,27,6,6,13,24,-9.0,0.5301204819277109,0.10843373493975904,13.005202080832333
5163,NOP,11/3/17,NOP @ DAL,W,240,99,36,89,40.4,7,29,24.1,20,26,76.9,9,44,53,23,9,4,12,22,5.0,0.4438202247191011,0.29213483146067415,10.672358591248667
5168,PHX,11/3/17,PHX @ NYK,L,240,107,34,97,35.1,9,32,28.1,30,37,81.1,20,27,47,17,7,3,10,25,-13.0,0.39690721649484534,0.38144329896907214,8.111615833874106
5170,TOR,11/3/17,TOR @ UTA,W,240,109,38,71,53.5,11,30,36.7,22,28,78.6,5,34,39,20,9,4,16,27,9.0,0.6126760563380281,0.39436619718309857,16.109544905356422
5173,GSW,11/2/17,GSW @ SAS,W,241,112,43,83,51.8,14,28,50.0,12,16,75.0,5,36,41,30,11,12,14,20,20.0,0.6024096385542169,0.1927710843373494,13.456362937331795
5174,LAL,11/2/17,LAL @ POR,L,240,110,43,79,54.4,4,18,22.2,20,27,74.1,2,30,32,16,8,8,11,20,-3.0,0.569620253164557,0.34177215189873417,10.797016097369456
5177,ATL,11/1/17,ATL @ PHI,L,241,109,41,94,43.6,8,23,34.8,19,27,70.4,12,37,49,22,11,4,18,28,-10.0,0.4787234042553192,0.2872340425531915,14.530190506942203
5180,CHI,11/1/17,CHI @ MIA,L,239,91,36,89,40.4,7,28,25.0,12,19,63.2,7,47,54,20,7,6,12,19,-6.0,0.4438202247191011,0.21348314606741572,10.972933430870519
5182,DAL,11/1/17,DAL @ LAC,L,240,98,35,89,39.3,12,36,33.3,16,20,80.0,9,29,38,20,8,5,14,22,-21.0,0.4606741573033708,0.2247191011235955,12.522361359570663
5184,HOU,11/1/17,HOU @ NYK,W,242,119,42,88,47.7,19,52,36.5,16,21,76.2,9,37,46,21,6,4,14,20,22.0,0.5852272727272727,0.23863636363636365,12.5854009349155
5185,IND,11/1/17,IND @ CLE,W,239,124,49,90,54.4,16,26,61.5,10,13,76.9,8,35,43,35,9,1,11,23,26.0,0.6333333333333333,0.14444444444444443,10.307346326836582
5189,MIL,11/1/17,MIL @ CHA,L,240,121,45,91,49.5,19,36,52.8,12,15,80.0,9,31,40,29,3,3,14,25,-5.0,0.5989010989010989,0.16483516483516483,12.544802867383515
5190,MIN,11/1/17,MIN @ NOP,W,240,104,41,83,49.4,6,22,27.3,16,24,66.7,11,36,47,20,13,3,21,21,6.0,0.5301204819277109,0.2891566265060241,18.331005586592177
5193,ORL,11/1/17,ORL @ MEM,W,238,101,38,75,50.7,13,29,44.8,12,14,85.7,6,32,38,25,6,8,24,22,2.0,0.5933333333333334,0.18666666666666668,22.82236591860023
5195,PHX,11/1/17,PHX @ WAS,W,241,122,41,83,49.4,9,24,37.5,31,38,81.6,11,34,45,23,5,5,9,24,6.0,0.5481927710843374,0.4578313253012048,8.27814569536424
5196,POR,11/1/17,POR @ UTA,L,266,103,37,93,39.8,9,34,26.5,20,27,74.1,11,42,53,17,8,8,17,25,-9.0,0.44623655913978494,0.2903225806451613,13.948145717098786
5197,SAC,11/1/17,SAC @ BOS,L,239,86,35,81,43.2,6,20,30.0,10,12,83.3,7,19,26,24,10,5,15,18,-27.0,0.4691358024691358,0.14814814814814814,14.810426540284361
5198,TOR,11/1/17,TOR @ DEN,L,241,111,42,85,49.4,11,31,35.5,16,25,64.0,9,29,38,20,7,4,13,25,-18.0,0.5588235294117647,0.29411764705882354,11.926605504587156
5202,DET,10/31/17,DET @ LAL,L,239,93,41,94,43.6,10,33,30.3,1,3,33.3,10,34,44,21,7,3,12,11,-20.0,0.48936170212765956,0.031914893617021274,11.181513231457323
5206,OKC,10/31/17,OKC @ MIL,W,241,110,40,81,49.4,12,28,42.9,18,21,85.7,9,37,46,24,6,3,15,20,19.0,0.5679012345679012,0.25925925925925924,14.253135689851767
5207,PHX,10/31/17,PHX @ BKN,W,239,122,45,96,46.9,10,22,45.5,22,24,91.7,10,56,66,18,5,5,18,26,8.0,0.5208333333333334,0.25,14.450867052023122
5208,SAC,10/31/17,SAC @ IND,L,239,83,37,88,42.0,2,14,14.3,7,14,50.0,8,36,44,15,8,5,14,18,-18.0,0.4318181818181818,0.1590909090909091,12.94378698224852
5210,CHA,10/30/17,CHA @ MEM,W,239,104,37,89,41.6,7,17,41.2,23,29,79.3,10,46,56,15,3,7,11,22,5.0,0.4550561797752809,0.3258426966292135,9.755232351897835
5211,DAL,10/30/17,DAL @ UTA,L,242,89,34,76,44.7,12,24,50.0,9,11,81.8,9,33,42,17,4,3,24,16,-15.0,0.5263157894736842,0.14473684210526316,22.89202594429607
5212,DEN,10/30/17,DEN @ NYK,L,239,110,35,85,41.2,18,41,43.9,22,31,71.0,13,23,36,20,13,5,13,22,-6.0,0.5176470588235295,0.36470588235294116,11.644571838050878
5213,GSW,10/30/17,GSW @ LAC,W,241,141,52,89,58.4,14,29,48.3,23,30,76.7,14,32,46,37,8,8,12,23,28.0,0.6629213483146067,0.33707865168539325,10.507880910683012
5218,MIN,10/30/17,MIN @ MIA,W,265,125,41,91,45.1,11,23,47.8,32,35,91.4,10,30,40,20,16,4,16,25,3.0,0.510989010989011,0.38461538461538464,13.071895424836603
5221,ORL,10/30/17,ORL @ NOP,W,239,115,43,85,50.6,16,34,47.1,13,18,72.2,6,37,43,27,10,1,16,19,3.0,0.6,0.21176470588235294,14.689680499449137
5222,PHI,10/30/17,PHI @ HOU,W,240,115,44,80,55.0,10,24,41.7,17,24,70.8,7,41,48,27,10,4,19,31,8.0,0.6125,0.3,17.342095655348665
5224,SAS,10/30/17,SAS @ BOS,L,241,94,36,87,41.4,12,26,46.2,10,20,50.0,12,28,40,24,8,4,11,14,-14.0,0.4827586206896552,0.22988505747126436,10.299625468164795
5225,TOR,10/30/17,TOR @ POR,W,240,99,39,87,44.8,8,24,33.3,13,17,76.5,8,39,47,17,10,9,9,14,14.0,0.4942528735632184,0.19540229885057472,8.697332817935832
5231,DEN,10/29/17,DEN @ BKN,W,240,124,47,94,50.0,11,20,55.0,19,22,86.4,4,42,46,23,7,7,6,22,13.0,0.5585106382978723,0.23404255319148937,5.470459518599562
5232,DET,10/29/17,DET @ GSW,W,240,115,43,93,46.2,12,27,44.4,17,17,100.0,17,20,37,22,16,0,13,9,8.0,0.5268817204301075,0.1827956989247312,11.455763130066972
5235,MIL,10/29/17,MIL @ ATL,W,241,117,44,81,54.3,13,26,50.0,16,21,76.2,5,38,43,30,9,3,14,27,11.0,0.6234567901234568,0.25925925925925924,13.43054489639294
5236,NYK,10/29/17,NYK @ CLE,W,240,114,42,89,47.2,13,28,46.4,17,21,81.0,11,40,51,27,9,6,14,26,19.0,0.5449438202247191,0.23595505617977527,12.473271560940843
5237,ORL,10/29/17,ORL @ CHA,L,240,113,41,97,42.3,11,33,33.3,20,26,76.9,9,30,39,28,11,4,11,20,-7.0,0.4793814432989691,0.26804123711340205,9.209645010046884
5239,SAS,10/29/17,SAS @ IND,L,239,94,36,90,40.0,9,28,32.1,13,18,72.2,12,32,44,19,12,8,15,11,-3.0,0.45,0.2,13.283740701381507
5240,WAS,10/29/17,WAS @ SAC,W,242,110,40,85,47.1,17,34,50.0,13,20,65.0,13,36,49,28,9,3,15,18,27.0,0.5705882352941176,0.23529411764705882,13.786764705882353
5241,BOS,10/28/17,BOS @ MIA,W,240,96,34,81,42.0,6,23,26.1,22,26,84.6,11,30,41,15,11,5,12,14,6.0,0.4567901234567901,0.32098765432098764,11.489850631941785
5243,CLE,10/28/17,CLE @ NOP,L,241,101,36,78,46.2,12,32,37.5,17,23,73.9,5,32,37,19,8,2,18,19,-22.0,0.5384615384615384,0.2948717948717949,16.961929890689785
5245,DET,10/28/17,DET @ LAC,W,241,95,36,88,40.9,9,28,32.1,14,21,66.7,12,38,50,16,11,6,12,20,8.0,0.4602272727272727,0.23863636363636365,10.98498718418162
5246,HOU,10/28/17,HOU @ MEM,L,240,89,29,77,37.7,14,38,36.8,17,21,81.0,8,35,43,18,4,3,17,23,-14.0,0.4675324675324675,0.2727272727272727,16.4664858581945
5248,LAL,10/28/17,LAL @ UTA,L,240,81,31,81,38.3,5,22,22.7,14,20,70.0,14,25,39,17,12,4,16,20,-15.0,0.41358024691358025,0.24691358024691357,15.122873345935728
5252,OKC,10/28/17,OKC @ CHI,W,239,101,39,88,44.3,13,34,38.2,10,14,71.4,11,41,52,28,16,8,11,17,32.0,0.5170454545454546,0.1590909090909091,10.460251046025105
5253,PHI,10/28/17,PHI @ DAL,W,240,112,43,87,49.4,16,35,45.7,10,14,71.4,11,31,42,25,10,1,13,21,2.0,0.5862068965517241,0.16091954022988506,12.245666917859834
5254,PHX,10/28/17,PHX @ POR,L,240,107,37,87,42.5,9,26,34.6,24,30,80.0,12,34,46,21,12,7,17,23,-7.0,0.47701149425287354,0.3448275862068966,14.505119453924914
5258,BKN,10/27/17,BKN @ NYK,L,240,86,30,75,40.0,11,30,36.7,15,21,71.4,5,30,35,18,5,1,16,20,-21.0,0.47333333333333333,0.28,15.96169193934557
5260,DEN,10/27/17,DEN @ ATL,W,240,105,42,91,46.2,4,20,20.0,17,23,73.9,11,35,46,25,8,4,11,12,3.0,0.4835164835164835,0.25274725274725274,9.810916874777025
5262,HOU,10/27/17,HOU @ CHA,W,241,109,38,85,44.7,22,57,38.6,11,13,84.6,7,44,51,21,5,6,15,26,14.0,0.5764705882352941,0.15294117647058825,14.188422247446084
5266,OKC,10/27/17,OKC @ MIN,L,241,116,43,86,50.0,8,28,28.6,22,25,88.0,11,24,35,19,8,9,14,29,-3.0,0.5465116279069767,0.29069767441860467,12.612612612612612
5268,SAS,10/27/17,SAS @ ORL,L,240,87,30,89,33.7,4,24,16.7,23,27,85.2,17,32,49,19,8,8,17,15,-27.0,0.3595505617977528,0.30337078651685395,14.421445537835087
5269,TOR,10/27/17,TOR @ LAL,W,241,101,40,93,43.0,7,29,24.1,14,20,70.0,9,31,40,27,12,4,12,24,9.0,0.46774193548387094,0.21505376344086022,10.54481546572935
5270,WAS,10/27/17,WAS @ GSW,L,242,117,43,97,44.3,15,33,45.5,16,22,72.7,12,29,41,30,7,6,14,21,-3.0,0.520618556701031,0.2268041237113402,11.600928074245939
5271,ATL,10/26/17,ATL @ CHI,L,240,86,32,81,39.5,11,28,39.3,11,13,84.6,7,33,40,22,10,5,10,23,-5.0,0.46296296296296297,0.16049382716049382,10.33912324234905
5272,BOS,10/26/17,BOS @ MIL,W,241,96,33,78,42.3,11,30,36.7,19,22,86.4,6,39,45,21,7,4,15,14,7.0,0.4935897435897436,0.28205128205128205,14.60849240358395
5274,DAL,10/26/17,DAL @ MEM,L,240,91,32,94,34.0,10,34,29.4,17,20,85.0,18,35,53,20,10,3,14,22,-5.0,0.39361702127659576,0.2127659574468085,11.986301369863014
5275,LAC,10/26/17,LAC @ POR,W,241,104,36,77,46.8,9,28,32.1,23,36,63.9,14,32,46,11,4,5,11,19,1.0,0.525974025974026,0.4675324675324675,10.59322033898305
5278,NOP,10/26/17,NOP @ SAC,W,240,114,42,86,48.8,13,32,40.6,17,23,73.9,10,37,47,22,5,3,15,24,8.0,0.563953488372093,0.26744186046511625,13.498920086393088
5283,CLE,10/25/17,CLE @ BKN,L,241,107,39,81,48.1,12,35,34.3,17,26,65.4,9,38,47,21,5,7,21,17,-5.0,0.5555555555555556,0.32098765432098764,18.511988716502117
5285,DEN,10/25/17,DEN @ CHA,L,240,93,38,100,38.0,8,31,25.8,9,15,60.0,18,33,51,18,6,1,13,23,-17.0,0.42,0.15,10.869565217391305
5288,HOU,10/25/17,HOU @ PHI,W,239,105,36,75,48.0,12,39,30.8,21,24,87.5,7,33,40,22,11,13,19,13,1.0,0.56,0.32,18.171384850803367
5289,IND,10/25/17,IND @ OKC,L,238,96,28,83,33.7,10,29,34.5,30,35,85.7,14,27,41,13,13,2,19,23,-18.0,0.39759036144578314,0.42168674698795183,16.183986371379895
5291,MEM,10/25/17,MEM @ DAL,L,240,94,33,72,45.8,12,31,38.7,16,24,66.7,6,30,36,14,7,2,17,22,-9.0,0.5416666666666666,0.3333333333333333,17.075130574527922
5293,MIN,10/25/17,MIN @ DET,L,240,101,37,85,43.5,9,25,36.0,18,21,85.7,7,30,37,19,5,4,14,19,-21.0,0.48823529411764705,0.24705882352941178,12.934220251293423
5297,SAS,10/25/17,SAS @ MIA,W,239,117,42,76,55.3,10,17,58.8,23,30,76.7,8,36,44,18,6,3,13,20,17.0,0.618421052631579,0.39473684210526316,12.720156555772993
5298,TOR,10/25/17,TOR @ GSW,L,240,112,43,94,45.7,8,34,23.5,18,19,94.7,17,25,42,30,10,6,16,16,-5.0,0.5,0.20212765957446807,13.518080432578575
5299,UTA,10/25/17,UTA @ PHX,L,240,88,32,77,41.6,6,25,24.0,18,25,72.0,7,37,44,20,8,10,23,19,-9.0,0.45454545454545453,0.3246753246753247,20.72072072072072
5300,WAS,10/25/17,WAS @ LAL,L,266,99,39,95,41.1,6,26,23.1,15,23,65.2,7,38,45,20,11,5,13,19,-3.0,0.4421052631578947,0.24210526315789474,11.005756857433118
5301,BKN,10/24/17,BKN @ ORL,L,242,121,40,96,41.7,11,35,31.4,30,34,88.2,14,35,49,21,8,4,15,27,-4.0,0.4739583333333333,0.3541666666666667,11.908542394410922
5303,CHI,10/24/17,CHI @ CLE,L,240,112,42,88,47.7,17,33,51.5,11,13,84.6,8,31,39,28,3,3,9,20,-7.0,0.5738636363636364,0.14772727272727273,8.761682242990654
5305,IND,10/24/17,IND @ MIN,W,238,130,56,84,66.7,10,22,45.5,8,11,72.7,8,34,42,31,8,2,17,21,23.0,0.7261904761904762,0.13095238095238096,16.061980347694632
5308,NOP,10/24/17,NOP @ POR,L,241,93,30,76,39.5,9,30,30.0,24,32,75.0,4,38,42,17,5,7,17,26,-10.0,0.45394736842105265,0.42105263157894735,15.875980575270827
5309,NYK,10/24/17,NYK @ BOS,L,242,89,36,85,42.4,1,12,8.3,16,25,64.0,11,32,43,20,8,2,14,17,-21.0,0.4294117647058823,0.29411764705882354,12.727272727272727
5312,UTA,10/24/17,UTA @ LAC,L,240,84,34,79,43.0,7,28,25.0,9,11,81.8,8,33,41,20,7,7,18,23,-18.0,0.47468354430379744,0.13924050632911392,17.674783974862528
5313,ATL,10/23/17,ATL @ MIA,L,240,93,36,76,47.4,7,17,41.2,14,18,77.8,6,35,41,14,9,1,20,17,-11.0,0.5197368421052632,0.23684210526315788,19.24557351809084
5314,CHA,10/23/17,CHA @ MIL,L,240,94,33,78,42.3,7,26,26.9,21,36,58.3,10,38,48,17,3,5,14,21,-7.0,0.46794871794871795,0.46153846153846156,12.982195845697328
5318,GSW,10/23/17,GSW @ DAL,W,240,133,48,86,55.8,15,39,38.5,22,26,84.6,10,40,50,33,6,8,16,23,30.0,0.6453488372093024,0.3023255813953488,14.104372355430183
5320,MEM,10/23/17,MEM @ HOU,W,240,98,29,68,42.6,6,19,31.6,34,37,91.9,3,35,38,16,5,2,12,21,8.0,0.47058823529411764,0.5441176470588235,12.463647694225175
5323,PHI,10/23/17,PHI @ DET,W,242,97,35,75,46.7,9,24,37.5,18,24,75.0,8,41,49,25,11,0,21,24,11.0,0.5266666666666666,0.32,19.707207207207205
5325,SAC,10/23/17,SAC @ PHX,L,238,115,43,99,43.4,9,22,40.9,20,29,69.0,13,24,37,19,13,2,9,25,-2.0,0.4797979797979798,0.29292929292929293,7.452798940046372
5327,TOR,10/23/17,TOR @ SAS,L,239,97,34,80,42.5,10,37,27.0,19,24,79.2,5,29,34,17,11,4,14,30,-4.0,0.4875,0.3,13.389441469013006
5328,WAS,10/23/17,WAS @ DEN,W,241,109,37,84,44.0,9,30,30.0,26,28,92.9,10,28,38,24,13,3,15,24,5.0,0.49404761904761907,0.3333333333333333,13.474667624865255
5329,ATL,10/22/17,ATL @ BKN,L,239,104,32,94,34.0,7,27,25.9,33,36,91.7,16,32,48,21,6,2,16,25,-12.0,0.3776595744680851,0.3829787234042553,12.714558169103624
5332,MIN,10/22/17,MIN @ OKC,W,240,115,43,86,50.0,10,25,40.0,19,23,82.6,10,35,45,25,5,1,17,17,2.0,0.5581395348837209,0.26744186046511625,15.028288543140029
5333,NOP,10/22/17,NOP @ LAL,W,240,119,47,83,56.6,10,32,31.3,15,21,71.4,6,36,42,26,14,5,18,20,7.0,0.6265060240963856,0.25301204819277107,16.32801161103048
5337,DAL,10/21/17,DAL @ HOU,L,241,91,31,84,36.9,13,31,41.9,16,21,76.2,8,33,41,19,6,0,14,19,-16.0,0.44642857142857145,0.25,13.054830287206268
5339,DET,10/21/17,DET @ NYK,W,239,111,44,91,48.4,9,30,30.0,14,15,93.3,15,28,43,21,5,2,12,25,4.0,0.532967032967033,0.16483516483516483,10.948905109489052
5340,GSW,10/21/17,GSW @ MEM,L,238,101,33,84,39.3,12,38,31.6,23,27,85.2,12,34,46,20,10,7,17,28,-10.0,0.4642857142857143,0.32142857142857145,15.060240963855422
5342,IND,10/21/17,IND @ MIA,L,239,108,43,96,44.8,7,19,36.8,15,21,71.4,13,32,45,18,9,4,10,18,-4.0,0.484375,0.21875,8.677542519958347
5348,OKC,10/21/17,OKC @ UTA,L,242,87,32,78,41.0,11,33,33.3,12,19,63.2,8,30,38,15,14,4,17,16,-9.0,0.4807692307692308,0.24358974358974358,16.447368421052634
5349,ORL,10/21/17,ORL @ CLE,W,238,114,40,90,44.4,17,35,48.6,17,20,85.0,12,38,50,28,7,6,12,28,21.0,0.5388888888888889,0.2222222222222222,10.830324909747292
5350,PHI,10/21/17,PHI @ TOR,L,239,94,32,82,39.0,8,24,33.3,22,36,61.1,8,33,41,18,5,4,20,26,-34.0,0.43902439024390244,0.43902439024390244,16.972165648336727
5351,PHX,10/21/17,PHX @ LAC,L,241,88,27,71,38.0,6,24,25.0,28,38,73.7,4,32,36,19,8,3,19,27,-42.0,0.4225352112676056,0.5352112676056338,17.80359820089955
5352,POR,10/21/17,POR @ MIL,L,240,110,34,81,42.0,11,28,39.3,31,35,88.6,13,29,42,18,10,6,16,22,2.0,0.4876543209876543,0.43209876543209874,14.234875444839856
5353,SAC,10/21/17,SAC @ DEN,L,241,79,31,85,36.5,8,22,36.4,9,13,69.2,12,27,39,15,6,3,13,21,-17.0,0.4117647058823529,0.15294117647058825,12.53374469726186
5354,SAS,10/21/17,SAS @ CHI,W,241,87,38,93,40.9,1,12,8.3,10,16,62.5,14,38,52,25,8,3,11,14,10.0,0.41397849462365593,0.17204301075268819,9.906340057636886
5357,ATL,10/20/17,ATL @ CHA,L,241,91,36,95,37.9,7,30,23.3,12,14,85.7,6,32,38,19,11,4,13,29,-22.0,0.41578947368421054,0.14736842105263157,11.387526278906797
5359,BOS,10/20/17,BOS @ PHI,W,240,102,35,84,41.7,10,29,34.5,22,32,68.8,14,41,55,16,4,5,19,24,10.0,0.47619047619047616,0.38095238095238093,16.228220020498803
5361,CLE,10/20/17,CLE @ MIL,W,239,116,44,81,54.3,11,26,42.3,17,17,100.0,9,35,44,25,8,3,17,11,20.0,0.6111111111111112,0.20987654320987653,16.116799393249906
5363,DET,10/20/17,DET @ WAS,L,240,111,43,87,49.4,10,23,43.5,15,20,75.0,10,23,33,19,12,1,19,32,-4.0,0.5517241379310345,0.22988505747126436,16.550522648083625
5364,GSW,10/20/17,GSW @ NOP,W,241,128,47,91,51.6,18,40,45.0,16,20,80.0,10,39,49,29,6,8,18,23,8.0,0.6153846153846154,0.21978021978021978,15.280135823429541
5366,LAL,10/20/17,LAL @ PHX,W,239,132,48,93,51.6,12,26,46.2,24,33,72.7,5,37,42,22,8,3,18,31,2.0,0.5806451612903226,0.3548387096774194,14.340344168260039
5370,ORL,10/20/17,ORL @ BKN,L,240,121,45,89,50.6,18,33,54.5,13,15,86.7,9,31,40,30,9,3,22,27,-5.0,0.6067415730337079,0.16853932584269662,18.70748299319728
5373,POR,10/20/17,POR @ IND,W,240,114,46,95,48.4,9,19,47.4,13,17,76.5,11,40,51,19,5,6,9,26,18.0,0.531578947368421,0.17894736842105263,8.073196986006458
